matricule,name,cisco,studied_at,observation,mention,option
93626-GYUM,Raharinaivo Haja Fitiavana,Fianarantsoa,School_42,non admis,passable,A2
44637-OZJP,Raharinaivo Haja Finaritra,Fianarantsoa,School_100,non admis,passable,S
50388-KUOA,Andrianarivo Finaritra Fanilo Herilala Fitiavana,Mananjary,School_51,admis,passable,A1
21103-XDXK,Rakotomamonjy Tiana Mamy Finaritra,Farafangana,School_100,non admis,passable,A1
38965-NKOK,Raharimanana Hery Rina Fitiavana Hasina,Toamasina,School_92,admis,passable,A2
20357-OZAQ,Raharinaivo Finaritra Tiana Andry,Fianarantsoa,School_30,admis,passable,D
49651-DWCU,Rakotomamonjy Haja Fitiavana Tovo,Antsirabe,School_3,admis,passable,A1
91278-WNAH,Rasolofoson Soa Hery,Toamasina,School_99,non admis,passable,A2
86756-LZED,Randrianarivelo Fanilo Finaritra Andry Hasina,Farafangana,School_59,admis,passable,A2
33783-FLUF,Andrianarivo Tiana Tojo,Toamasina,School_2,non admis,passable,D
58633-AVLR,Rasolofo Miangaly Tiana Herilala,Antsirabe,School_76,admis,bien,D
39953-NMPJ,Randrianarivelo Tiana Miangaly Hasina Finaritra,Farafangana,School_70,non admis,passable,A2
18704-NTFL,Rakotomamonjy Haja Mamy Andry,Mahajanga,School_95,non admis,passable,A2
57357-JFFZ,Rakotomamonjy Finaritra Miangaly Tiana,Morondava,School_46,non admis,bien,A2
52434-SKNL,Raharimanana Tiana Tovo,Farafangana,School_47,admis,passable,D
57931-IUKS,Rakotomamonjy Mamy Fitiavana,Farafangana,School_75,non admis,passable,A1
50867-IFHH,Andrianarivo Soa Tiana Hery Andry,Fianarantsoa,School_22,admis,passable,A1
80051-KPON,Andrianarivo Tiana Hasina Finaritra Tojo,Antsiranana,School_11,non admis,passable,D
64085-QOEL,Rakotomamonjy Tiana Miangaly,Ambatondrazaka,School_30,non admis,passable,A2
25369-DVOO,Andrianarivo Miangaly Tovo Hasina,Morondava,School_45,non admis,passable,L
72525-ZDJJ,Andrianarivo Tiana Soa Tovo Haja,Antsiranana,School_86,non admis,passable,OSE
17728-XPAO,Randrianarivelo Fitiavana Tiana,Mahajanga,School_68,non admis,passable,A2
35746-XWOQ,Raharinaivo Herilala Fanilo,Antsirabe,School_2,non admis,passable,A1
44179-NYRI,Raharinaivo Fanilo Finaritra Fitiavana,Farafangana,School_58,non admis,très bien,A1
70144-CPNL,Rakotoarisoa Herilala Fitiavana Tiana,Farafangana,School_60,non admis,passable,D
56017-THBL,Rasolofo Hasina Fitiavana Mamy,Farafangana,School_44,non admis,passable,A1
74918-ILFZ,Randria Fanilo Mamy Tiana Finaritra,Ambatondrazaka,School_90,non admis,très bien,OSE
75406-ULEV,Raharinaivo Andry Miangaly Tiana Haja,Mananjary,School_19,non admis,passable,S
69988-LLWQ,Rasolofoson Fitiavana Soa Tovo,Farafangana,School_12,non admis,passable,A1
13780-XSUN,Randria Miangaly Tovo,Antsirabe,School_30,non admis,assez bien,D
87170-URJJ,Randrianarivelo Miangaly Tojo Andry,Toliara,School_91,non admis,passable,A1
62984-UFIK,Rasolofo Andry Rina Mamy Fitiavana,Toliara,School_91,non admis,passable,OSE
29036-OKUU,Rajaonarison Finaritra Mamy Tiana,Mananjary,School_82,non admis,passable,A2
36425-YYIH,Rakotomamonjy Rina Fitiavana,Fianarantsoa,School_79,non admis,passable,A2
76248-CBQX,Raharinaivo Tovo Rina Hasina Finaritra,Antsiranana,School_49,non admis,passable,A2
30443-JMIK,Rasolofo Tojo Fitiavana Soa,Antsiranana,School_56,admis,passable,L
23522-LKGX,Raharimanana Fanilo Miangaly Tovo,Fianarantsoa,School_84,non admis,passable,C
14712-KSZR,Rasolofoson Miangaly Hery Fanilo,Farafangana,School_70,non admis,passable,D
97284-KZZA,Randria Tojo Tiana Mamy Finaritra,Morondava,School_41,non admis,bien,A2
47594-CXKP,Rajaonarison Hasina Mamy,Toliara,School_93,non admis,passable,A1
31200-VXPP,Rasolofo Rina Finaritra,Mahajanga,School_66,non admis,passable,OSE
88961-WKVW,Rakotomamonjy Soa Hery Rina Tiana,Antsirabe,School_84,admis,passable,A2
41782-PDRQ,Rakotomamonjy Mamy Rina,Antsiranana,School_65,non admis,passable,A1
19650-MKJE,Raharimanana Mamy Fitiavana Herilala,Antananarivo,School_61,admis,passable,C
26156-QNQI,Rakotomamonjy Herilala Miangaly Andry,Toamasina,School_24,admis,passable,L
23146-GZDX,Rasolofoson Tovo Andry Soa,Antsirabe,School_12,admis,passable,A2
93032-VYOO,Rasolofo Mamy Tovo Miangaly Fanilo,Morondava,School_85,non admis,passable,A2
70785-FYPC,Randria Miangaly Fitiavana Finaritra Fanilo,Mananjary,School_11,non admis,passable,A2
40439-GOVW,Raharimanana Herilala Soa Hasina,Antananarivo,School_43,non admis,passable,A2
42250-MBYA,Randria Fitiavana Fanilo,Antsirabe,School_54,non admis,passable,D
15294-NQGX,Rakotoarisoa Tojo Hery Miangaly,Antsiranana,School_25,non admis,passable,D
91150-OKWT,Raharimanana Soa Finaritra,Farafangana,School_32,non admis,passable,A2
30226-QUOW,Rasolofoson Mamy Tiana Miangaly Fitiavana,Antsirabe,School_25,non admis,assez bien,D
96680-CCLB,Rajaonarison Tiana Hery,Mahajanga,School_1,admis,passable,S
24158-UZFL,Raharimanana Haja Hery Miangaly Fanilo,Toliara,School_22,admis,passable,A1
90567-ZJWS,Randria Tojo Fitiavana Soa,Antsirabe,School_69,non admis,passable,A2
98998-MODG,Rajaonarison Andry Soa Fitiavana,Antsiranana,School_54,admis,passable,A1
52790-IHIZ,Rakotoarisoa Tojo Fanilo Rina,Farafangana,School_91,admis,passable,C
33518-VLEO,Rakotomamonjy Hasina Soa Tojo,Morondava,School_72,admis,passable,A2
62845-BUED,Andrianarivo Haja Rina,Toliara,School_14,non admis,passable,A1
16655-DQIB,Rasolofoson Tojo Haja Hasina Hery,Antananarivo,School_100,non admis,très bien,D
12327-SJHQ,Rakotomamonjy Finaritra Tojo Hery Fanilo,Antsirabe,School_35,non admis,passable,D
66265-XCAU,Rasolofo Hasina Rina Tiana Hery,Mahajanga,School_57,non admis,bien,A2
86612-FFUG,Randria Rina Miangaly,Toamasina,School_6,admis,passable,A2
57142-XRVF,Rasolofoson Tovo Herilala,Farafangana,School_27,non admis,passable,D
63853-MMMX,Randrianarivelo Mamy Tovo Rina Miangaly,Mahajanga,School_53,non admis,passable,A1
48517-BMMR,Rajaonarison Mamy Tiana Andry Fitiavana,Antananarivo,School_30,non admis,passable,A1
73342-DBYD,Raharinaivo Hasina Herilala Haja Hery,Ambatondrazaka,School_34,non admis,passable,A2
22824-ZDGN,Randria Mamy Soa Tiana Tovo,Toliara,School_57,non admis,passable,A1
58060-WWBC,Rajaonarison Herilala Mamy Miangaly Hasina,Toamasina,School_69,non admis,passable,L
79117-NGHF,Rasolofo Finaritra Tiana Hasina,Farafangana,School_67,admis,passable,A1
28000-HEEX,Andrianarivo Mamy Hery Tovo Soa,Antsiranana,School_86,non admis,passable,L
41118-EJRJ,Randria Tojo Rina Finaritra,Fianarantsoa,School_66,admis,bien,D
74929-JLFS,Randria Miangaly Fanilo,Ambatondrazaka,School_72,non admis,passable,S
74430-YFIU,Raharinaivo Andry Soa Hasina Hery,Toamasina,School_81,admis,très bien,D
22065-EBAP,Raharimanana Tovo Miangaly,Morondava,School_99,admis,bien,A2
70534-JQAP,Rakotomamonjy Fitiavana Mamy,Ambatondrazaka,School_65,admis,assez bien,A1
10854-TVII,Rakotoarisoa Miangaly Hasina Tojo,Farafangana,School_87,non admis,passable,A1
74618-YJFE,Rasolofoson Andry Herilala Hery,Ambatondrazaka,School_62,non admis,passable,A1
27103-UXBZ,Rakotomamonjy Andry Haja Fitiavana,Antsirabe,School_44,admis,passable,A2
53190-FLYP,Rajaonarison Mamy Haja Tiana,Antsirabe,School_27,non admis,passable,A1
61027-ASJO,Raharimanana Herilala Mamy,Antsirabe,School_88,admis,passable,A2
74004-TMGJ,Randria Mamy Hasina,Farafangana,School_75,non admis,passable,A1
99094-QXXR,Randria Fanilo Fitiavana Tovo Soa,Antananarivo,School_37,non admis,passable,A1
22255-QFAO,Rasolofo Fanilo Rina,Toliara,School_22,non admis,passable,A1
29749-HYNO,Randrianarivelo Rina Finaritra Fitiavana,Toamasina,School_28,admis,passable,L
27384-GCQS,Raharinaivo Haja Mamy Tiana,Antsiranana,School_8,non admis,très bien,A1
72789-YIZG,Rasolofo Fanilo Hasina Haja Tiana,Antsiranana,School_55,non admis,passable,A1
33665-ZVCX,Rasolofoson Mamy Rina,Mahajanga,School_21,non admis,passable,S
20856-XCIO,Raharimanana Haja Andry,Fianarantsoa,School_93,non admis,passable,A1
97796-JHNC,Randria Mamy Tovo Soa,Morondava,School_40,non admis,passable,C
18780-JJFR,Andrianarivo Fitiavana Tojo Herilala,Antsirabe,School_57,admis,passable,A2
20468-LHUV,Raharinaivo Soa Andry Tojo Rina,Antsirabe,School_37,non admis,passable,A2
52719-JCAB,Andrianarivo Fitiavana Herilala Tiana Tojo,Antsirabe,School_43,admis,passable,A1
39684-NHVS,Randrianarivelo Tovo Herilala Miangaly Fitiavana,Toliara,School_85,non admis,passable,OSE
59616-EKQL,Rakotoarisoa Fitiavana Tojo,Antananarivo,School_82,admis,passable,L
53442-WDDU,Rakotomamonjy Fitiavana Hery,Farafangana,School_89,non admis,passable,OSE
71252-RBFB,Raharinaivo Herilala Tovo,Fianarantsoa,School_85,non admis,passable,A1
80217-TYZD,Randrianarivelo Herilala Haja Miangaly,Fianarantsoa,School_78,non admis,passable,A1
93685-ACMB,Rasolofo Soa Mamy,Toliara,School_53,non admis,passable,A1
89709-ZCUL,Raharinaivo Hery Rina Herilala Mamy,Farafangana,School_29,non admis,passable,A1
14166-TNCF,Rajaonarison Haja Hasina Soa,Mananjary,School_80,non admis,bien,A1
45118-WTFV,Rasolofoson Tiana Haja,Toamasina,School_13,admis,passable,A1
65257-RJYC,Andrianarivo Mamy Fitiavana,Antananarivo,School_46,admis,passable,A2
58529-OZVP,Randrianarivelo Hasina Fanilo Miangaly,Morondava,School_26,admis,passable,C
55457-IMIE,Randrianarivelo Miangaly Andry Fitiavana,Mananjary,School_9,admis,passable,S
25016-QMDC,Rakotomamonjy Mamy Andry,Farafangana,School_69,non admis,passable,C
89060-KLAI,Andrianarivo Finaritra Soa Tovo Hery,Toamasina,School_40,non admis,passable,C
57701-WGHW,Rakotomamonjy Rina Mamy,Mahajanga,School_29,admis,passable,D
34663-CRWJ,Raharimanana Herilala Haja Tojo Miangaly,Mahajanga,School_23,non admis,passable,C
53817-NMRU,Rasolofo Rina Soa Herilala,Antsirabe,School_2,admis,passable,D
95736-RXER,Rakotomamonjy Hery Haja Finaritra,Antsirabe,School_13,non admis,passable,A2
46433-PTKX,Rakotomamonjy Fitiavana Tiana Hasina,Fianarantsoa,School_98,non admis,passable,OSE
56948-UPGR,Randria Fanilo Tojo,Mahajanga,School_3,admis,passable,C
87293-SVGL,Rasolofoson Finaritra Tiana Rina,Antananarivo,School_80,non admis,passable,A1
42126-QSMO,Rajaonarison Tovo Haja Soa Hery,Ambatondrazaka,School_14,admis,passable,A1
11476-CRPJ,Rakotoarisoa Tojo Soa Haja,Antsirabe,School_85,non admis,passable,D
96742-WFEK,Raharinaivo Fanilo Fitiavana Miangaly,Mananjary,School_8,non admis,passable,A1
70380-HYOD,Randrianarivelo Finaritra Hery Herilala Mamy,Toamasina,School_98,admis,très bien,A2
23339-OBXF,Andrianarivo Haja Tojo Soa Mamy,Toamasina,School_72,non admis,bien,A1
80557-XGYO,Raharimanana Fanilo Hasina,Toamasina,School_62,admis,très bien,A2
79352-PXBI,Randrianarivelo Andry Fitiavana Miangaly Haja,Farafangana,School_61,non admis,passable,A1
35032-VLTB,Rasolofoson Hasina Tiana,Toamasina,School_84,admis,passable,A1
33864-NBPP,Randria Hery Mamy Soa Fitiavana,Fianarantsoa,School_90,admis,passable,A1
96684-KKMA,Raharimanana Finaritra Herilala,Ambatondrazaka,School_77,non admis,passable,A2
44056-VDDS,Rasolofo Fitiavana Rina,Mananjary,School_58,admis,passable,D
61336-JZNB,Rasolofoson Hasina Soa,Mananjary,School_51,non admis,assez bien,C
33714-VFLV,Rasolofoson Fitiavana Hasina Soa,Mahajanga,School_64,admis,passable,C
38798-QUCT,Rasolofo Hery Rina Herilala Finaritra,Mananjary,School_63,non admis,passable,A2
91792-XJNW,Rasolofoson Soa Finaritra Fanilo Rina,Morondava,School_64,admis,assez bien,A1
73512-UNWH,Andrianarivo Herilala Hasina Haja,Toliara,School_47,non admis,passable,A2
66008-OQKR,Rakotoarisoa Mamy Tojo,Morondava,School_71,admis,passable,A2
72961-BBBB,Randrianarivelo Tovo Hery,Ambatondrazaka,School_51,admis,très bien,D
44668-XEXD,Raharinaivo Haja Fitiavana Rina,Fianarantsoa,School_8,admis,passable,A2
37615-ZNPC,Rasolofoson Rina Miangaly Andry,Antsiranana,School_14,non admis,passable,A1
85002-SCYF,Rakotoarisoa Hasina Tovo,Antsirabe,School_99,non admis,passable,C
35246-UFPO,Rasolofo Andry Hery Mamy,Antsirabe,School_62,non admis,bien,A2
99396-UTMH,Andrianarivo Rina Hery,Antananarivo,School_55,non admis,assez bien,S
75388-JOUS,Rakotomamonjy Rina Tovo,Farafangana,School_92,admis,passable,A2
57770-BHMK,Raharinaivo Finaritra Fanilo,Mananjary,School_10,admis,passable,A1
94453-LWVH,Randrianarivelo Fanilo Miangaly Andry Hery,Toliara,School_56,admis,passable,A1
32097-CQTX,Rasolofo Soa Fanilo,Antsiranana,School_19,admis,passable,A1
91291-SFRF,Rakotomamonjy Miangaly Hery Rina Herilala,Fianarantsoa,School_55,admis,assez bien,C
98511-YKXV,Raharinaivo Fitiavana Miangaly Fanilo Herilala,Mahajanga,School_52,admis,bien,A2
22314-NBTS,Andrianarivo Soa Haja Andry Hasina,Mananjary,School_94,admis,passable,C
60584-JVGQ,Rajaonarison Mamy Tovo Haja,Ambatondrazaka,School_12,admis,passable,D
81440-ZXQB,Rajaonarison Rina Miangaly Tovo Fitiavana,Ambatondrazaka,School_67,non admis,passable,A2
99502-BUQU,Randria Haja Hery Fitiavana Mamy,Ambatondrazaka,School_47,admis,passable,A2
85835-RENE,Raharinaivo Haja Hasina Miangaly Tojo,Antsiranana,School_12,admis,bien,S
51653-UWMK,Randrianarivelo Fanilo Miangaly,Toamasina,School_56,non admis,bien,A1
37301-MPUC,Randria Hery Miangaly,Mananjary,School_84,admis,passable,A1
64139-SPXR,Rakotoarisoa Fitiavana Mamy Hasina,Fianarantsoa,School_73,non admis,très bien,A2
37021-ZDWR,Rakotomamonjy Haja Herilala,Fianarantsoa,School_76,non admis,bien,S
24807-ZLFY,Raharimanana Herilala Soa,Fianarantsoa,School_85,non admis,passable,C
32503-DRMZ,Randria Tiana Fanilo,Antsiranana,School_45,non admis,passable,L
93037-RRRY,Rakotoarisoa Herilala Mamy,Morondava,School_78,admis,passable,D
13340-KLMM,Randrianarivelo Herilala Tiana,Antananarivo,School_36,non admis,assez bien,A2
75600-WDNA,Randrianarivelo Tiana Miangaly,Toamasina,School_96,admis,passable,A1
56787-TMEQ,Raharimanana Hery Tiana Herilala Tovo,Antsiranana,School_56,non admis,passable,A1
69493-WSHW,Rasolofo Fitiavana Andry Finaritra,Antananarivo,School_66,admis,assez bien,C
88065-VANE,Rasolofo Herilala Tojo Finaritra,Fianarantsoa,School_19,admis,passable,A1
20982-FCDG,Rasolofo Miangaly Fitiavana Herilala Haja,Morondava,School_33,non admis,passable,C
62726-XDIA,Raharinaivo Fanilo Soa,Toliara,School_86,non admis,passable,A2
48806-IWON,Rasolofoson Hasina Soa Mamy Fanilo,Toliara,School_94,non admis,passable,A1
79615-ZRFG,Raharimanana Mamy Miangaly Tojo Rina,Farafangana,School_23,non admis,passable,D
31196-OBZR,Randrianarivelo Tojo Mamy,Fianarantsoa,School_77,admis,passable,A1
79403-DIQX,Rasolofoson Andry Hasina Tojo,Mananjary,School_7,admis,passable,A2
19946-OJIR,Andrianarivo Fanilo Tojo Herilala Finaritra,Antsirabe,School_2,admis,passable,A1
86581-THDC,Raharinaivo Tovo Herilala,Toamasina,School_32,non admis,passable,A1
93653-MZGX,Rasolofo Tovo Andry Herilala Haja,Antsiranana,School_56,non admis,bien,A2
27542-IYYY,Raharinaivo Finaritra Hasina Rina Mamy,Antsirabe,School_37,admis,passable,A1
82234-RAKJ,Rasolofoson Herilala Haja Tiana,Ambatondrazaka,School_15,admis,passable,A1
43118-DKTG,Raharimanana Fitiavana Finaritra Soa,Mananjary,School_75,admis,passable,A2
84014-VIBP,Rakotomamonjy Soa Rina Mamy Tovo,Farafangana,School_46,non admis,passable,A2
37707-QOGU,Rakotomamonjy Herilala Hasina,Morondava,School_2,non admis,passable,OSE
99338-NUJA,Rajaonarison Hery Miangaly Tojo,Mananjary,School_26,non admis,passable,D
17512-OQGM,Rakotomamonjy Haja Hery Tojo Tiana,Antsiranana,School_19,non admis,passable,S
68624-XHGY,Andrianarivo Fanilo Rina,Antananarivo,School_1,non admis,très bien,A1
68146-AEEF,Raharimanana Soa Hery,Antananarivo,School_36,non admis,passable,C
47536-VCOY,Rasolofo Finaritra Rina,Farafangana,School_100,non admis,passable,D
22288-GVWA,Rakotomamonjy Hery Mamy,Antsiranana,School_83,non admis,passable,A1
76124-TXIB,Raharinaivo Haja Tiana,Farafangana,School_37,non admis,passable,A1
61562-CUOX,Raharinaivo Hery Soa Andry Rina,Ambatondrazaka,School_70,admis,passable,D
72667-CCDZ,Rasolofo Finaritra Fanilo Tojo,Toliara,School_100,admis,passable,A1
79573-SVOX,Rakotomamonjy Herilala Fanilo,Mahajanga,School_7,non admis,passable,D
72458-ZZXY,Rajaonarison Tojo Tiana,Mananjary,School_71,admis,passable,A1
56359-YRMA,Raharimanana Finaritra Soa,Farafangana,School_18,non admis,passable,A2
89462-XBXT,Raharinaivo Hery Soa Fanilo Fitiavana,Fianarantsoa,School_20,non admis,assez bien,A1
50890-LNUO,Rasolofo Haja Andry Miangaly,Toamasina,School_11,non admis,passable,D
39639-XNGP,Rasolofo Mamy Fitiavana,Mahajanga,School_51,admis,bien,A1
54841-VSLB,Andrianarivo Herilala Miangaly Fitiavana Haja,Antananarivo,School_33,admis,passable,OSE
29063-UDAH,Rakotomamonjy Fitiavana Hery Miangaly,Antananarivo,School_96,non admis,passable,A2
26409-WPJE,Randria Tovo Haja Andry Fanilo,Antananarivo,School_100,non admis,passable,S
83194-RIKO,Randrianarivelo Finaritra Herilala Tojo Tiana,Mananjary,School_97,non admis,passable,D
71723-HZBY,Rakotomamonjy Mamy Fitiavana,Fianarantsoa,School_25,admis,assez bien,C
93949-OTDH,Randrianarivelo Finaritra Tovo,Ambatondrazaka,School_55,admis,passable,A1
35832-YHWG,Rasolofoson Soa Tiana,Farafangana,School_31,admis,passable,A2
30699-SSTH,Rakotoarisoa Andry Tiana Soa Mamy,Antsirabe,School_87,admis,passable,A2
44544-ZXPX,Raharinaivo Hery Fitiavana Rina Fanilo,Mananjary,School_30,admis,passable,A2
34839-WSNI,Rasolofo Hasina Tojo Rina Soa,Fianarantsoa,School_97,non admis,passable,A1
97657-ECBQ,Raharimanana Fanilo Rina Hery,Antsiranana,School_67,admis,passable,A2
51272-VNBA,Randria Rina Andry Haja,Morondava,School_4,non admis,passable,A2
88673-PMLC,Raharinaivo Hasina Fitiavana Rina,Morondava,School_24,admis,passable,L
17201-LXDZ,Rasolofo Mamy Soa Tiana Fitiavana,Antsiranana,School_72,non admis,passable,D
27587-IJHT,Randrianarivelo Andry Hery Fitiavana Miangaly,Farafangana,School_5,admis,passable,A1
86490-HOKP,Randrianarivelo Soa Fanilo Hasina,Toliara,School_96,non admis,passable,A1
38892-WUBV,Raharinaivo Fanilo Rina Haja Hery,Toamasina,School_74,non admis,bien,A1
81831-ISTW,Randria Herilala Soa Tiana,Antsiranana,School_62,admis,passable,S
18718-YGXQ,Randrianarivelo Rina Mamy Finaritra Fanilo,Mananjary,School_84,admis,passable,D
14570-KBIR,Rasolofoson Miangaly Soa Fanilo,Fianarantsoa,School_76,admis,passable,A1
36202-AGFX,Rajaonarison Fitiavana Herilala Soa Hery,Morondava,School_93,admis,passable,A2
12054-OLSU,Raharinaivo Tiana Mamy,Toliara,School_11,admis,passable,A2
78742-KPSQ,Rasolofo Rina Andry Mamy Finaritra,Mahajanga,School_47,non admis,passable,A1
23515-WSID,Rasolofo Rina Andry,Toliara,School_51,non admis,assez bien,A1
80041-DUNI,Rasolofo Fanilo Rina,Antsirabe,School_65,admis,passable,C
32642-SVRP,Raharinaivo Finaritra Haja,Fianarantsoa,School_56,non admis,passable,A2
12457-RAHC,Andrianarivo Fanilo Finaritra Tovo Mamy,Antananarivo,School_78,admis,passable,C
20310-UDTD,Rajaonarison Fanilo Tojo Miangaly,Mahajanga,School_97,non admis,passable,D
36641-KCDS,Rajaonarison Herilala Fitiavana Mamy,Antsirabe,School_97,non admis,passable,C
16365-QUPC,Randrianarivelo Mamy Finaritra Hery Fanilo,Antsirabe,School_59,admis,passable,S
91230-UNMO,Raharimanana Rina Andry Mamy,Mahajanga,School_46,non admis,passable,OSE
77784-BDJL,Rajaonarison Fanilo Hery Tiana Miangaly,Antananarivo,School_22,non admis,passable,A2
46928-YRUH,Rakotomamonjy Miangaly Rina Mamy Herilala,Toliara,School_87,admis,passable,L
53965-ONSM,Rakotoarisoa Haja Soa Fanilo,Ambatondrazaka,School_62,non admis,passable,D
23798-ADWY,Andrianarivo Fanilo Tiana Mamy,Antsirabe,School_91,non admis,passable,A1
11718-KMGI,Randrianarivelo Hasina Herilala Andry Hery,Morondava,School_40,non admis,très bien,A1
24434-RZBW,Raharimanana Fanilo Mamy Haja,Mananjary,School_19,non admis,passable,A2
