matricule,name,cisco,studied_at,observation,mention,option
62447-HCIA,Rakotomamonjy Finaritra Mamy Rina,Toliara,School_78,non admis,passable,D
12405-JWIK,Rakotoarisoa Fanilo Tovo Rina Herilala,Fianarantsoa,School_95,admis,passable,D
71099-IJSO,Rakotoarisoa Tovo Mamy Hasina,Mananjary,School_48,non admis,passable,A1
50900-RPVE,Rasolofo Tovo Hery,Morondava,School_11,admis,passable,C
12284-KZID,Rakotoarisoa Finaritra Tiana Haja,Ambatondrazaka,School_26,admis,très bien,D
48561-CADR,Randria Herilala Andry,Mananjary,School_98,non admis,passable,A1
93331-XFPX,Rasolofoson Herilala Tiana Rina Tovo,Mananjary,School_57,non admis,passable,A1
20526-XOBW,Randrianarivelo Fanilo Miangaly Herilala,Morondava,School_53,admis,bien,A2
94000-UKXG,Raharimanana Tiana Tojo,Ambatondrazaka,School_15,admis,passable,A1
14429-WCTA,Rakotoarisoa Fitiavana Andry Rina Finaritra,Fianarantsoa,School_76,non admis,passable,C
59839-OYFP,Rakotomamonjy Hasina Hery,Toliara,School_42,admis,très bien,A2
82785-DXSB,Andrianarivo Finaritra Tojo Hery Herilala,Morondava,School_9,non admis,passable,A1
82629-UEKO,Rakotoarisoa Tiana Fanilo,Toliara,School_93,non admis,passable,L
18771-XZVZ,Raharimanana Tiana Haja Hery,Toliara,School_20,admis,passable,A2
67848-OQAV,Randria Rina Herilala Andry Tovo,Mananjary,School_95,non admis,passable,A2
77935-KEXY,Rasolofo Tovo Hasina,Fianarantsoa,School_19,non admis,passable,A2
76233-OJNO,Raharimanana Tojo Mamy Herilala,Toamasina,School_51,non admis,passable,C
75100-HIXB,Raharimanana Soa Mamy,Antananarivo,School_92,admis,passable,OSE
68982-QKXP,Rakotomamonjy Hasina Fanilo,Toamasina,School_85,non admis,passable,C
35497-BDTH,Randria Mamy Fanilo Tiana Andry,Antsirabe,School_97,non admis,passable,A1
65323-ERZL,Randrianarivelo Herilala Soa Andry,Toliara,School_57,non admis,passable,A1
75373-IDOY,Raharimanana Miangaly Mamy Rina,Mananjary,School_11,admis,passable,A2
17173-WRPS,Rajaonarison Tiana Rina Haja Finaritra,Farafangana,School_33,non admis,bien,C
52495-DZEN,Raharinaivo Herilala Tovo,Antsiranana,School_89,non admis,passable,A1
36486-KDDJ,Rakotomamonjy Rina Miangaly Mamy Finaritra,Mananjary,School_8,admis,passable,A2
68352-SLXE,Raharimanana Hery Tojo,Mananjary,School_43,admis,passable,A1
90710-QZFN,Raharinaivo Herilala Fanilo Finaritra Hery,Ambatondrazaka,School_70,non admis,passable,A2
95805-LCCX,Randrianarivelo Tiana Tovo,Antananarivo,School_1,non admis,passable,D
81346-NANY,Andrianarivo Tojo Rina Miangaly,Antsirabe,School_98,non admis,passable,A1
98426-RDVQ,Andrianarivo Fanilo Tojo Hasina,Farafangana,School_84,admis,passable,A1
70859-CTQE,Rasolofo Tiana Finaritra Andry,Antsiranana,School_11,non admis,passable,A1
77645-NSDS,Rakotomamonjy Herilala Tojo,Morondava,School_39,admis,passable,D
32005-QJGM,Rajaonarison Herilala Rina,Fianarantsoa,School_80,non admis,passable,A2
99890-GHSI,Andrianarivo Finaritra Soa Andry,Ambatondrazaka,School_1,admis,passable,C
71309-IGBV,Rajaonarison Fitiavana Haja,Ambatondrazaka,School_61,non admis,passable,A2
41000-IGFY,Andrianarivo Tojo Herilala,Antsiranana,School_52,non admis,passable,S
72924-QIQX,Randria Tojo Mamy Fanilo,Morondava,School_69,non admis,passable,S
51978-KSXC,Rajaonarison Miangaly Fanilo Rina,Toliara,School_82,non admis,passable,A2
39481-OAZD,Rasolofo Herilala Rina,Mananjary,School_80,admis,passable,A1
28797-BSJR,Rasolofoson Soa Mamy Fitiavana Tiana,Mahajanga,School_76,non admis,passable,A1
11197-SCNP,Rasolofo Rina Tovo Hasina,Ambatondrazaka,School_90,non admis,assez bien,A1
87894-WNYR,Andrianarivo Mamy Fanilo Hasina Rina,Mahajanga,School_31,non admis,passable,A2
27378-NJJK,Rakotoarisoa Herilala Haja,Mahajanga,School_60,non admis,passable,A1
84264-QOCF,Rakotoarisoa Hasina Tovo Hery,Antsiranana,School_29,admis,assez bien,A2
84401-BKZU,Raharimanana Soa Tiana Tojo,Mahajanga,School_6,admis,assez bien,A2
21863-ENBK,Rasolofoson Fanilo Rina Soa,Toamasina,School_81,non admis,passable,A2
59229-JJRK,Rasolofo Finaritra Fitiavana,Antsirabe,School_86,admis,passable,A1
86695-VWJQ,Andrianarivo Tojo Soa Finaritra Herilala,Ambatondrazaka,School_97,non admis,passable,D
34147-SZLY,Rasolofoson Tojo Andry Hasina,Antsiranana,School_50,admis,passable,A1
89909-RXQI,Rajaonarison Herilala Mamy Tovo,Ambatondrazaka,School_46,non admis,passable,D
91991-DZGV,Rakotoarisoa Hery Haja Miangaly Tojo,Mahajanga,School_9,non admis,passable,C
55725-NKDC,Rasolofoson Hasina Fanilo Rina Tojo,Fianarantsoa,School_66,admis,passable,A1
18573-AGGA,Randrianarivelo Hasina Tiana Fanilo,Antsirabe,School_25,non admis,passable,A1
50166-XKCH,Andrianarivo Hery Tiana Soa,Mananjary,School_2,non admis,passable,A2
13145-CQCP,Rasolofoson Tiana Finaritra Fanilo,Fianarantsoa,School_55,non admis,bien,A2
53256-PKZL,Rakotomamonjy Rina Soa Miangaly Tovo,Toliara,School_84,non admis,bien,S
20411-BMEY,Raharinaivo Fanilo Soa Andry Finaritra,Farafangana,School_77,non admis,passable,A1
52023-WUYU,Randrianarivelo Hery Herilala Mamy Tovo,Antsirabe,School_8,admis,passable,S
45782-KGZW,Rajaonarison Miangaly Finaritra Fanilo,Toamasina,School_85,non admis,assez bien,A1
14918-KXTR,Rajaonarison Hery Tojo Soa,Toliara,School_87,admis,passable,OSE
95895-OTJF,Randria Finaritra Tojo,Farafangana,School_40,non admis,passable,A1
36079-EKMN,Rajaonarison Andry Haja,Antsiranana,School_88,non admis,passable,L
65979-QEPF,Rasolofoson Tovo Tiana Hasina,Toamasina,School_3,non admis,passable,A1
51690-CDKK,Rasolofo Rina Andry,Toamasina,School_35,non admis,passable,S
71574-JUXY,Andrianarivo Tiana Herilala,Antsirabe,School_53,non admis,très bien,A2
59634-WUKO,Andrianarivo Hery Tojo Miangaly,Antananarivo,School_97,admis,passable,A1
96224-HJSV,Rasolofoson Finaritra Tojo Rina Hasina,Antananarivo,School_47,non admis,passable,A1
70048-AVZQ,Randrianarivelo Soa Haja,Antananarivo,School_7,non admis,assez bien,A2
53510-SEMB,Randria Andry Haja Hasina,Antananarivo,School_90,non admis,passable,L
58205-PMOU,Rajaonarison Finaritra Hery Mamy,Antsirabe,School_17,non admis,passable,S
45417-BBAW,Randria Fitiavana Andry,Mahajanga,School_74,non admis,passable,A1
59832-BQAX,Rasolofoson Hasina Herilala,Morondava,School_39,admis,passable,A1
22028-ISAB,Randrianarivelo Tojo Tiana Andry,Toamasina,School_48,admis,passable,D
36793-RKVD,Randria Miangaly Andry,Mahajanga,School_92,non admis,passable,A2
43417-MVSX,Andrianarivo Herilala Fanilo,Morondava,School_82,admis,bien,A1
23786-UQQU,Rakotomamonjy Finaritra Tovo,Antsirabe,School_76,non admis,bien,A1
38181-IKSF,Rakotoarisoa Hasina Tiana Hery Andry,Antsirabe,School_67,non admis,passable,A2
37982-ICON,Rajaonarison Miangaly Tojo Fitiavana,Farafangana,School_7,admis,passable,A2
92428-DLCN,Randrianarivelo Fitiavana Andry Tojo Herilala,Morondava,School_28,non admis,passable,C
62479-YUAZ,Rakotomamonjy Soa Fitiavana Hery,Morondava,School_39,non admis,passable,A1
96760-PXSQ,Raharinaivo Hasina Fanilo,Mananjary,School_19,non admis,passable,D
33674-MUSH,Rajaonarison Miangaly Mamy Fanilo,Antananarivo,School_23,non admis,passable,A1
58989-SOKL,Randria Haja Herilala Hery,Antsirabe,School_7,non admis,passable,A1
13256-FPPJ,Rakotomamonjy Tojo Hery,Mananjary,School_64,non admis,passable,D
64077-ODET,Rasolofoson Hery Soa,Ambatondrazaka,School_21,non admis,passable,A2
42325-NDXW,Raharinaivo Fanilo Tovo,Antananarivo,School_57,non admis,passable,C
29874-GMJZ,Rasolofo Tiana Tovo,Mananjary,School_86,admis,passable,D
54710-YYHK,Rajaonarison Fanilo Andry Mamy Tojo,Antsirabe,School_83,non admis,passable,S
49300-UYVC,Rakotomamonjy Tiana Herilala Soa Fitiavana,Farafangana,School_85,admis,passable,A2
89310-BMWD,Randrianarivelo Finaritra Soa Herilala Rina,Toliara,School_44,non admis,passable,A1
49847-PBCH,Raharinaivo Mamy Tojo Rina Haja,Farafangana,School_68,non admis,passable,A1
87550-ZOOZ,Randrianarivelo Haja Herilala Mamy Tiana,Morondava,School_61,non admis,passable,C
27597-PZYT,Raharinaivo Andry Soa Fitiavana Herilala,Farafangana,School_42,non admis,passable,S
35739-HWWX,Rakotomamonjy Fanilo Hasina Hery,Antananarivo,School_90,admis,très bien,A1
40327-BZND,Rasolofoson Fanilo Tovo Rina,Toliara,School_27,admis,passable,A1
55934-OYBV,Randria Hasina Fitiavana Miangaly Soa,Fianarantsoa,School_17,admis,passable,A1
27906-NHZI,Rajaonarison Soa Hasina Miangaly Haja,Ambatondrazaka,School_74,admis,passable,L
86605-FZBU,Andrianarivo Mamy Fanilo Andry Miangaly,Antananarivo,School_93,admis,passable,S
49376-UXCE,Rasolofo Hasina Herilala Rina Andry,Farafangana,School_7,non admis,passable,A2
98659-DOHT,Raharimanana Andry Hery,Toliara,School_73,admis,passable,OSE
86124-EXRG,Rasolofoson Tojo Haja Miangaly,Mahajanga,School_75,admis,bien,A2
42433-SVSD,Rakotomamonjy Hasina Tiana,Ambatondrazaka,School_73,admis,très bien,C
67634-JDVT,Randria Hasina Haja,Ambatondrazaka,School_55,non admis,assez bien,A1
76289-BNDJ,Raharimanana Soa Fitiavana,Mananjary,School_86,non admis,passable,A2
94886-EZRE,Rakotoarisoa Miangaly Tovo Hery,Toliara,School_9,non admis,passable,A1
37537-QGQS,Rajaonarison Fanilo Andry Hery Fitiavana,Ambatondrazaka,School_66,non admis,passable,C
30678-JVOD,Randria Fanilo Tovo,Toliara,School_58,non admis,passable,L
