matricule,name,cisco,studied_at,observation,mention,option
67667-NWGV,Rajaonarison Haja Andry Hasina,Antsirabe,School_90,non admis,passable,S
63608-WQCH,Rasolofoson Mamy Tiana Hery,Antsirabe,School_28,non admis,passable,D
44955-PEAQ,Rakotomamonjy Fitiavana Tovo,Toamasina,School_99,non admis,passable,A2
25722-RVMJ,Randrianarivelo Andry Rina Tojo Mamy,Antananarivo,School_49,non admis,passable,OSE
66127-IZEL,Randria Hery Mamy Rina,Toliara,School_16,admis,passable,C
28494-GNGA,Andrianarivo Fitiavana Andry Herilala,Morondava,School_5,admis,passable,A1
30585-OZLL,Rakotomamonjy Herilala Rina Miangaly,Mahajanga,School_42,non admis,bien,C
78975-SAGR,Rasolofoson Finaritra Fanilo,Mananjary,School_9,non admis,passable,A1
93342-LADC,Rakotoarisoa Hasina Fitiavana Rina,Morondava,School_22,admis,passable,A2
92958-ERKO,Rajaonarison Haja Soa Andry Hery,Antsiranana,School_65,admis,passable,A2
87576-DVLN,Rakotoarisoa Finaritra Tojo Rina,Antananarivo,School_23,admis,passable,S
50111-HQZG,Rakotoarisoa Tojo Soa,Antsiranana,School_14,non admis,assez bien,A1
55180-DOIW,Randria Andry Tiana Fitiavana,Antsirabe,School_35,admis,passable,L
75283-TSUO,Rajaonarison Fanilo Tiana,Morondava,School_66,non admis,passable,D
26578-NABN,Rakotomamonjy Hasina Fanilo Soa,Mahajanga,School_33,admis,passable,OSE
45563-DFOF,Rakotomamonjy Finaritra Soa,Fianarantsoa,School_80,admis,bien,C
13858-KVUI,Rakotomamonjy Hasina Fanilo Herilala,Mahajanga,School_99,non admis,passable,L
67867-BWWA,Randrianarivelo Soa Hery Fanilo,Farafangana,School_36,admis,assez bien,L
74193-SZXO,Rasolofo Fanilo Herilala Miangaly Tovo,Ambatondrazaka,School_49,admis,assez bien,A1
73557-QUWP,Rakotoarisoa Finaritra Tovo Tojo,Toliara,School_98,non admis,passable,OSE
26489-YXZT,Randrianarivelo Finaritra Fanilo,Antananarivo,School_6,admis,passable,A1
91094-NROS,Andrianarivo Tovo Finaritra,Antsirabe,School_63,non admis,passable,A2
28989-MJRF,Andrianarivo Haja Fanilo Tovo,Toliara,School_26,non admis,passable,A2
94053-WDJD,Andrianarivo Fitiavana Miangaly,Morondava,School_100,admis,passable,D
46303-ISRK,Rajaonarison Finaritra Andry Fanilo Fitiavana,Toliara,School_82,non admis,passable,A2
38538-OJLC,Rasolofoson Haja Hasina Miangaly,Toamasina,School_30,admis,passable,A2
50611-YPAC,Andrianarivo Andry Soa,Antsirabe,School_58,admis,passable,A2
87349-BHNJ,Rakotomamonjy Hasina Tovo Rina Andry,Ambatondrazaka,School_100,non admis,passable,D
86033-VHYB,Randrianarivelo Fitiavana Miangaly Haja Tiana,Antananarivo,School_13,non admis,passable,S
13602-ONEY,Rasolofo Mamy Tovo Fanilo,Farafangana,School_44,non admis,passable,A2
75289-TTIS,Rasolofoson Finaritra Fanilo Hasina,Fianarantsoa,School_80,non admis,bien,L
74439-LKXH,Raharinaivo Fitiavana Hasina Mamy,Mananjary,School_4,admis,passable,A1
54635-WSNY,Randria Herilala Andry Finaritra Fitiavana,Antsirabe,School_83,non admis,passable,A2
27099-QAPE,Raharimanana Tojo Tovo Rina,Antananarivo,School_45,admis,passable,D
24841-DUCM,Randria Fanilo Andry,Toliara,School_8,admis,passable,A2
48688-YBNK,Raharinaivo Hasina Hery Mamy Miangaly,Ambatondrazaka,School_93,admis,passable,A2
54377-EFUA,Randria Fanilo Fitiavana Hery Finaritra,Fianarantsoa,School_23,non admis,passable,A2
40338-NIRN,Rajaonarison Tiana Fanilo Andry Herilala,Ambatondrazaka,School_57,admis,passable,A2
87309-OLOS,Rasolofoson Fanilo Fitiavana Hasina Tovo,Farafangana,School_18,non admis,passable,D
79991-GHDD,Raharimanana Finaritra Haja,Antsiranana,School_81,admis,passable,OSE
60534-LBQC,Randrianarivelo Herilala Finaritra Hery,Mahajanga,School_33,non admis,passable,A2
58573-WYSE,Andrianarivo Soa Rina,Toliara,School_73,admis,passable,A2
24644-ILDM,Rajaonarison Hery Rina Andry,Antsiranana,School_22,admis,passable,A1
53113-VPUN,Randria Hery Rina Finaritra,Antsirabe,School_96,non admis,passable,C
12063-MFXX,Raharimanana Hasina Finaritra Tiana Mamy,Toamasina,School_25,non admis,passable,A2
87920-CIVE,Rasolofo Tojo Finaritra,Antananarivo,School_83,admis,bien,C
27746-BZPO,Raharinaivo Tiana Fitiavana Fanilo,Fianarantsoa,School_4,admis,passable,A2
26490-FBZQ,Rasolofo Hery Tovo Soa,Ambatondrazaka,School_65,admis,passable,D
83580-RFCN,Rasolofoson Miangaly Fanilo Tiana Mamy,Antananarivo,School_60,non admis,passable,A1
18825-PISR,Andrianarivo Andry Mamy,Morondava,School_94,non admis,passable,C
35536-JNVR,Randrianarivelo Rina Andry,Toamasina,School_67,admis,passable,A1
16026-YPON,Rakotoarisoa Fanilo Hasina,Mananjary,School_99,non admis,bien,A2
10067-MQHQ,Rasolofoson Fitiavana Miangaly,Ambatondrazaka,School_18,admis,passable,L
34846-GKUN,Raharinaivo Fanilo Mamy,Mananjary,School_75,non admis,passable,D
39011-IPGG,Rakotoarisoa Hasina Tovo Mamy,Mananjary,School_7,non admis,passable,A1
93215-TOZQ,Rasolofoson Haja Mamy,Antananarivo,School_55,non admis,passable,A1
15128-JPVC,Rakotoarisoa Hasina Andry Mamy Soa,Antsirabe,School_94,non admis,passable,A1
84914-QQLX,Rasolofoson Fanilo Fitiavana,Mahajanga,School_21,non admis,bien,A1
81467-YURK,Rasolofoson Miangaly Fitiavana Tovo,Fianarantsoa,School_69,admis,passable,A2
24963-QHSZ,Rakotomamonjy Hery Rina Mamy,Mahajanga,School_68,non admis,passable,A2
61713-VXOR,Rakotomamonjy Fitiavana Mamy Fanilo Herilala,Mananjary,School_28,non admis,bien,A2
43568-LQQV,Raharimanana Tojo Tovo,Mananjary,School_44,admis,passable,A1
83190-AFTG,Randrianarivelo Finaritra Andry,Toliara,School_32,admis,bien,C
59377-EWHJ,Randrianarivelo Tojo Rina Herilala,Toamasina,School_3,admis,passable,A2
54363-SLCF,Randria Mamy Tovo Herilala Miangaly,Morondava,School_23,non admis,très bien,A2
10471-QRCC,Raharinaivo Haja Fitiavana,Antananarivo,School_52,admis,passable,A1
73769-NFOX,Randrianarivelo Mamy Fitiavana Hery,Antananarivo,School_58,admis,passable,A2
87204-YYNX,Rakotomamonjy Rina Haja Fanilo Mamy,Antsiranana,School_23,non admis,passable,A2
96999-JHMN,Rajaonarison Miangaly Soa,Mananjary,School_32,admis,passable,A1
35012-SWBQ,Raharimanana Fitiavana Miangaly Hasina Andry,Ambatondrazaka,School_65,admis,passable,A2
81334-TRYN,Randrianarivelo Miangaly Herilala,Farafangana,School_76,non admis,passable,D
38258-MNAK,Rasolofoson Hery Haja Hasina Tovo,Antananarivo,School_39,non admis,passable,A2
43245-ZKOE,Raharinaivo Tojo Fanilo,Toliara,School_33,non admis,très bien,A2
43890-FALA,Rakotoarisoa Hasina Herilala Fanilo Haja,Morondava,School_63,non admis,passable,C
31140-EVFH,Rajaonarison Tiana Finaritra,Mananjary,School_36,non admis,passable,C
41997-CJTQ,Andrianarivo Soa Rina,Morondava,School_27,admis,passable,D
65114-OMGR,Raharinaivo Rina Andry Fanilo Mamy,Toliara,School_87,admis,très bien,S
56475-YQHP,Raharimanana Haja Rina Herilala Finaritra,Ambatondrazaka,School_80,non admis,passable,A1
89256-AUJH,Rakotoarisoa Hery Andry,Mananjary,School_17,non admis,passable,A2
10401-AGXZ,Randrianarivelo Mamy Fitiavana,Fianarantsoa,School_31,non admis,passable,A2
98932-RQLZ,Andrianarivo Mamy Hery Finaritra,Antsiranana,School_22,non admis,assez bien,A1
64566-VABG,Rasolofoson Mamy Soa Finaritra,Antsirabe,School_11,non admis,passable,C
51461-YCBV,Rasolofoson Fitiavana Miangaly Tovo,Toamasina,School_67,non admis,passable,A2
94833-QZAT,Randrianarivelo Andry Haja Soa,Toamasina,School_23,admis,passable,A1
33937-UKSX,Andrianarivo Tojo Hery Hasina Finaritra,Toliara,School_1,admis,passable,D
30105-PJKH,Randria Tiana Finaritra,Morondava,School_58,non admis,passable,A1
47983-XFDZ,Rakotomamonjy Miangaly Finaritra,Antsiranana,School_3,admis,passable,A1
11453-INBF,Randria Tojo Herilala Soa Tovo,Antsirabe,School_98,admis,bien,A2
77899-BUEP,Rasolofo Haja Fitiavana Soa Tojo,Farafangana,School_66,non admis,bien,A2
63409-WKNT,Raharinaivo Tovo Hasina Finaritra,Fianarantsoa,School_54,non admis,passable,A2
52976-KBRJ,Raharinaivo Soa Hery Finaritra,Antsirabe,School_38,non admis,passable,A1
63921-LOLN,Randrianarivelo Tovo Fanilo Haja,Ambatondrazaka,School_74,admis,passable,D
38911-SEAQ,Andrianarivo Herilala Rina,Morondava,School_65,non admis,passable,D
43341-JKWK,Randrianarivelo Soa Miangaly Haja,Toliara,School_18,non admis,passable,S
54838-HDPV,Rasolofo Finaritra Soa,Mananjary,School_29,non admis,passable,A2
67659-SRZQ,Raharinaivo Fanilo Mamy,Antsirabe,School_29,admis,passable,D
51694-PGIP,Rakotomamonjy Tiana Fitiavana Mamy Miangaly,Antsiranana,School_33,non admis,passable,A2
77777-JTXA,Randrianarivelo Fanilo Tovo Hasina,Toamasina,School_11,non admis,passable,A1
26512-EPKK,Randrianarivelo Fitiavana Tojo,Antsirabe,School_25,non admis,très bien,A2
28365-XZNC,Randrianarivelo Fitiavana Fanilo Tovo,Mananjary,School_88,admis,passable,L
86487-ZKXR,Randria Rina Fanilo Tojo,Mananjary,School_76,non admis,passable,S
13646-PGCC,Rakotoarisoa Tojo Mamy Andry Rina,Antsirabe,School_47,admis,passable,A2
89709-PGZN,Rasolofo Andry Tiana,Antsirabe,School_79,admis,passable,A1
10787-QJWD,Randria Tiana Rina Tovo Finaritra,Antsiranana,School_77,admis,passable,A1
61770-MSNH,Rakotoarisoa Fanilo Finaritra Soa,Toamasina,School_66,non admis,bien,A1
43987-MGWZ,Rakotomamonjy Hery Fitiavana Mamy,Antsiranana,School_26,admis,passable,A1
76041-YXBV,Rasolofoson Miangaly Finaritra Hery Andry,Mahajanga,School_52,non admis,passable,A1
79149-CQXA,Rakotomamonjy Soa Haja Andry,Farafangana,School_26,non admis,passable,OSE
61660-HMUI,Raharimanana Miangaly Hery,Mananjary,School_66,non admis,passable,A2
63743-CHYL,Randrianarivelo Herilala Fitiavana,Fianarantsoa,School_52,non admis,passable,A2
65479-JVEV,Rasolofo Herilala Tiana Miangaly,Farafangana,School_86,non admis,passable,A1
36441-CBIH,Rasolofo Miangaly Fitiavana,Morondava,School_40,admis,passable,OSE
28263-VVYF,Andrianarivo Finaritra Mamy Tovo,Ambatondrazaka,School_50,non admis,passable,A2
69724-FSMN,Rakotomamonjy Finaritra Tovo,Antsirabe,School_21,non admis,passable,A2
52262-WEGE,Rajaonarison Soa Herilala Rina Tiana,Antsirabe,School_34,non admis,bien,A2
73090-CTBZ,Raharinaivo Andry Mamy Fitiavana,Mahajanga,School_85,admis,passable,S
21441-MCPN,Randrianarivelo Fanilo Finaritra Hery Tiana,Mahajanga,School_47,non admis,passable,L
49862-IUVF,Rajaonarison Rina Hasina Fanilo Herilala,Fianarantsoa,School_53,non admis,passable,A2
48361-YYZL,Randrianarivelo Miangaly Rina Herilala,Antananarivo,School_59,non admis,passable,A2
29337-FDBK,Rakotoarisoa Andry Finaritra Miangaly Tojo,Ambatondrazaka,School_28,non admis,passable,OSE
50461-MTWJ,Raharimanana Herilala Hasina,Mahajanga,School_28,admis,passable,A1
41852-MWLX,Rakotomamonjy Haja Tiana,Mananjary,School_97,admis,passable,C
96626-LCZD,Rasolofoson Hasina Haja Hery Tiana,Toliara,School_75,admis,passable,C
61709-CBGD,Rasolofo Soa Hery Tiana,Antananarivo,School_46,non admis,passable,L
97317-YVLE,Raharimanana Hery Soa,Antananarivo,School_45,non admis,passable,A1
42367-RAHH,Raharinaivo Haja Mamy Tiana Rina,Antananarivo,School_66,admis,passable,A2
72234-RQEP,Rasolofoson Mamy Hasina Tiana,Morondava,School_89,non admis,passable,L
68331-FFQG,Rasolofoson Mamy Hasina Finaritra Tojo,Fianarantsoa,School_20,admis,très bien,OSE
61199-ROAW,Andrianarivo Tovo Fanilo,Ambatondrazaka,School_44,non admis,passable,A1
98206-DDSZ,Rasolofo Tovo Miangaly,Antsirabe,School_48,non admis,passable,C
47328-SJRN,Rakotoarisoa Tovo Fanilo Hery Herilala,Antsirabe,School_28,non admis,passable,A1
56335-FVNF,Raharinaivo Hery Herilala Finaritra Rina,Mahajanga,School_7,non admis,passable,D
31942-PHGV,Rasolofo Finaritra Herilala,Fianarantsoa,School_82,admis,passable,OSE
18135-TEYD,Randria Rina Herilala,Fianarantsoa,School_32,non admis,passable,C
10708-AHDM,Rajaonarison Fanilo Tiana Rina Tojo,Antsiranana,School_64,admis,assez bien,S
64267-ILYR,Randria Finaritra Soa Andry Haja,Toamasina,School_55,admis,passable,A2
27431-UVJI,Andrianarivo Soa Haja Hery,Toamasina,School_11,non admis,assez bien,A2
18168-URDC,Randrianarivelo Rina Miangaly Haja,Mananjary,School_13,non admis,bien,A1
45504-NJLP,Raharinaivo Miangaly Finaritra Hery Mamy,Morondava,School_27,non admis,passable,A1
85993-XUYP,Rakotomamonjy Tojo Miangaly Hery,Toliara,School_21,non admis,passable,A2
52157-EPWB,Rakotomamonjy Tojo Herilala Mamy Hery,Ambatondrazaka,School_21,non admis,passable,A1
65399-QUWI,Andrianarivo Tovo Hery,Toliara,School_29,admis,passable,A1
66136-AZXY,Rajaonarison Tojo Hery Soa,Farafangana,School_58,non admis,passable,A1
62303-OVSC,Randrianarivelo Rina Miangaly,Ambatondrazaka,School_12,non admis,passable,C
76413-BQOW,Raharimanana Soa Hasina,Mahajanga,School_11,admis,assez bien,A2
18263-WYFC,Rasolofoson Herilala Tojo Tiana Haja,Farafangana,School_10,non admis,passable,A2
51073-VBHE,Andrianarivo Herilala Tojo Rina,Antsiranana,School_25,non admis,passable,C
11066-RPZW,Randrianarivelo Tiana Hery Fanilo,Farafangana,School_86,admis,passable,A1
77438-UNEF,Rajaonarison Finaritra Miangaly Tiana Tovo,Toamasina,School_10,admis,assez bien,A2
51068-WXOC,Randrianarivelo Miangaly Mamy Finaritra,Mananjary,School_10,admis,passable,A2
15567-GBDP,Rasolofoson Soa Fitiavana Finaritra,Antsiranana,School_46,non admis,bien,OSE
79967-EUPU,Randria Andry Miangaly Tojo Tiana,Antananarivo,School_57,admis,bien,A1
86662-OVTH,Andrianarivo Hasina Mamy,Antananarivo,School_82,admis,passable,A2
65128-NJPA,Rakotoarisoa Tojo Fitiavana Hery,Morondava,School_36,non admis,passable,A2
38240-PQHH,Raharimanana Fanilo Mamy Tovo Andry,Toamasina,School_86,admis,très bien,A2
18718-ZKAO,Randrianarivelo Haja Hery,Farafangana,School_73,non admis,passable,A2
52073-TIBU,Randrianarivelo Soa Tojo,Mananjary,School_54,non admis,passable,A1
41583-XHNM,Raharinaivo Tojo Rina,Toliara,School_79,admis,bien,C
45573-MCYC,Rasolofoson Fitiavana Hery Tojo,Farafangana,School_96,non admis,passable,D
38647-AFYI,Andrianarivo Haja Herilala,Mahajanga,School_100,non admis,passable,A2
65531-WVEW,Rasolofo Tiana Finaritra,Mahajanga,School_94,non admis,passable,A1
93279-YTCA,Randrianarivelo Herilala Tiana,Mananjary,School_97,non admis,passable,A1
87629-NNXF,Raharinaivo Soa Miangaly,Toamasina,School_78,non admis,passable,A1
24940-DWDR,Rajaonarison Fanilo Tovo Andry,Antsirabe,School_37,admis,assez bien,A2
54972-DGYQ,Randrianarivelo Hasina Miangaly Finaritra,Morondava,School_53,admis,passable,A1
94090-LMLI,Rakotomamonjy Mamy Rina Miangaly Hery,Antsirabe,School_66,non admis,passable,C
82283-AIXG,Raharinaivo Soa Mamy,Mananjary,School_37,admis,passable,A1
70841-REQP,Rajaonarison Rina Hery,Ambatondrazaka,School_100,non admis,passable,C
67192-XPPC,Raharinaivo Mamy Andry Tiana,Mahajanga,School_1,non admis,passable,A1
87480-PICB,Randria Hery Fanilo Soa,Mananjary,School_31,non admis,passable,A1
93045-UNUZ,Rasolofo Tiana Fanilo Soa,Antsirabe,School_11,non admis,assez bien,A2
51423-FXCQ,Rakotoarisoa Hasina Finaritra Andry,Antsiranana,School_7,admis,passable,D
94128-NTFN,Raharimanana Tojo Andry Mamy Hasina,Farafangana,School_5,non admis,passable,A1
24818-IEJD,Raharimanana Finaritra Mamy Fitiavana Soa,Morondava,School_6,non admis,passable,L
74375-PCRG,Rajaonarison Andry Fanilo,Farafangana,School_74,non admis,passable,A2
83143-PYIU,Rakotoarisoa Mamy Fanilo Tojo Fitiavana,Antsiranana,School_35,non admis,passable,A2
95597-KYAY,Rasolofoson Haja Miangaly Tiana,Antsirabe,School_96,admis,passable,A2
17637-RVDQ,Rasolofoson Tovo Hery Herilala Fitiavana,Antsirabe,School_77,admis,passable,A2
65867-WJSO,Randrianarivelo Finaritra Tiana Tojo Hasina,Ambatondrazaka,School_27,non admis,passable,C
40375-IKTC,Rakotomamonjy Haja Miangaly Tiana,Mahajanga,School_42,non admis,passable,A1
10656-ICXN,Rasolofo Finaritra Soa Mamy Rina,Ambatondrazaka,School_15,admis,passable,A1
69465-INKH,Raharimanana Andry Finaritra Tojo Haja,Antsiranana,School_3,admis,passable,D
18173-LEIH,Rakotomamonjy Fanilo Haja Mamy,Farafangana,School_95,admis,passable,C
26201-BZYV,Rajaonarison Herilala Haja,Antsirabe,School_29,non admis,passable,A1
19790-NWJP,Raharimanana Herilala Miangaly Soa,Antsiranana,School_85,admis,passable,A1
71157-HIXQ,Rasolofo Haja Rina Fanilo Andry,Mahajanga,School_13,non admis,passable,C
40918-NITX,Rakotoarisoa Hery Fitiavana Mamy,Toliara,School_62,non admis,passable,A2
26059-AFLV,Rasolofo Tiana Fanilo Tovo,Mahajanga,School_61,non admis,passable,A2
58212-FYMD,Raharimanana Tiana Tojo Haja,Farafangana,School_65,non admis,passable,C
13048-ZLMG,Raharinaivo Hasina Rina Tiana,Mananjary,School_36,non admis,passable,A2
43590-TQPQ,Randrianarivelo Finaritra Soa,Farafangana,School_57,admis,passable,A2
11231-DJRK,Rakotomamonjy Miangaly Hasina Haja,Antsiranana,School_58,admis,passable,D
86022-EDFE,Randria Miangaly Herilala Rina Fitiavana,Ambatondrazaka,School_27,non admis,passable,A1
37987-UVQF,Randria Miangaly Andry Tiana,Toamasina,School_39,admis,passable,A1
88363-AWRA,Rajaonarison Rina Tovo Tiana Hasina,Fianarantsoa,School_29,admis,bien,A1
84059-ARLI,Andrianarivo Tojo Herilala Soa,Toliara,School_44,non admis,passable,A1
57531-TJQG,Randrianarivelo Herilala Fanilo Fitiavana,Farafangana,School_33,admis,passable,A2
