matricule,name,cisco,studied_at,observation,mention,option
76115-IAHG,Andrianarivo Soa Herilala Fitiavana,Antsirabe,School_30,non admis,passable,A2
43168-QOJP,Rakotoarisoa Fanilo Fitiavana Hasina,Mahajanga,School_43,admis,passable,L
36152-OOGO,Rakotoarisoa Tiana Tojo,Antananarivo,School_79,non admis,passable,D
36958-VPUP,Randrianarivelo Miangaly Mamy Fanilo,Morondava,School_3,non admis,passable,A1
11881-DYBC,Randrianarivelo Hery Rina,Antananarivo,School_98,non admis,bien,S
58491-GBUV,Randrianarivelo Tojo Tiana Andry,Fianarantsoa,School_11,admis,passable,D
72901-RJLL,Rasolofo Fanilo Miangaly Tiana Hery,Antananarivo,School_87,non admis,passable,L
71032-IZKO,Rajaonarison Fanilo Mamy,Fianarantsoa,School_32,non admis,passable,A2
68356-WSNO,Raharinaivo Andry Rina,Mananjary,School_29,non admis,passable,D
74152-TBOT,Raharinaivo Tovo Hasina Andry Tojo,Mananjary,School_72,admis,assez bien,A1
50580-TDQK,Andrianarivo Soa Rina Tovo Finaritra,Morondava,School_30,non admis,passable,A1
34897-LMTB,Randria Miangaly Tiana Mamy Fanilo,Mahajanga,School_85,admis,passable,A2
56828-XRGT,Rasolofoson Hery Andry,Mahajanga,School_57,non admis,passable,A1
57017-XPEL,Rasolofoson Herilala Hery,Mananjary,School_8,non admis,bien,L
31203-FDMJ,Raharinaivo Tovo Rina Hasina,Morondava,School_83,admis,assez bien,L
40245-NMTC,Raharinaivo Haja Rina,Toliara,School_60,non admis,passable,A1
98432-FTXJ,Rasolofo Tovo Fitiavana Finaritra,Mananjary,School_34,admis,passable,A2
61978-DHCF,Rasolofoson Hasina Mamy Tiana Fanilo,Ambatondrazaka,School_15,admis,passable,A1
16961-KNYH,Rakotomamonjy Hery Rina Soa Finaritra,Antsirabe,School_6,admis,passable,A2
82252-UPBV,Andrianarivo Haja Hery,Farafangana,School_13,non admis,très bien,A2
85559-FILJ,Rakotomamonjy Tovo Soa Tojo Fitiavana,Antsirabe,School_87,admis,passable,C
83137-ETGM,Andrianarivo Tojo Haja Fanilo,Farafangana,School_59,admis,passable,OSE
90727-QLBW,Raharinaivo Tovo Tojo,Mahajanga,School_28,non admis,passable,A2
78754-RPWM,Rajaonarison Miangaly Rina,Toamasina,School_59,non admis,passable,S
18857-WIAU,Raharinaivo Finaritra Fitiavana Soa,Morondava,School_77,admis,passable,A1
41554-TEYJ,Raharinaivo Herilala Tojo,Antananarivo,School_67,non admis,passable,C
53074-ZQPP,Rasolofoson Andry Herilala Haja Miangaly,Antsirabe,School_8,admis,bien,A2
64864-GZSI,Rajaonarison Rina Fitiavana Fanilo,Antananarivo,School_51,admis,assez bien,A2
12364-WLJU,Rakotomamonjy Mamy Rina Miangaly,Ambatondrazaka,School_44,admis,passable,A1
83576-GYCV,Rakotomamonjy Rina Tiana,Farafangana,School_64,non admis,passable,OSE
25012-SFQQ,Rajaonarison Fitiavana Tojo,Toliara,School_84,non admis,passable,A1
41523-MNQC,Andrianarivo Tiana Tovo Tojo,Farafangana,School_56,non admis,passable,A1
33855-GFMN,Raharimanana Haja Tiana Rina Finaritra,Mahajanga,School_40,non admis,passable,A1
15619-XWXT,Rasolofoson Andry Mamy Haja Tovo,Antananarivo,School_28,admis,passable,A1
32917-BKPA,Rasolofo Hasina Fanilo Tojo,Farafangana,School_16,non admis,passable,A2
12840-TIGE,Rajaonarison Fanilo Andry Hasina Fitiavana,Farafangana,School_68,non admis,passable,A1
18716-ISWH,Raharinaivo Fanilo Tiana,Antsiranana,School_64,admis,très bien,D
23801-YNHC,Raharimanana Andry Soa Hasina Fitiavana,Toliara,School_100,admis,passable,C
98666-EBKQ,Rajaonarison Haja Miangaly Tiana Fitiavana,Fianarantsoa,School_87,non admis,assez bien,A2
15509-LFEI,Rakotomamonjy Herilala Hery Fitiavana,Farafangana,School_89,non admis,passable,A2
24367-UIHA,Rajaonarison Mamy Hasina Hery,Fianarantsoa,School_83,non admis,bien,A1
46508-OMKN,Raharinaivo Haja Tovo,Farafangana,School_63,admis,passable,D
63632-XRIJ,Randrianarivelo Hery Finaritra,Mananjary,School_95,admis,assez bien,A2
12609-VDGH,Rasolofoson Tovo Herilala Hery Finaritra,Morondava,School_83,non admis,très bien,A2
29219-FQKO,Randrianarivelo Rina Miangaly,Mahajanga,School_84,non admis,passable,A1
89392-DWUZ,Rakotoarisoa Miangaly Tiana,Antananarivo,School_26,non admis,passable,A1
60488-YWNO,Raharimanana Mamy Tojo Finaritra,Antsiranana,School_4,non admis,passable,A1
20881-CISQ,Rasolofoson Finaritra Hasina,Mananjary,School_48,non admis,bien,D
52889-NCWR,Rakotomamonjy Tiana Rina Fanilo,Fianarantsoa,School_48,non admis,passable,A2
85464-EFTA,Rasolofoson Finaritra Fitiavana,Farafangana,School_87,admis,passable,A1
34388-AYFG,Rasolofo Herilala Miangaly Andry,Antananarivo,School_97,admis,bien,A1
41512-QJNS,Raharimanana Andry Tojo,Morondava,School_99,non admis,passable,A1
48736-ECDQ,Randrianarivelo Tovo Soa Hasina,Mananjary,School_6,non admis,passable,A1
79541-OXCH,Raharimanana Hery Tojo,Ambatondrazaka,School_55,non admis,bien,OSE
44587-YYEW,Raharinaivo Tojo Miangaly Hasina,Antsiranana,School_32,non admis,passable,D
93325-XRDF,Rakotoarisoa Hery Tiana Haja Herilala,Ambatondrazaka,School_87,non admis,très bien,S
80858-FWKA,Raharinaivo Rina Mamy,Fianarantsoa,School_50,non admis,passable,C
99385-UNIU,Rasolofoson Fitiavana Rina,Mananjary,School_35,admis,passable,A2
28259-SFGZ,Raharinaivo Rina Fitiavana,Farafangana,School_51,admis,passable,A2
18938-DJLL,Rasolofo Herilala Tovo,Farafangana,School_89,non admis,passable,S
67379-FAXN,Randria Rina Miangaly Andry,Farafangana,School_52,admis,passable,A1
46128-PLDZ,Andrianarivo Herilala Fitiavana,Antsiranana,School_31,non admis,passable,A1
11749-MQQS,Andrianarivo Herilala Rina Tiana Fanilo,Antananarivo,School_96,admis,passable,D
94095-OVKX,Raharinaivo Rina Haja Andry,Farafangana,School_73,non admis,passable,A1
11087-WHSG,Raharimanana Hery Tovo Herilala Rina,Antananarivo,School_73,admis,passable,A2
57590-DMWH,Randrianarivelo Hery Haja Soa,Antsiranana,School_79,non admis,passable,A1
81958-YHIC,Rasolofoson Soa Mamy Hery Miangaly,Mananjary,School_45,admis,passable,A2
17639-JTEC,Randria Fanilo Andry,Antsirabe,School_45,non admis,passable,A2
94903-LBGC,Rakotoarisoa Rina Miangaly Tiana Hery,Mahajanga,School_14,non admis,passable,A2
14308-ZFWO,Randrianarivelo Haja Tovo Rina,Mahajanga,School_82,non admis,passable,C
23687-JBRD,Rakotomamonjy Finaritra Fanilo Rina Tovo,Toamasina,School_46,non admis,passable,A1
15486-OITK,Randrianarivelo Soa Rina Andry,Mahajanga,School_36,admis,passable,A2
83977-EDIF,Randrianarivelo Hasina Tiana Fanilo Finaritra,Antsiranana,School_45,non admis,passable,A1
11134-CWJW,Rasolofoson Hasina Tojo Fanilo Tiana,Antananarivo,School_74,non admis,passable,C
28535-XRBR,Randria Tojo Miangaly Rina,Fianarantsoa,School_47,admis,passable,A2
16404-NQHY,Randrianarivelo Miangaly Hery Rina Haja,Mahajanga,School_13,non admis,passable,A2
41410-EDCF,Rasolofoson Tovo Andry Haja,Toliara,School_50,non admis,passable,A1
86002-VXZY,Rasolofoson Finaritra Tojo,Antsiranana,School_6,non admis,passable,C
91338-LUWS,Raharinaivo Tojo Hery,Mahajanga,School_80,non admis,passable,C
29620-SBKW,Randria Finaritra Andry Miangaly Soa,Mananjary,School_35,admis,passable,C
99082-YDSZ,Rasolofo Rina Hasina,Antsiranana,School_79,admis,passable,A2
59072-EQTV,Rasolofoson Tovo Rina,Toliara,School_85,admis,passable,A2
18709-HADJ,Rakotomamonjy Hasina Andry,Toliara,School_49,non admis,passable,A2
54647-NXWB,Andrianarivo Fitiavana Finaritra,Farafangana,School_24,admis,passable,A1
63009-SDHK,Rajaonarison Fanilo Soa,Antsirabe,School_80,admis,passable,D
23851-DUBS,Rajaonarison Herilala Tojo,Toamasina,School_33,admis,passable,A2
17533-BCPM,Andrianarivo Soa Andry Tojo Mamy,Toliara,School_98,non admis,passable,A2
70263-GEKC,Rakotoarisoa Rina Andry Haja,Farafangana,School_7,non admis,bien,S
24945-NBAG,Raharinaivo Finaritra Miangaly,Toliara,School_52,non admis,passable,A2
92643-ZHHY,Raharinaivo Rina Tiana,Mananjary,School_52,non admis,passable,A1
80255-AQWJ,Randria Hery Tojo Rina,Antsirabe,School_31,non admis,passable,A1
51938-HQPS,Randrianarivelo Tovo Tiana,Toamasina,School_36,admis,passable,A2
23615-DLPP,Andrianarivo Finaritra Miangaly Hery Tovo,Toliara,School_53,admis,passable,D
85605-FCPZ,Rasolofo Andry Soa Hery,Antsirabe,School_9,non admis,bien,L
78833-XASR,Rakotomamonjy Mamy Fitiavana Rina Soa,Ambatondrazaka,School_55,admis,bien,A2
64358-DCIX,Rasolofoson Fanilo Hery Tovo,Mananjary,School_10,non admis,très bien,OSE
10809-ZGHG,Rakotoarisoa Fanilo Fitiavana Haja Tovo,Fianarantsoa,School_34,non admis,passable,A1
20842-DTHJ,Raharinaivo Finaritra Tojo Andry,Farafangana,School_97,admis,passable,A1
78699-CSJN,Rakotomamonjy Miangaly Haja,Morondava,School_47,non admis,passable,A2
80760-SRLV,Raharinaivo Tovo Fanilo Andry,Morondava,School_24,admis,passable,A1
41111-QMXW,Rasolofoson Finaritra Tovo Rina Hasina,Antsiranana,School_82,non admis,passable,A2
61479-YKTU,Rasolofoson Soa Mamy Tovo,Fianarantsoa,School_97,non admis,passable,C
11259-OXRB,Andrianarivo Haja Andry Tojo,Mahajanga,School_61,non admis,passable,A1
41218-FTUS,Andrianarivo Tovo Fitiavana Herilala Miangaly,Ambatondrazaka,School_57,non admis,passable,A2
58016-DQKT,Raharinaivo Haja Tojo,Mananjary,School_14,admis,passable,A1
61208-KHGE,Raharimanana Fitiavana Haja,Morondava,School_32,admis,bien,A1
37515-BPDJ,Randrianarivelo Fitiavana Miangaly Mamy Andry,Morondava,School_65,admis,passable,OSE
80007-ALHC,Rakotomamonjy Fanilo Miangaly Hery,Morondava,School_30,non admis,passable,A2
72091-SQTX,Rasolofoson Soa Tiana Tojo Miangaly,Antsirabe,School_30,non admis,bien,C
35351-IKIM,Raharimanana Rina Herilala,Antananarivo,School_80,non admis,assez bien,A1
27533-MQPL,Rajaonarison Tovo Finaritra,Farafangana,School_18,admis,passable,D
31789-LDKD,Randrianarivelo Fitiavana Herilala Andry,Fianarantsoa,School_34,admis,passable,A2
37758-DHWN,Andrianarivo Soa Hasina Haja Tojo,Ambatondrazaka,School_20,admis,passable,A1
20124-PVGT,Rakotoarisoa Hery Mamy Soa,Mananjary,School_94,non admis,passable,C
84412-UGJG,Randrianarivelo Mamy Hasina,Toamasina,School_2,admis,passable,A2
85277-VZYN,Rasolofo Tiana Andry Finaritra,Antananarivo,School_67,admis,passable,A1
31477-KTRE,Rasolofo Finaritra Herilala,Mahajanga,School_61,non admis,passable,A2
14256-FXNP,Rasolofo Finaritra Haja Fitiavana,Morondava,School_33,admis,passable,C
83958-QBMR,Raharimanana Hery Herilala Miangaly Soa,Fianarantsoa,School_22,non admis,passable,A1
87199-TMKP,Raharimanana Haja Hasina Hery,Fianarantsoa,School_26,admis,passable,A2
24226-FFSS,Rakotomamonjy Mamy Finaritra Tovo Miangaly,Toamasina,School_75,non admis,bien,A2
34710-XKSG,Randria Fitiavana Tovo Andry,Toliara,School_58,non admis,passable,C
58840-HMGX,Randria Mamy Hasina Haja,Morondava,School_23,non admis,passable,A2
44511-CKDJ,Randrianarivelo Fanilo Rina Tojo Miangaly,Mahajanga,School_38,non admis,passable,OSE
35455-YKQS,Randrianarivelo Herilala Soa Fitiavana,Mananjary,School_63,non admis,passable,C
96210-JPDC,Raharimanana Tovo Hasina,Antsirabe,School_67,non admis,passable,A1
66066-FMSF,Raharinaivo Haja Finaritra Rina Hasina,Ambatondrazaka,School_73,admis,passable,A1
24242-LDFI,Randria Fitiavana Soa,Antsirabe,School_66,non admis,passable,L
66623-TFXW,Andrianarivo Mamy Fanilo,Toliara,School_29,non admis,passable,D
87438-JNRD,Rajaonarison Rina Hasina Fanilo,Farafangana,School_5,non admis,passable,A1
96024-IRES,Randrianarivelo Fitiavana Finaritra,Toamasina,School_71,admis,passable,A1
65578-CYOY,Randria Rina Fanilo,Ambatondrazaka,School_51,admis,passable,A1
50325-GSXQ,Rajaonarison Tiana Andry Hasina,Toamasina,School_8,non admis,passable,A2
38880-KUOB,Rajaonarison Miangaly Hasina,Ambatondrazaka,School_94,non admis,passable,A2
61498-KOEM,Rakotoarisoa Miangaly Haja Tiana Mamy,Ambatondrazaka,School_39,non admis,passable,A1
27849-PNBA,Rajaonarison Mamy Miangaly Hasina Hery,Mananjary,School_91,non admis,passable,A1
36648-HLYW,Randria Hasina Finaritra Tovo Herilala,Fianarantsoa,School_65,non admis,passable,A1
22012-IRFF,Rasolofoson Tiana Tojo,Antsiranana,School_95,admis,passable,A1
18738-YSSB,Randrianarivelo Herilala Miangaly Andry Hasina,Farafangana,School_14,non admis,bien,A2
39848-XEZN,Andrianarivo Fitiavana Tojo Andry Soa,Toliara,School_83,admis,passable,C
21602-TGJE,Rakotomamonjy Rina Tovo Mamy,Fianarantsoa,School_63,non admis,passable,A2
32517-IAPY,Rajaonarison Herilala Soa Tojo Mamy,Mananjary,School_52,non admis,passable,A1
22335-ABKW,Raharimanana Mamy Herilala Tojo,Mahajanga,School_55,non admis,passable,A1
58553-ZVMG,Raharimanana Rina Tojo Hery,Antsiranana,School_16,admis,passable,C
82938-BCZF,Randria Miangaly Fitiavana Finaritra Rina,Farafangana,School_60,non admis,passable,A1
98474-OTHA,Rakotomamonjy Fitiavana Tojo,Toamasina,School_89,admis,passable,A1
21738-TFJI,Rajaonarison Hery Haja Soa Hasina,Antsirabe,School_38,admis,passable,OSE
52367-FHIF,Rakotomamonjy Mamy Haja,Antsiranana,School_29,admis,passable,A1
80652-SHGJ,Raharimanana Fitiavana Haja Mamy,Antsiranana,School_8,non admis,passable,C
81987-QWFO,Rakotomamonjy Miangaly Herilala Tiana Hasina,Morondava,School_69,admis,passable,A2
16212-NKFA,Rasolofo Tovo Finaritra Rina Hasina,Ambatondrazaka,School_10,non admis,passable,A1
29677-XAVE,Andrianarivo Haja Tiana Rina Mamy,Antsiranana,School_31,non admis,passable,C
96377-WHIO,Randrianarivelo Hery Finaritra,Fianarantsoa,School_51,non admis,très bien,S
97844-OWWU,Randrianarivelo Andry Herilala Miangaly,Farafangana,School_11,non admis,passable,A1
22405-PVBF,Rakotoarisoa Fitiavana Finaritra Tiana Haja,Antananarivo,School_48,non admis,passable,C
80071-YHTV,Rakotomamonjy Hery Mamy Tojo,Farafangana,School_87,admis,passable,A1
45113-PLXZ,Raharinaivo Mamy Andry,Fianarantsoa,School_3,admis,passable,D
37477-XTNH,Andrianarivo Finaritra Rina Soa,Morondava,School_57,non admis,passable,A1
20160-XKTC,Rasolofoson Miangaly Mamy Tovo Soa,Antsirabe,School_15,non admis,passable,A1
52498-ETXO,Raharinaivo Tovo Andry Herilala,Mahajanga,School_3,non admis,très bien,A1
40518-ZLJI,Rakotoarisoa Tovo Herilala Fanilo Soa,Toamasina,School_97,non admis,passable,A1
55837-STAL,Randria Finaritra Tovo,Antsirabe,School_28,admis,passable,C
73740-AXEZ,Randria Mamy Soa,Mahajanga,School_99,non admis,passable,S
45937-FWMV,Rasolofo Finaritra Soa,Fianarantsoa,School_26,admis,passable,A2
99842-MUCE,Rakotomamonjy Finaritra Hasina Miangaly,Toamasina,School_22,non admis,passable,D
14830-XJWF,Randrianarivelo Hery Fanilo Mamy Tovo,Mahajanga,School_81,admis,passable,A2
97994-XTZP,Rakotoarisoa Fitiavana Fanilo Herilala Soa,Antananarivo,School_86,non admis,passable,D
82624-BKYR,Rakotoarisoa Rina Tovo Miangaly,Mananjary,School_16,non admis,passable,A1
97354-EMQY,Rakotomamonjy Finaritra Fanilo Hasina,Toliara,School_3,admis,bien,C
72015-SRRN,Randrianarivelo Finaritra Miangaly Mamy,Mahajanga,School_78,non admis,passable,A2
81317-ETZY,Randria Fitiavana Rina Tiana Soa,Toliara,School_65,admis,bien,A1
40932-LTFJ,Rasolofoson Soa Tovo Fitiavana,Toliara,School_84,non admis,passable,A2
10937-UCOC,Randria Haja Rina Herilala Tiana,Mahajanga,School_43,non admis,passable,A2
38530-EEBQ,Rakotoarisoa Tiana Miangaly Soa,Antananarivo,School_25,admis,passable,A1
70618-FJTQ,Raharimanana Fanilo Miangaly Andry,Antananarivo,School_82,admis,passable,OSE
66721-QDAG,Rakotomamonjy Tiana Herilala Soa Fitiavana,Mananjary,School_2,non admis,passable,A2
43848-NBVM,Rasolofoson Tovo Herilala,Antananarivo,School_57,admis,passable,A2
29577-BJRU,Raharimanana Miangaly Tojo Tovo Andry,Toamasina,School_35,non admis,passable,A1
29110-DWWK,Randria Finaritra Hasina,Toamasina,School_34,non admis,passable,S
86094-FBIG,Rasolofo Fanilo Tovo,Antananarivo,School_71,admis,passable,A2
74713-YISN,Rajaonarison Hasina Andry,Ambatondrazaka,School_24,admis,passable,OSE
99178-COFA,Rasolofo Fanilo Tiana Haja,Fianarantsoa,School_2,non admis,passable,A2
68341-TTMW,Rakotomamonjy Haja Andry Herilala,Morondava,School_100,non admis,passable,A2
88074-GWPQ,Rasolofo Herilala Miangaly Finaritra Soa,Mananjary,School_19,non admis,passable,A2
22340-PJLU,Randria Hery Soa Tojo Mamy,Antsiranana,School_18,non admis,bien,A1
88735-NBRD,Randria Fitiavana Tiana Hery Rina,Toliara,School_9,non admis,passable,C
95955-BYLH,Rasolofo Mamy Andry,Mahajanga,School_6,non admis,passable,A2
48883-BURJ,Rasolofo Hery Haja,Mananjary,School_25,non admis,passable,D
67407-TVFQ,Raharinaivo Tiana Fitiavana Fanilo,Toliara,School_94,admis,bien,A1
53073-KEYN,Rasolofoson Hasina Finaritra Tiana,Farafangana,School_48,non admis,passable,A1
35420-RBJS,Rakotomamonjy Hery Rina Herilala Fanilo,Farafangana,School_19,admis,passable,A1
18557-MNEM,Rasolofoson Hasina Haja Finaritra,Ambatondrazaka,School_24,non admis,passable,A1
99693-VQDH,Rakotomamonjy Andry Haja Fanilo Tovo,Toamasina,School_77,non admis,passable,A2
30105-WLSM,Rakotomamonjy Fitiavana Hery,Mananjary,School_13,non admis,bien,A1
91429-SKWN,Rasolofo Miangaly Mamy Finaritra Andry,Toamasina,School_81,non admis,passable,A1
72543-GHLJ,Andrianarivo Fitiavana Haja Mamy Finaritra,Mahajanga,School_35,non admis,passable,A2
33655-EZXD,Andrianarivo Mamy Andry Finaritra,Mahajanga,School_14,non admis,très bien,A2
19480-ZPYE,Raharinaivo Soa Mamy Herilala,Fianarantsoa,School_65,non admis,passable,OSE
22162-PDJR,Raharimanana Hery Mamy,Ambatondrazaka,School_15,admis,passable,C
44240-EDUU,Andrianarivo Hery Herilala Mamy,Toamasina,School_48,non admis,passable,A1
64435-WKMN,Rajaonarison Finaritra Rina Andry,Fianarantsoa,School_84,non admis,passable,D
25495-RBAW,Rakotomamonjy Soa Fitiavana Tojo Haja,Antananarivo,School_85,admis,passable,A1
99405-IVBQ,Andrianarivo Haja Andry Soa Fanilo,Morondava,School_19,non admis,passable,A2
97379-LFWY,Andrianarivo Tovo Andry,Toamasina,School_43,non admis,assez bien,C
48391-TGBA,Rasolofoson Tojo Rina Soa,Toliara,School_77,non admis,passable,A1
19981-WMBJ,Rakotoarisoa Andry Miangaly,Antsirabe,School_27,admis,passable,L
27575-YMPQ,Randrianarivelo Rina Tojo,Ambatondrazaka,School_45,non admis,bien,A2
35997-FGSP,Randrianarivelo Tiana Rina,Toamasina,School_3,non admis,passable,A1
26210-GRMR,Randria Tiana Hasina Fanilo Mamy,Farafangana,School_19,non admis,passable,A2
11280-DQIT,Randria Miangaly Andry,Mahajanga,School_2,non admis,passable,A1
37233-HYAU,Rakotoarisoa Mamy Hasina,Mahajanga,School_51,non admis,passable,A2
21664-LKFG,Rakotoarisoa Fitiavana Haja Hery,Fianarantsoa,School_23,non admis,passable,A2
92244-QFTY,Raharimanana Fanilo Andry Hasina Herilala,Toamasina,School_23,non admis,passable,D
50865-TPVE,Rasolofoson Herilala Finaritra,Antananarivo,School_99,non admis,passable,D
97992-EKNC,Randrianarivelo Rina Miangaly Tovo Fitiavana,Morondava,School_15,non admis,passable,L
82532-VOYL,Raharinaivo Fitiavana Mamy Tovo,Toamasina,School_35,admis,passable,L
67476-AXMP,Andrianarivo Fitiavana Fanilo Soa,Fianarantsoa,School_3,non admis,passable,D
53753-QLVK,Raharimanana Mamy Finaritra,Antsirabe,School_62,non admis,passable,A1
88908-UFGG,Raharinaivo Tovo Fanilo Haja Andry,Antananarivo,School_34,admis,assez bien,A1
33535-AERM,Rakotomamonjy Soa Fitiavana Fanilo Mamy,Ambatondrazaka,School_60,admis,passable,A2
30253-FZCW,Rakotomamonjy Fanilo Andry,Farafangana,School_9,admis,passable,A2
51649-ASUX,Rakotoarisoa Fanilo Hery Tovo Tiana,Mananjary,School_16,non admis,passable,C
34525-RPBL,Rakotomamonjy Rina Mamy,Morondava,School_36,non admis,passable,C
12753-DWRX,Rakotoarisoa Fanilo Finaritra Tojo Haja,Morondava,School_14,non admis,passable,A1
67419-ZURS,Rakotomamonjy Rina Hasina Fanilo Haja,Ambatondrazaka,School_82,admis,bien,A2
82480-LEWH,Rasolofoson Fanilo Hasina Tiana Rina,Toamasina,School_15,admis,passable,A2
99765-CLVG,Rasolofoson Tovo Soa,Toamasina,School_90,non admis,passable,A1
19169-ZDYN,Raharinaivo Rina Haja Fitiavana,Toliara,School_56,admis,très bien,A2
91482-LJOZ,Rasolofo Fitiavana Herilala Tojo,Toliara,School_19,admis,passable,A2
79815-SBZG,Randria Tovo Hasina,Morondava,School_55,non admis,bien,S
23311-GRCE,Andrianarivo Finaritra Herilala Soa Tiana,Fianarantsoa,School_83,non admis,passable,A2
90612-CJTO,Raharinaivo Andry Herilala,Morondava,School_43,non admis,passable,A1
41467-ZJAT,Rakotoarisoa Fanilo Haja,Toamasina,School_57,non admis,assez bien,A1
18404-OUHA,Randria Tojo Soa,Morondava,School_40,non admis,passable,A1
11420-MKFM,Rakotomamonjy Finaritra Tojo Mamy,Antsiranana,School_25,non admis,très bien,D
28953-NEGZ,Randria Soa Herilala Miangaly Tiana,Toliara,School_79,non admis,passable,A2
64519-QXFX,Rajaonarison Herilala Hery,Mahajanga,School_55,non admis,bien,C
67242-CFFU,Raharimanana Finaritra Tovo Hery,Fianarantsoa,School_89,admis,passable,A2
63864-RGKF,Randria Finaritra Fitiavana Hery,Fianarantsoa,School_27,admis,passable,S
14548-RQXO,Andrianarivo Fanilo Mamy Miangaly,Antananarivo,School_54,non admis,bien,A2
43227-ALNS,Rasolofoson Miangaly Haja,Ambatondrazaka,School_83,admis,passable,C
48850-LBNQ,Andrianarivo Mamy Tovo,Morondava,School_94,admis,bien,A1
88825-NPQR,Rasolofoson Tojo Fitiavana Haja Hasina,Antsirabe,School_25,admis,bien,A1
18422-SUKR,Andrianarivo Herilala Tojo Soa Fanilo,Mahajanga,School_78,admis,bien,OSE
11953-FUKB,Rajaonarison Andry Tojo,Antananarivo,School_76,non admis,passable,D
20571-SDYA,Raharimanana Finaritra Fitiavana Andry,Ambatondrazaka,School_5,admis,bien,A2
61903-FWGZ,Rakotoarisoa Rina Tiana Tovo Andry,Antananarivo,School_38,admis,passable,A1
62335-GCSM,Andrianarivo Tovo Herilala Mamy Fitiavana,Morondava,School_1,non admis,passable,A2
65702-KBTO,Rasolofoson Fanilo Hasina Finaritra Herilala,Antsiranana,School_45,non admis,passable,A1
58460-HUDG,Rasolofoson Tovo Tiana Miangaly Haja,Antsiranana,School_9,non admis,passable,S
54136-AQFP,Raharimanana Tojo Hery,Mahajanga,School_93,non admis,passable,A2
74784-BUTC,Rasolofoson Fitiavana Tojo,Antsirabe,School_92,admis,passable,A1
31450-IRAC,Rasolofoson Fitiavana Rina Hery Tovo,Antsirabe,School_20,non admis,passable,A1
49155-TWOS,Randrianarivelo Tiana Hasina,Toamasina,School_99,admis,passable,A1
88965-GICV,Rajaonarison Mamy Tovo,Ambatondrazaka,School_81,non admis,passable,A2
65614-LZTO,Raharinaivo Fanilo Andry,Antananarivo,School_8,admis,passable,C
27523-RVGL,Raharinaivo Tovo Tiana,Toliara,School_39,admis,assez bien,C
91141-OIIP,Rajaonarison Miangaly Hery,Antsirabe,School_38,admis,passable,A2
61205-RCIW,Rakotomamonjy Fanilo Mamy,Antsirabe,School_34,admis,passable,A1
14288-ONGA,Randrianarivelo Hasina Miangaly Haja Rina,Mananjary,School_52,non admis,passable,C
