matricule,name,cisco,studied_at,observation,mention,option
77882-NSYV,Randria Fitiavana Soa Finaritra,Toliara,School_84,admis,passable,D
40479-XZJH,Rajaonarison Miangaly Fitiavana,Ambatondrazaka,School_3,non admis,assez bien,A2
94113-ZFKV,Rakotomamonjy Rina Mamy,Morondava,School_68,non admis,passable,C
12706-MIQJ,Rakotoarisoa Mamy Rina,Mahajanga,School_10,admis,passable,A1
73235-RVOD,Randrianarivelo Finaritra Herilala,Mananjary,School_29,non admis,passable,OSE
86083-SQJC,Rasolofo Tojo Miangaly Mamy Hasina,Antsiranana,School_8,non admis,passable,A1
58104-USLV,Randrianarivelo Mamy Miangaly Herilala,Farafangana,School_63,non admis,passable,D
20292-CHAK,Randrianarivelo Finaritra Haja,Antsiranana,School_59,admis,passable,A1
23357-TYPK,Rakotomamonjy Hasina Finaritra Tojo Fitiavana,Antsiranana,School_3,non admis,bien,OSE
13247-UTWD,Randrianarivelo Mamy Hery,Antananarivo,School_22,non admis,passable,S
36049-PWUM,Rasolofo Tiana Tovo,Fianarantsoa,School_40,non admis,passable,OSE
78259-FIAA,Raharinaivo Tovo Tojo Tiana,Toamasina,School_69,non admis,passable,A2
29706-DJHT,Randrianarivelo Herilala Fitiavana,Toamasina,School_36,non admis,passable,A2
69556-CMKI,Andrianarivo Haja Andry Herilala,Toliara,School_54,admis,passable,A2
28035-EBOP,Randrianarivelo Tiana Tojo,Farafangana,School_8,non admis,passable,S
43607-PZHW,Rakotomamonjy Tovo Fitiavana Miangaly,Mananjary,School_52,non admis,passable,A1
76367-KNBI,Rajaonarison Tiana Herilala,Mananjary,School_58,admis,passable,A2
22603-WONK,Andrianarivo Finaritra Fitiavana Herilala,Morondava,School_78,non admis,passable,A1
93624-EGCH,Rasolofo Mamy Andry,Mahajanga,School_6,admis,passable,D
59921-RCPL,Raharinaivo Tojo Haja Hasina Hery,Toamasina,School_93,admis,passable,A1
78673-YDCF,Rasolofo Hery Tiana,Fianarantsoa,School_91,non admis,passable,A2
19678-DDOR,Andrianarivo Rina Finaritra,Mahajanga,School_75,admis,passable,A1
79643-KZAP,Rasolofoson Miangaly Rina,Ambatondrazaka,School_45,non admis,passable,A2
58618-KWCN,Raharinaivo Tovo Finaritra Andry Rina,Toamasina,School_95,admis,passable,A1
39044-GMYX,Raharimanana Fanilo Fitiavana,Mahajanga,School_19,non admis,passable,A1
22822-JSTI,Rakotomamonjy Herilala Andry Haja,Antananarivo,School_88,admis,passable,D
17727-NDUC,Randrianarivelo Soa Tojo Tovo,Farafangana,School_16,non admis,bien,A2
28006-OSIL,Randria Hasina Tiana,Farafangana,School_52,non admis,passable,A1
18001-PXLL,Rajaonarison Andry Miangaly Tojo,Farafangana,School_15,admis,passable,A1
94187-WUTX,Raharinaivo Rina Miangaly,Toliara,School_12,admis,passable,D
70553-DCEW,Andrianarivo Miangaly Tovo,Farafangana,School_51,admis,passable,A1
91136-CZBJ,Andrianarivo Tovo Tiana Haja Miangaly,Toliara,School_86,admis,passable,A1
90256-FOJK,Randria Fanilo Rina,Fianarantsoa,School_12,non admis,passable,A2
46430-IAHK,Rakotomamonjy Andry Herilala Haja,Ambatondrazaka,School_39,non admis,passable,A2
98783-GJCA,Raharimanana Miangaly Fitiavana Fanilo,Ambatondrazaka,School_78,non admis,passable,A1
81773-VFGK,Rasolofo Tovo Herilala Soa Tiana,Antsirabe,School_95,admis,passable,A2
89228-SFWY,Rasolofoson Miangaly Hery Tovo Fitiavana,Farafangana,School_44,non admis,bien,D
82274-GMEX,Rakotoarisoa Tiana Soa Fitiavana Tovo,Fianarantsoa,School_15,admis,passable,A1
34219-VONS,Randria Hery Hasina Rina,Toliara,School_61,non admis,assez bien,C
88567-RKEJ,Rasolofoson Soa Tojo Tiana Miangaly,Toliara,School_90,non admis,assez bien,A1
41504-UYPY,Raharimanana Mamy Hasina Herilala,Farafangana,School_20,admis,passable,A2
80854-WLAL,Rajaonarison Andry Soa Rina,Antananarivo,School_71,non admis,passable,C
12532-CTGY,Randrianarivelo Hasina Haja Fanilo,Toliara,School_71,admis,passable,C
69365-ZMUA,Andrianarivo Finaritra Tojo,Antsiranana,School_10,non admis,passable,A1
51232-FUQH,Rakotoarisoa Finaritra Tovo Hery,Toamasina,School_4,admis,passable,A2
33271-VMTR,Andrianarivo Hery Andry,Antananarivo,School_32,non admis,passable,A2
13783-DLPO,Rakotomamonjy Herilala Miangaly Hasina Haja,Mananjary,School_1,admis,passable,A1
12011-REZE,Rakotoarisoa Fitiavana Miangaly,Morondava,School_18,admis,passable,S
65087-VFKZ,Rakotomamonjy Mamy Tojo Andry,Antsirabe,School_97,non admis,passable,A2
98463-WCYT,Rasolofoson Andry Hasina Haja Hery,Antananarivo,School_79,admis,passable,L
78471-ZJJN,Randria Miangaly Mamy Rina Hasina,Ambatondrazaka,School_63,non admis,passable,A2
41456-XFXM,Randrianarivelo Hery Tiana Andry,Antsiranana,School_17,non admis,passable,A2
38266-DOLZ,Randrianarivelo Hery Mamy,Antananarivo,School_26,non admis,très bien,A1
73206-FQMG,Rasolofo Haja Tovo,Antananarivo,School_59,non admis,passable,A1
10859-SJLE,Rakotomamonjy Fanilo Haja Soa,Mahajanga,School_11,non admis,passable,A2
30679-LUOF,Rasolofoson Haja Tovo Finaritra,Toamasina,School_43,admis,passable,A2
50614-HMPY,Rasolofoson Andry Tojo Soa,Farafangana,School_71,admis,passable,A1
51649-OYEE,Rakotomamonjy Fanilo Fitiavana Andry,Fianarantsoa,School_68,non admis,passable,A1
37652-DAPN,Rakotoarisoa Haja Tojo Hasina Miangaly,Toamasina,School_14,admis,passable,A2
18097-WCQZ,Rasolofoson Rina Fanilo Mamy Hery,Toamasina,School_2,non admis,passable,A1
44181-JPUR,Randria Herilala Andry Hasina Haja,Toamasina,School_63,non admis,passable,A1
64087-GGID,Rakotomamonjy Tojo Hery Miangaly Rina,Mahajanga,School_59,admis,passable,A1
32021-ZWNC,Rakotoarisoa Tojo Miangaly,Morondava,School_43,admis,passable,A1
94498-BSTJ,Rakotomamonjy Finaritra Mamy Herilala,Mahajanga,School_47,non admis,bien,A2
48771-MKFB,Raharinaivo Miangaly Finaritra Mamy,Antananarivo,School_76,admis,passable,D
56400-WMHN,Rakotomamonjy Finaritra Tojo Herilala Haja,Farafangana,School_14,non admis,passable,A1
50086-LPFA,Andrianarivo Rina Soa Andry Finaritra,Mananjary,School_9,admis,passable,A1
84677-MJXG,Rasolofoson Tovo Hery,Antananarivo,School_37,non admis,passable,A2
33911-SWEL,Randria Tiana Fanilo Herilala Hasina,Antsirabe,School_13,non admis,passable,A2
45124-KRIC,Rajaonarison Hery Haja,Mahajanga,School_13,admis,passable,A2
57884-HWIU,Raharinaivo Hasina Miangaly Haja Soa,Farafangana,School_15,admis,passable,A2
47060-PEDN,Rasolofo Rina Hery Herilala,Ambatondrazaka,School_62,admis,passable,C
87960-OUHS,Raharinaivo Tiana Herilala Mamy,Toliara,School_42,non admis,passable,A2
41850-AXVJ,Raharimanana Tojo Miangaly,Antsiranana,School_61,non admis,passable,A1
70471-TJMX,Randrianarivelo Hery Andry Mamy Herilala,Farafangana,School_77,admis,passable,A1
23134-FXWO,Rakotoarisoa Rina Hasina Tovo Tiana,Fianarantsoa,School_6,non admis,passable,L
67651-WKTQ,Rakotoarisoa Tiana Tojo,Toamasina,School_96,admis,passable,A2
43378-JCLB,Rasolofoson Rina Fanilo Fitiavana,Antananarivo,School_83,non admis,très bien,C
34431-HDVV,Rasolofoson Soa Hery,Toliara,School_93,non admis,passable,A2
33933-NHUW,Randria Hasina Tojo Mamy,Fianarantsoa,School_57,non admis,passable,OSE
92395-ZUZU,Randrianarivelo Soa Herilala Miangaly,Farafangana,School_70,non admis,passable,A2
44646-FIZR,Randria Mamy Miangaly,Farafangana,School_96,non admis,passable,A2
70064-MMGV,Andrianarivo Haja Miangaly Soa,Fianarantsoa,School_57,non admis,passable,A2
61846-RVTG,Rasolofoson Hery Rina Haja,Morondava,School_72,admis,passable,A1
45529-PHUQ,Rakotomamonjy Soa Rina Hery,Toliara,School_21,non admis,passable,A1
61738-UOIA,Rakotoarisoa Andry Fanilo Tojo Mamy,Farafangana,School_81,admis,passable,A2
96180-JOES,Rasolofoson Hery Fanilo,Morondava,School_50,admis,passable,C
58741-VVQB,Rakotoarisoa Fanilo Miangaly Tiana Mamy,Mananjary,School_18,admis,bien,A2
58377-RRLO,Randria Tiana Soa Hery Miangaly,Toamasina,School_59,admis,passable,S
65557-GKRD,Rasolofoson Mamy Finaritra,Ambatondrazaka,School_23,non admis,passable,D
67114-TBKZ,Andrianarivo Fitiavana Finaritra Soa Haja,Fianarantsoa,School_78,admis,passable,A1
80769-UTIZ,Rasolofoson Fanilo Andry Mamy,Ambatondrazaka,School_18,non admis,passable,A2
69089-SSFH,Raharinaivo Hasina Hery,Mahajanga,School_57,admis,passable,A2
44970-VIZL,Raharinaivo Tojo Tovo Tiana,Antananarivo,School_68,admis,passable,A1
88056-YKMS,Rajaonarison Fanilo Soa,Morondava,School_56,non admis,assez bien,A2
97587-MCDV,Randria Tovo Andry Haja Tiana,Antsiranana,School_37,non admis,passable,A1
20748-BQCY,Rakotomamonjy Haja Rina,Farafangana,School_50,admis,passable,D
76478-LIVF,Rakotoarisoa Mamy Hasina Rina,Antsiranana,School_61,admis,passable,A1
62504-UOPQ,Randria Tojo Tiana Mamy,Morondava,School_85,non admis,bien,S
80615-DYZH,Rakotoarisoa Tiana Miangaly Finaritra Herilala,Antsirabe,School_39,non admis,passable,A2
78478-GPKL,Rasolofoson Mamy Miangaly,Antananarivo,School_89,non admis,passable,A1
77265-KIRV,Randria Andry Fitiavana Hery Mamy,Toamasina,School_48,admis,passable,A1
89384-JFTD,Randria Haja Fitiavana Fanilo Tojo,Mananjary,School_92,non admis,passable,A2
29476-YWAK,Andrianarivo Tovo Tiana Soa Hery,Antsiranana,School_43,admis,passable,A1
70187-GCBM,Raharimanana Tojo Mamy Hasina Fitiavana,Toliara,School_26,admis,passable,A1
87718-AIFW,Rasolofoson Finaritra Hasina Andry Tiana,Antsiranana,School_10,non admis,passable,A1
79133-FSNK,Rajaonarison Rina Finaritra Tovo Fitiavana,Toamasina,School_36,non admis,passable,A2
55478-FPSS,Andrianarivo Tojo Miangaly,Mananjary,School_34,non admis,passable,A1
54679-BZUW,Rasolofo Hasina Soa,Mananjary,School_74,admis,passable,A2
19450-SFIC,Rajaonarison Tojo Rina,Antananarivo,School_11,non admis,bien,OSE
11695-ZXCM,Randrianarivelo Herilala Finaritra Hasina,Ambatondrazaka,School_21,non admis,passable,A1
93369-QHBR,Raharimanana Haja Hery Tovo Soa,Morondava,School_71,admis,passable,OSE
82039-XBST,Rakotoarisoa Tojo Tovo Hery Finaritra,Mahajanga,School_44,admis,passable,A2
53113-AXWN,Raharimanana Finaritra Andry,Antsiranana,School_54,non admis,passable,OSE
78812-UVSZ,Rasolofo Haja Tojo Andry Tovo,Mananjary,School_17,non admis,passable,A1
92116-ENSP,Raharinaivo Fanilo Herilala,Toamasina,School_23,admis,passable,A1
68358-RLXP,Randria Miangaly Mamy,Antsiranana,School_58,admis,passable,D
52145-RWJT,Raharimanana Miangaly Haja Hery Mamy,Mahajanga,School_17,non admis,passable,C
28653-WGSQ,Rasolofo Tojo Rina Tovo Finaritra,Fianarantsoa,School_84,non admis,passable,C
60534-WURE,Rakotoarisoa Herilala Hasina Finaritra Fanilo,Farafangana,School_62,non admis,assez bien,D
13512-VDLO,Andrianarivo Tovo Hery Tiana Fitiavana,Toliara,School_77,non admis,passable,A2
12387-XIJQ,Randrianarivelo Hery Finaritra,Antsiranana,School_18,admis,passable,A1
36559-LOCU,Rakotoarisoa Fanilo Tiana,Antananarivo,School_46,admis,passable,OSE
56833-HULR,Rakotomamonjy Hery Mamy Tiana,Antsirabe,School_36,non admis,passable,C
54967-JGZG,Rakotomamonjy Herilala Tovo,Mananjary,School_24,non admis,passable,A2
36903-DRSD,Randrianarivelo Tojo Fanilo Rina,Morondava,School_64,non admis,passable,D
29518-LLCZ,Andrianarivo Hery Rina,Morondava,School_7,admis,assez bien,D
48108-IQFJ,Randria Miangaly Haja,Mananjary,School_63,admis,passable,A2
79855-KEBZ,Randrianarivelo Andry Miangaly,Ambatondrazaka,School_27,admis,passable,A1
33296-DBJM,Raharinaivo Tojo Andry Fitiavana,Fianarantsoa,School_13,non admis,passable,A2
87901-SQQZ,Raharinaivo Mamy Hasina Hery Tiana,Mahajanga,School_50,non admis,passable,C
84014-TPUC,Rakotomamonjy Tiana Rina Fitiavana Hasina,Farafangana,School_51,non admis,passable,D
41559-RUMR,Rakotoarisoa Hasina Andry Fanilo Haja,Morondava,School_90,non admis,passable,C
93583-XUAI,Andrianarivo Finaritra Herilala Hery,Antsiranana,School_10,non admis,passable,A2
91721-UNCG,Rakotomamonjy Rina Mamy,Farafangana,School_84,non admis,passable,C
99953-WECV,Rajaonarison Mamy Finaritra,Fianarantsoa,School_7,non admis,passable,C
75363-IWUO,Rasolofo Tovo Rina Hery Haja,Toliara,School_11,admis,passable,D
63210-YYDJ,Andrianarivo Hasina Fitiavana Miangaly,Ambatondrazaka,School_96,non admis,passable,A2
18292-ONFH,Rasolofo Soa Fitiavana Miangaly Tojo,Antsiranana,School_49,non admis,passable,A2
18473-SQGJ,Randria Soa Hasina Finaritra,Morondava,School_18,non admis,passable,A2
13920-OSHC,Randrianarivelo Fanilo Tojo,Antananarivo,School_72,admis,bien,L
58492-RFSD,Rakotoarisoa Tiana Soa Miangaly Tovo,Antsirabe,School_48,non admis,passable,D
78180-DFYZ,Rakotomamonjy Haja Hasina,Farafangana,School_14,admis,passable,C
57555-FVFH,Andrianarivo Mamy Tiana Herilala Soa,Fianarantsoa,School_94,admis,bien,A1
49005-RXXY,Randria Finaritra Haja,Toamasina,School_15,non admis,passable,A2
80552-FEVR,Rajaonarison Fanilo Hasina Hery,Antsiranana,School_9,non admis,passable,A1
17065-OLIW,Rajaonarison Haja Tiana Finaritra Tojo,Ambatondrazaka,School_86,non admis,passable,A1
58492-DOPJ,Randrianarivelo Fitiavana Soa Tiana Fanilo,Fianarantsoa,School_16,admis,passable,L
11324-WWGK,Andrianarivo Tojo Rina,Antananarivo,School_18,non admis,bien,OSE
43748-XRFN,Raharimanana Herilala Fanilo Haja,Farafangana,School_5,non admis,passable,A1
80588-GOOD,Randria Mamy Rina Fanilo Herilala,Mahajanga,School_17,non admis,passable,S
18895-FBYM,Raharinaivo Soa Rina,Morondava,School_1,admis,passable,A2
64804-GVTR,Raharinaivo Haja Rina Tojo,Morondava,School_55,non admis,passable,A1
82527-IOER,Rasolofoson Finaritra Haja Hasina Andry,Antananarivo,School_43,non admis,passable,L
11871-SSOA,Rasolofo Fitiavana Miangaly,Morondava,School_85,non admis,bien,A1
65012-TLRY,Rasolofo Tovo Hery Fanilo,Antsirabe,School_26,admis,passable,C
82334-EDJG,Raharimanana Tiana Hasina,Toamasina,School_21,non admis,passable,D
61783-RTKH,Randrianarivelo Soa Mamy Haja,Ambatondrazaka,School_82,non admis,passable,A1
11949-TFGU,Rajaonarison Tovo Haja Tiana,Farafangana,School_17,admis,bien,A1
57014-DYNU,Rajaonarison Andry Miangaly Tovo Hasina,Mananjary,School_29,non admis,passable,A2
48337-KUTL,Raharimanana Haja Finaritra Mamy Fitiavana,Morondava,School_44,non admis,bien,A1
90074-VOYF,Rakotoarisoa Haja Fitiavana Hery Herilala,Farafangana,School_42,non admis,bien,C
68580-KNLH,Rasolofoson Fitiavana Tovo,Antsiranana,School_47,admis,passable,A1
76636-OTNY,Rasolofoson Finaritra Tovo Fanilo Rina,Ambatondrazaka,School_27,non admis,passable,A1
60347-PJAZ,Andrianarivo Haja Rina,Antsirabe,School_3,non admis,passable,A2
15717-KBYU,Andrianarivo Finaritra Miangaly,Morondava,School_88,non admis,passable,A2
92172-WODC,Raharimanana Herilala Tiana Tovo Soa,Mahajanga,School_53,non admis,passable,A1
32219-VFYR,Randrianarivelo Hery Hasina Herilala Tiana,Mahajanga,School_47,admis,passable,C
31711-JDPZ,Rajaonarison Fitiavana Andry Miangaly Mamy,Antsiranana,School_90,non admis,passable,L
23002-KMOT,Raharinaivo Tojo Herilala,Toamasina,School_26,non admis,passable,A2
19001-KZEC,Rakotomamonjy Rina Andry Tiana,Fianarantsoa,School_92,non admis,passable,A2
89780-AEDM,Rajaonarison Haja Herilala Tovo,Fianarantsoa,School_76,admis,bien,A2
22555-BZWU,Rakotomamonjy Rina Soa,Fianarantsoa,School_65,non admis,bien,A1
73305-EPJB,Randria Rina Fanilo Fitiavana Haja,Mananjary,School_54,non admis,passable,C
75453-MFFH,Rakotomamonjy Mamy Herilala Haja,Morondava,School_78,admis,passable,A1
60997-VPIN,Rasolofo Tiana Rina Fitiavana Herilala,Fianarantsoa,School_3,non admis,passable,A2
35844-AULH,Randria Mamy Finaritra Tovo Miangaly,Toamasina,School_54,admis,passable,OSE
35033-EOSW,Rasolofoson Mamy Soa Hery Tiana,Farafangana,School_6,non admis,passable,A1
92728-NBCD,Raharimanana Fitiavana Finaritra Haja,Antsirabe,School_69,non admis,assez bien,L
48458-WXCH,Randrianarivelo Tovo Hery Rina Tiana,Mahajanga,School_28,non admis,passable,A2
86209-TSQN,Raharinaivo Fanilo Hery Herilala Haja,Toamasina,School_32,non admis,bien,OSE
79334-OLLD,Rajaonarison Haja Tovo Tojo Fanilo,Toliara,School_46,non admis,bien,C
90907-LODY,Rasolofo Herilala Finaritra Haja Soa,Antananarivo,School_4,admis,passable,OSE
82775-WAUS,Randria Soa Mamy Hasina Herilala,Mahajanga,School_2,admis,passable,A2
35688-HWBZ,Rajaonarison Mamy Fanilo Hery Miangaly,Toamasina,School_69,non admis,passable,C
60510-ICGA,Randrianarivelo Tovo Soa Finaritra,Ambatondrazaka,School_59,non admis,passable,A2
48433-WEXY,Andrianarivo Tiana Fitiavana Herilala,Antsiranana,School_54,non admis,passable,A2
74780-TQTV,Rakotoarisoa Hery Mamy,Toamasina,School_70,non admis,passable,D
81356-SGRO,Raharimanana Mamy Fanilo Andry,Morondava,School_6,admis,passable,D
79597-MUKU,Raharinaivo Hery Haja,Mananjary,School_49,non admis,passable,A1
92986-PQVS,Randria Mamy Hery Tovo Tojo,Mahajanga,School_86,non admis,passable,A2
62702-TSOM,Raharinaivo Hery Andry Tovo Rina,Toliara,School_93,non admis,passable,C
33701-HUVN,Rasolofo Haja Tiana Tovo Soa,Mahajanga,School_7,non admis,passable,OSE
94738-VHJD,Rajaonarison Haja Soa Rina Finaritra,Morondava,School_87,non admis,passable,S
13425-RCZF,Rakotoarisoa Haja Fitiavana Hasina,Mahajanga,School_73,non admis,bien,A2
16175-FLLG,Raharinaivo Andry Soa,Mahajanga,School_80,non admis,passable,OSE
76147-VXFL,Rakotoarisoa Fitiavana Mamy Tovo,Mananjary,School_96,non admis,passable,A2
53301-WUWL,Raharimanana Fitiavana Hery Soa Rina,Antsirabe,School_31,admis,passable,OSE
42718-TSSB,Randria Fanilo Miangaly Tojo Rina,Antananarivo,School_54,non admis,passable,S
15084-ISXS,Randria Mamy Tiana Tovo,Antananarivo,School_18,non admis,passable,A1
73251-XXEZ,Andrianarivo Rina Hasina Miangaly,Toliara,School_13,non admis,passable,C
82553-JOWI,Rasolofoson Andry Herilala Haja,Antsiranana,School_18,admis,passable,A2
40875-OHCE,Randrianarivelo Fanilo Andry Finaritra,Fianarantsoa,School_26,admis,passable,D
75196-NHVW,Rasolofo Tiana Hery Fanilo,Toamasina,School_69,admis,passable,A1
25852-VLXU,Rasolofoson Hasina Finaritra Haja,Ambatondrazaka,School_45,admis,passable,A1
40515-GERY,Randrianarivelo Tojo Miangaly,Mananjary,School_32,admis,passable,A1
50950-PJWY,Andrianarivo Hery Miangaly,Antananarivo,School_16,non admis,passable,A1
38086-BLKW,Raharimanana Tojo Hery,Antsirabe,School_11,non admis,très bien,S
75597-RUTF,Rakotomamonjy Tovo Herilala,Ambatondrazaka,School_68,non admis,passable,C
60540-SIDG,Rajaonarison Hasina Hery Tiana Rina,Antsiranana,School_86,non admis,très bien,A1
25176-LFBW,Rasolofoson Tovo Soa,Fianarantsoa,School_85,non admis,passable,A2
93948-JIGO,Raharimanana Hasina Tojo Fitiavana,Mananjary,School_80,non admis,passable,A1
37771-TOSO,Rakotoarisoa Soa Tiana,Toamasina,School_95,non admis,passable,A1
24405-VOWO,Rasolofoson Fitiavana Finaritra Herilala,Antsirabe,School_55,non admis,bien,D
44639-LCMH,Rasolofo Fanilo Mamy Soa Rina,Farafangana,School_56,admis,passable,C
56054-ZGAK,Andrianarivo Tovo Fanilo,Morondava,School_68,non admis,passable,A2
35708-UKJT,Raharimanana Rina Soa,Fianarantsoa,School_81,admis,passable,A2
49464-OEMB,Randria Mamy Andry Hery Fitiavana,Antsiranana,School_98,admis,passable,A2
99553-RZYY,Rasolofoson Rina Soa Herilala,Toamasina,School_35,admis,passable,A1
48070-FFTI,Rasolofoson Herilala Fanilo,Antananarivo,School_27,non admis,passable,D
36713-ZBIH,Rakotomamonjy Mamy Andry Tojo Miangaly,Toliara,School_10,non admis,passable,A2
10689-EGPU,Randrianarivelo Andry Hasina,Antananarivo,School_63,admis,passable,A2
26430-RPJC,Raharimanana Fanilo Soa,Antsiranana,School_19,admis,passable,C
82723-ATLJ,Rasolofo Haja Fitiavana Mamy Hasina,Mahajanga,School_86,non admis,passable,A2
