matricule,name,cisco,studied_at,observation,mention,option
52799-MNWD,Andrianarivo Andry Tiana Hasina Mamy,Morondava,School_36,non admis,passable,A1
76721-EKNK,Rakotomamonjy Rina Mamy,Ambatondrazaka,School_48,non admis,passable,A2
41205-RHAX,Rasolofoson Fanilo Fitiavana Rina Haja,Farafangana,School_54,non admis,passable,D
71609-YPPG,Raharimanana Tovo Finaritra Haja,Antsirabe,School_99,admis,passable,A1
74563-VJPR,Rakotomamonjy Herilala Hasina Rina Fanilo,Mananjary,School_90,non admis,passable,A2
71964-MEQC,Rasolofoson Haja Fanilo Fitiavana Finaritra,Toliara,School_54,non admis,passable,D
79950-CRVB,Raharinaivo Mamy Andry Tiana Herilala,Antsiranana,School_14,non admis,passable,A1
80821-TMOG,Randria Hasina Fitiavana Miangaly,Mananjary,School_55,non admis,passable,C
33682-CBBJ,Raharimanana Finaritra Haja Miangaly,Toliara,School_58,admis,passable,A2
75602-PZZF,Rasolofoson Fitiavana Finaritra Mamy,Toliara,School_55,admis,passable,A1
28829-EMJR,Rasolofo Tovo Fanilo,Farafangana,School_60,admis,passable,S
25138-UFVK,Rajaonarison Hasina Fanilo Miangaly Finaritra,Mananjary,School_43,admis,passable,A1
27985-KPQG,Rasolofo Herilala Finaritra Mamy,Toliara,School_62,non admis,passable,A2
96699-KWUP,Rakotomamonjy Hery Mamy Miangaly Haja,Antsiranana,School_27,non admis,passable,A2
92303-YKNQ,Randria Herilala Haja,Antsirabe,School_52,non admis,passable,A2
35859-KMGW,Rakotoarisoa Fitiavana Tojo,Fianarantsoa,School_86,non admis,passable,A1
37677-WMXM,Rajaonarison Haja Mamy Miangaly Tovo,Toamasina,School_99,non admis,bien,A1
27314-JTTD,Randrianarivelo Tovo Haja Finaritra Rina,Antsirabe,School_20,non admis,passable,A2
12838-ELCX,Raharinaivo Tiana Soa Hery Finaritra,Antsiranana,School_79,non admis,passable,A1
68099-EIQW,Rakotoarisoa Fanilo Miangaly,Farafangana,School_30,non admis,bien,A1
54120-OZGC,Randria Fitiavana Herilala Andry,Farafangana,School_10,non admis,passable,A1
17335-YYMM,Andrianarivo Finaritra Hery,Mananjary,School_12,non admis,bien,A1
18915-WZZY,Randrianarivelo Tovo Andry Tojo,Morondava,School_88,non admis,bien,S
48240-YNDI,Rajaonarison Andry Finaritra Soa Hasina,Antsirabe,School_85,admis,bien,A1
77489-NHIJ,Randrianarivelo Tojo Fitiavana Soa,Mahajanga,School_87,admis,très bien,A2
38507-CPNE,Raharinaivo Andry Miangaly Fitiavana Tiana,Antsiranana,School_41,admis,passable,D
75384-RBAE,Randria Herilala Soa Tojo Tovo,Morondava,School_72,non admis,passable,A1
26787-JTSF,Rakotomamonjy Fitiavana Mamy,Mananjary,School_60,admis,passable,L
49364-JFGI,Raharimanana Soa Haja,Mananjary,School_33,non admis,passable,D
86604-SXPY,Raharinaivo Haja Tojo Fanilo,Antsirabe,School_96,non admis,passable,A1
69310-XUQD,Andrianarivo Miangaly Soa,Ambatondrazaka,School_99,non admis,passable,A1
70361-JEXS,Randrianarivelo Haja Soa,Morondava,School_35,non admis,passable,A1
86881-KFKD,Raharinaivo Hasina Fitiavana Mamy Tojo,Antsirabe,School_74,admis,passable,A1
83983-GDYE,Rakotomamonjy Fitiavana Miangaly Haja,Toamasina,School_58,admis,passable,A2
13406-JZLB,Randria Andry Rina Finaritra Fanilo,Mananjary,School_39,non admis,passable,D
58994-ULAM,Andrianarivo Tojo Fanilo Tovo Tiana,Morondava,School_45,non admis,passable,A2
43316-GEDM,Rakotomamonjy Rina Tojo,Morondava,School_42,non admis,passable,A1
92545-XMTF,Rakotoarisoa Mamy Rina Finaritra Herilala,Mahajanga,School_92,admis,passable,A2
19289-NVYQ,Rakotomamonjy Mamy Hery,Ambatondrazaka,School_23,non admis,passable,A1
62450-EOLC,Rasolofo Soa Fanilo Tiana Andry,Toliara,School_12,non admis,passable,D
76153-DRIL,Raharinaivo Tiana Rina Fanilo,Mananjary,School_97,non admis,passable,A2
34619-PSYK,Andrianarivo Fitiavana Herilala,Mahajanga,School_96,non admis,bien,D
19609-VCCN,Andrianarivo Mamy Herilala,Antananarivo,School_92,non admis,passable,D
26005-MSHR,Rajaonarison Rina Fitiavana Hery Fanilo,Antananarivo,School_6,admis,passable,A2
87698-LKPK,Rasolofo Tovo Rina,Mananjary,School_23,admis,passable,OSE
53484-DFPQ,Randrianarivelo Finaritra Andry Herilala,Farafangana,School_37,admis,passable,A1
50890-JLXP,Raharimanana Mamy Tovo,Antsirabe,School_99,admis,passable,A1
65522-CTYK,Rakotoarisoa Mamy Rina,Antsiranana,School_55,non admis,passable,A2
93046-XHFW,Rajaonarison Tovo Tojo Soa,Fianarantsoa,School_77,non admis,passable,A1
89309-HZAV,Rajaonarison Fitiavana Rina Herilala,Antananarivo,School_4,non admis,passable,A2
16117-JLFR,Randria Soa Herilala Fitiavana,Antsirabe,School_54,non admis,passable,A2
47956-DZUH,Randria Hery Haja Herilala,Ambatondrazaka,School_31,non admis,passable,A2
12611-JYNR,Andrianarivo Fitiavana Soa Andry,Fianarantsoa,School_79,non admis,passable,A1
71621-VLCX,Randrianarivelo Hery Finaritra Hasina,Toamasina,School_70,admis,passable,A1
37539-SMNC,Rasolofo Fitiavana Hasina Tovo,Antsiranana,School_49,non admis,passable,A2
88251-GPQN,Rasolofo Fanilo Andry,Antananarivo,School_69,non admis,passable,A1
57045-UFXF,Randria Fanilo Finaritra Haja,Toliara,School_65,admis,bien,A2
32973-XLSY,Raharimanana Haja Rina,Morondava,School_48,non admis,passable,A1
45895-MNXT,Raharinaivo Herilala Andry,Antsiranana,School_17,admis,passable,A1
75958-MHOV,Andrianarivo Haja Soa Fitiavana Hery,Mahajanga,School_43,non admis,passable,D
39800-BXIB,Randria Herilala Tovo,Toamasina,School_66,admis,passable,L
10723-NHKZ,Rasolofoson Tovo Tiana Tojo,Antananarivo,School_54,non admis,passable,OSE
67507-QHYG,Rakotomamonjy Hery Tovo Miangaly,Toamasina,School_54,non admis,passable,D
56696-NPLC,Randrianarivelo Miangaly Soa Tojo Andry,Morondava,School_75,non admis,passable,A2
23055-XEFW,Rakotoarisoa Haja Tojo Andry Fanilo,Farafangana,School_49,non admis,passable,A1
86465-KCOZ,Raharimanana Mamy Rina,Antsiranana,School_87,admis,passable,A1
23712-WZZR,Rakotomamonjy Haja Rina,Ambatondrazaka,School_51,non admis,passable,S
47110-GGLI,Rasolofoson Tojo Andry,Farafangana,School_67,admis,passable,C
31793-WJXI,Rajaonarison Miangaly Hery Soa,Fianarantsoa,School_67,non admis,passable,A1
62025-HLLM,Raharimanana Soa Fitiavana,Antsirabe,School_20,non admis,très bien,D
51717-CCBZ,Randrianarivelo Mamy Tovo,Farafangana,School_75,admis,passable,A1
33611-PWDL,Raharinaivo Soa Miangaly Hery,Mahajanga,School_5,non admis,très bien,A2
20643-LJLM,Rakotomamonjy Finaritra Andry Fitiavana Miangaly,Fianarantsoa,School_22,admis,passable,S
25049-ZCTZ,Rakotomamonjy Andry Tovo Soa,Mananjary,School_60,admis,passable,A1
13268-NANP,Rasolofoson Tovo Haja Tojo,Ambatondrazaka,School_51,admis,passable,C
30676-IRUM,Rakotomamonjy Tiana Rina Mamy Fitiavana,Ambatondrazaka,School_95,non admis,passable,L
91608-KLCG,Rasolofo Tovo Tojo,Mahajanga,School_24,admis,passable,A1
97700-OSAT,Andrianarivo Andry Tiana,Antananarivo,School_22,non admis,bien,A2
77695-RUVU,Andrianarivo Mamy Tojo,Mahajanga,School_27,admis,passable,L
55566-CNJW,Rasolofoson Soa Rina Mamy,Toliara,School_22,non admis,passable,D
97528-QXHG,Raharimanana Fanilo Tiana Finaritra Hery,Toliara,School_45,non admis,passable,OSE
85298-SUUE,Raharinaivo Hasina Andry Herilala,Morondava,School_78,non admis,passable,A1
69397-ZHEC,Randrianarivelo Hery Soa Haja,Mahajanga,School_1,non admis,passable,A1
61718-IVGE,Rakotoarisoa Rina Miangaly,Antsiranana,School_86,non admis,passable,D
71445-ZGUX,Rasolofo Soa Hasina,Toliara,School_2,non admis,passable,D
75859-UMEX,Rajaonarison Soa Miangaly Tiana,Mahajanga,School_86,admis,passable,A1
54325-OXDM,Rajaonarison Tovo Hery Hasina Soa,Antsiranana,School_14,non admis,passable,A2
55023-FBVS,Rakotoarisoa Tiana Hasina Miangaly Fanilo,Mananjary,School_8,admis,passable,OSE
72510-WZHH,Rasolofoson Hery Mamy,Antananarivo,School_89,non admis,passable,A2
41434-JRJP,Randria Tojo Haja Tiana,Mananjary,School_69,admis,passable,A1
36014-UXGG,Rasolofoson Fanilo Soa Finaritra,Ambatondrazaka,School_41,admis,passable,L
50224-KWIY,Rakotoarisoa Hasina Mamy Soa Fanilo,Ambatondrazaka,School_88,admis,passable,A2
60620-CTBJ,Rasolofoson Haja Hasina Andry,Antananarivo,School_73,non admis,passable,A2
70752-KZMZ,Rakotoarisoa Fitiavana Haja,Antsirabe,School_68,admis,passable,C
21142-KIJN,Rakotomamonjy Tojo Andry,Antsiranana,School_15,non admis,passable,A1
29012-PFED,Rakotoarisoa Tiana Haja,Toamasina,School_21,non admis,passable,A2
36355-LGHJ,Rasolofo Tojo Tovo,Morondava,School_4,admis,passable,A2
98993-XGJI,Rakotoarisoa Tiana Hery,Mananjary,School_2,non admis,passable,C
94364-ZUBQ,Andrianarivo Andry Haja Finaritra Herilala,Morondava,School_24,admis,passable,D
44972-SUQS,Andrianarivo Mamy Rina Fanilo,Antsirabe,School_25,non admis,passable,OSE
26891-RRKB,Rakotoarisoa Miangaly Herilala,Morondava,School_36,non admis,passable,A2
80729-OKZC,Randrianarivelo Hery Hasina Rina,Antsirabe,School_66,admis,passable,A1
29257-TIAA,Rakotoarisoa Hasina Herilala Fanilo,Morondava,School_13,admis,passable,OSE
83732-SIKP,Raharinaivo Mamy Tovo,Mahajanga,School_43,admis,passable,D
21190-HICK,Randria Haja Herilala Soa Finaritra,Toliara,School_11,non admis,très bien,OSE
21115-KHGO,Raharimanana Finaritra Rina Fitiavana,Toamasina,School_3,admis,passable,A1
71428-JDHU,Raharinaivo Hasina Andry Rina Tojo,Fianarantsoa,School_58,non admis,passable,A2
46264-XWPL,Rakotomamonjy Tovo Haja,Mananjary,School_17,non admis,assez bien,A2
42553-WBSY,Randria Tojo Soa Rina Tovo,Antsiranana,School_91,admis,passable,D
40450-OADR,Rakotomamonjy Soa Haja,Toamasina,School_16,admis,passable,C
22357-ODRP,Rajaonarison Andry Soa,Antananarivo,School_44,admis,bien,OSE
70036-EPZY,Rasolofo Finaritra Fitiavana Tojo Hery,Mahajanga,School_40,non admis,passable,A1
58670-RLZG,Randria Finaritra Herilala,Mahajanga,School_36,admis,passable,A2
25846-QLPK,Rakotomamonjy Fanilo Fitiavana Tojo,Morondava,School_9,non admis,passable,A1
82066-BBSP,Randria Rina Soa Haja,Antsiranana,School_75,admis,passable,A1
74192-GMOW,Rakotomamonjy Tovo Rina,Farafangana,School_74,non admis,passable,A2
24323-TCSJ,Rasolofoson Fitiavana Andry Herilala,Ambatondrazaka,School_19,non admis,passable,A2
96966-ZEHT,Rakotomamonjy Haja Fitiavana Tiana Miangaly,Farafangana,School_25,admis,bien,D
25229-USGR,Raharimanana Soa Finaritra Tojo,Fianarantsoa,School_99,non admis,passable,A2
15550-HALY,Raharinaivo Rina Soa Tovo,Farafangana,School_11,admis,passable,A1
59912-QAIS,Rajaonarison Fitiavana Mamy Hery Rina,Toliara,School_94,non admis,passable,C
47013-CLDW,Andrianarivo Hery Finaritra Fitiavana,Antsirabe,School_28,non admis,passable,A2
28497-CIQV,Rakotoarisoa Rina Tovo,Fianarantsoa,School_82,non admis,passable,A2
88356-UJOR,Raharinaivo Rina Fanilo Andry,Ambatondrazaka,School_12,non admis,passable,A2
31735-NUYO,Rakotomamonjy Andry Rina,Fianarantsoa,School_27,non admis,passable,A1
50623-BYWX,Raharimanana Tiana Rina,Farafangana,School_21,non admis,bien,A2
26501-OLSQ,Rasolofo Haja Hasina,Ambatondrazaka,School_97,admis,passable,A1
52146-RSGX,Rasolofo Soa Fitiavana,Antsiranana,School_60,non admis,passable,A2
69570-GEWE,Raharimanana Mamy Hery Fanilo,Toliara,School_60,non admis,passable,D
74467-XYYS,Rakotomamonjy Andry Tiana Finaritra Haja,Antsirabe,School_50,admis,passable,C
61093-IQBY,Randria Fanilo Hasina Haja Rina,Fianarantsoa,School_58,admis,passable,L
75964-VYNI,Rakotoarisoa Finaritra Hery,Toamasina,School_43,non admis,passable,A2
28531-CGOF,Rasolofoson Hery Rina Soa Tovo,Toamasina,School_14,non admis,passable,A2
50536-STMA,Rajaonarison Herilala Tovo Finaritra,Farafangana,School_45,non admis,passable,D
22837-CPTX,Randria Hery Tojo Rina Fitiavana,Toliara,School_15,admis,passable,A1
85816-KBMC,Randria Rina Fitiavana,Toliara,School_33,non admis,passable,A1
78549-WARI,Rakotomamonjy Andry Rina,Antsiranana,School_27,non admis,passable,L
67785-ZUDW,Raharimanana Finaritra Tovo Rina,Antsirabe,School_74,non admis,passable,A2
26583-WBPM,Rakotomamonjy Andry Miangaly,Antsirabe,School_100,non admis,passable,A1
25142-YTMZ,Rasolofoson Fitiavana Hasina,Farafangana,School_70,non admis,passable,A1
23854-WZZV,Raharimanana Fanilo Tovo Miangaly,Farafangana,School_27,non admis,bien,A2
58449-ANFJ,Raharimanana Fanilo Andry Finaritra Rina,Fianarantsoa,School_28,admis,passable,OSE
62975-ZEAF,Rasolofoson Tiana Hasina Soa,Mahajanga,School_51,admis,passable,A2
48311-SNHO,Randrianarivelo Fitiavana Fanilo,Farafangana,School_45,admis,bien,L
25500-NOOP,Rakotoarisoa Hasina Fanilo Fitiavana,Fianarantsoa,School_73,non admis,passable,A2
51548-KPDF,Rasolofoson Hasina Miangaly Fanilo Tiana,Mahajanga,School_53,non admis,passable,C
30309-GTFY,Rajaonarison Haja Hery Andry Miangaly,Toliara,School_73,non admis,passable,A1
86778-EQTD,Raharimanana Soa Miangaly Haja Tiana,Antananarivo,School_92,non admis,bien,D
59313-ZXXU,Raharinaivo Hery Mamy Herilala Miangaly,Fianarantsoa,School_71,admis,passable,OSE
30255-MNSJ,Andrianarivo Andry Tiana Mamy,Farafangana,School_21,non admis,passable,A2
63921-JKZB,Raharimanana Fanilo Hery Haja,Mahajanga,School_99,admis,passable,C
65491-NRIV,Randrianarivelo Andry Miangaly,Toamasina,School_35,non admis,passable,A2
54771-XRIJ,Rakotomamonjy Fanilo Fitiavana Haja Hasina,Toliara,School_45,non admis,passable,L
50458-BARY,Rakotoarisoa Soa Rina Hasina,Ambatondrazaka,School_55,admis,passable,L
74795-IJJY,Rakotoarisoa Miangaly Finaritra Mamy,Farafangana,School_86,non admis,passable,C
95234-AQFK,Rasolofoson Rina Haja Herilala,Antsirabe,School_55,non admis,passable,D
90183-BSMU,Rasolofoson Mamy Tojo,Antsiranana,School_20,non admis,assez bien,A2
69644-GRHY,Randrianarivelo Fanilo Finaritra Hery Herilala,Ambatondrazaka,School_49,non admis,passable,L
94934-WRRA,Rakotoarisoa Tovo Tiana Mamy,Toamasina,School_10,non admis,très bien,A1
90548-WTDC,Randria Soa Hery,Antsirabe,School_53,admis,passable,L
20136-FPKL,Raharimanana Fanilo Rina Soa,Antananarivo,School_24,admis,passable,C
24330-PDRV,Randria Hasina Herilala Tovo Finaritra,Mahajanga,School_47,admis,passable,A1
24199-LEJM,Andrianarivo Mamy Fitiavana Herilala Tiana,Antsirabe,School_31,non admis,passable,A1
44755-OMVA,Randria Hasina Hery,Antananarivo,School_78,non admis,passable,L
93644-PFRK,Randrianarivelo Mamy Finaritra Rina,Mahajanga,School_65,non admis,passable,A2
68835-WRIN,Randrianarivelo Haja Mamy Fitiavana,Antsirabe,School_65,non admis,passable,A2
62528-APOL,Raharinaivo Miangaly Haja,Fianarantsoa,School_18,admis,passable,C
45024-AFYS,Rasolofoson Fitiavana Mamy Fanilo Rina,Toliara,School_15,non admis,bien,A2
61573-LAED,Rakotomamonjy Tojo Herilala,Antsiranana,School_31,admis,très bien,S
97574-GTQX,Rakotoarisoa Miangaly Tojo Hasina,Mananjary,School_58,non admis,assez bien,A2
97179-TPZV,Raharinaivo Tovo Herilala,Antsiranana,School_24,non admis,assez bien,A2
74701-HDKH,Rajaonarison Tiana Tojo Tovo,Mahajanga,School_99,non admis,passable,A2
92751-FJBN,Rakotomamonjy Herilala Finaritra Andry,Antananarivo,School_80,non admis,bien,A1
10909-WXJC,Rakotoarisoa Fitiavana Fanilo,Mahajanga,School_14,non admis,passable,A2
25821-WUFU,Rasolofoson Andry Miangaly Fitiavana,Morondava,School_22,non admis,passable,A1
99508-PTXO,Randria Hery Tovo Mamy Hasina,Farafangana,School_11,non admis,passable,A1
10068-QIFB,Rasolofo Fanilo Tiana Tojo,Antananarivo,School_11,admis,passable,A1
44043-JATZ,Rajaonarison Miangaly Fanilo Tojo Haja,Ambatondrazaka,School_25,admis,assez bien,A2
92866-HIQP,Rasolofo Tovo Rina Andry Miangaly,Toamasina,School_85,admis,passable,A1
38748-UGHJ,Rasolofo Rina Fanilo Tiana,Ambatondrazaka,School_63,non admis,assez bien,D
74360-DETV,Raharinaivo Hery Herilala,Antsiranana,School_41,admis,passable,A1
52577-RILJ,Rajaonarison Mamy Tovo Miangaly Hery,Farafangana,School_95,non admis,passable,D
63320-KWRM,Andrianarivo Mamy Tojo Finaritra,Mahajanga,School_54,admis,passable,A2
72783-CZRN,Rasolofo Mamy Hasina Finaritra,Farafangana,School_60,non admis,passable,A1
67480-YLXH,Raharimanana Hery Andry Fitiavana,Ambatondrazaka,School_10,admis,passable,C
32054-NVLD,Rasolofoson Soa Herilala Haja,Antsirabe,School_8,admis,passable,OSE
90125-FFIM,Raharimanana Fitiavana Tiana,Mananjary,School_88,non admis,passable,A1
34675-ASDH,Rakotomamonjy Haja Tovo Fanilo Hery,Antsirabe,School_41,non admis,passable,A1
59514-WOSG,Rasolofo Fitiavana Miangaly,Farafangana,School_47,non admis,passable,A1
30143-APTB,Rakotoarisoa Tojo Fitiavana,Fianarantsoa,School_2,admis,passable,C
23020-OVXW,Raharimanana Tojo Soa Haja Tiana,Antsiranana,School_28,admis,assez bien,OSE
95990-BBEH,Raharinaivo Rina Finaritra,Fianarantsoa,School_80,non admis,passable,A2
90561-GTYR,Rasolofoson Tojo Miangaly Rina Finaritra,Antsiranana,School_58,non admis,très bien,A2
75331-NMKQ,Randrianarivelo Fitiavana Fanilo,Toamasina,School_59,admis,très bien,S
11867-QVQL,Randria Rina Finaritra,Mananjary,School_23,non admis,passable,A1
44523-ZKOH,Rajaonarison Hasina Miangaly Haja,Toliara,School_22,non admis,passable,S
45752-TXQH,Andrianarivo Hasina Fitiavana Rina,Ambatondrazaka,School_10,admis,passable,A2
62581-DHZZ,Raharinaivo Herilala Hasina Rina,Antsirabe,School_90,admis,bien,A2
12129-BIFE,Randrianarivelo Hasina Tiana Miangaly,Mananjary,School_54,non admis,passable,C
60329-OLIU,Randria Miangaly Hery,Antsirabe,School_91,non admis,bien,A2
44737-ACPO,Randrianarivelo Fanilo Mamy,Farafangana,School_66,non admis,passable,A2
24166-JAJJ,Rajaonarison Hasina Herilala Tiana Tovo,Morondava,School_50,admis,passable,A2
46948-IQKC,Randria Finaritra Haja Tovo,Mahajanga,School_77,admis,assez bien,A2
79904-TXSW,Raharimanana Tiana Finaritra Andry Tovo,Ambatondrazaka,School_24,non admis,passable,A2
73548-HLAP,Rasolofoson Hasina Tovo,Toamasina,School_33,non admis,passable,A2
11463-NMDP,Rajaonarison Herilala Rina Fanilo,Antsiranana,School_39,non admis,très bien,A1
89815-DFEI,Randria Hery Herilala,Antsiranana,School_75,non admis,passable,D
59770-RRBP,Rakotoarisoa Mamy Tovo Herilala,Farafangana,School_8,non admis,très bien,C
11231-ZXHR,Rasolofo Haja Finaritra Fanilo Rina,Antananarivo,School_95,admis,passable,C
15756-YQTH,Randria Rina Miangaly Tovo Finaritra,Morondava,School_78,admis,passable,D
34674-PSGV,Rasolofoson Soa Mamy,Antananarivo,School_69,non admis,passable,A2
27238-SPTX,Andrianarivo Andry Tiana Rina,Morondava,School_41,non admis,passable,A2
65053-QFXW,Rajaonarison Finaritra Fitiavana Herilala,Toamasina,School_37,non admis,bien,S
15495-ZVEG,Raharimanana Finaritra Herilala,Mananjary,School_45,non admis,passable,D
17611-JPCI,Rasolofo Finaritra Andry Tojo,Morondava,School_71,non admis,passable,A1
98184-SHKZ,Andrianarivo Tovo Haja Rina,Antsiranana,School_2,admis,passable,A1
96897-HJJB,Andrianarivo Soa Herilala,Mananjary,School_5,non admis,passable,A2
83447-KVHR,Rasolofoson Rina Soa,Antsirabe,School_4,non admis,passable,A1
56487-NRMO,Andrianarivo Finaritra Hasina,Farafangana,School_94,non admis,passable,C
94062-LIKQ,Randrianarivelo Tiana Fanilo Andry,Morondava,School_29,admis,passable,C
87643-RHEX,Raharinaivo Miangaly Soa,Toamasina,School_18,non admis,passable,A2
52043-YQZN,Raharimanana Soa Miangaly,Morondava,School_5,non admis,passable,A2
18625-OHLM,Randrianarivelo Soa Finaritra Tiana Haja,Antsiranana,School_18,non admis,très bien,A1
65843-BXXG,Randria Andry Hasina Rina,Fianarantsoa,School_43,non admis,passable,OSE
38501-CQQC,Rajaonarison Soa Mamy Fanilo Fitiavana,Ambatondrazaka,School_2,non admis,passable,A2
25900-CJSD,Raharinaivo Hery Soa Fitiavana Finaritra,Fianarantsoa,School_33,non admis,bien,A1
22880-BNTP,Andrianarivo Mamy Herilala Tovo,Ambatondrazaka,School_22,admis,passable,A1
76046-BLML,Rajaonarison Tojo Fitiavana,Fianarantsoa,School_2,non admis,assez bien,A2
88557-IXUQ,Rasolofo Rina Fitiavana,Toamasina,School_55,admis,passable,S
36237-JFQD,Raharimanana Tojo Andry Hery Herilala,Mahajanga,School_59,non admis,passable,D
88343-CYYU,Andrianarivo Tiana Andry Fitiavana,Mahajanga,School_83,admis,passable,A1
42276-FOAP,Randria Hasina Fanilo Finaritra,Fianarantsoa,School_23,admis,passable,A1
88307-UQUR,Rakotoarisoa Herilala Fitiavana Rina Andry,Mahajanga,School_100,non admis,passable,A2
99112-DXRA,Rasolofoson Hery Hasina Tiana,Toliara,School_3,non admis,passable,L
77269-CBZS,Randrianarivelo Tovo Haja Mamy,Antsirabe,School_54,non admis,bien,D
33291-LMOQ,Randrianarivelo Tovo Haja Herilala Soa,Antsirabe,School_36,admis,très bien,A1
40894-ZKTI,Andrianarivo Hasina Soa,Toamasina,School_63,non admis,passable,C
52865-GISK,Andrianarivo Fanilo Tovo Rina Hasina,Fianarantsoa,School_67,admis,passable,A1
26991-ISMC,Rasolofoson Tovo Fitiavana Herilala Fanilo,Toamasina,School_72,non admis,bien,C
98439-KXTM,Rajaonarison Tovo Mamy Hery,Toliara,School_81,non admis,passable,A1
79080-EFAA,Raharimanana Soa Fitiavana Andry,Mahajanga,School_39,non admis,passable,A1
29035-CDVE,Rakotoarisoa Rina Hasina Andry,Mahajanga,School_98,non admis,passable,OSE
13129-KCOQ,Randrianarivelo Herilala Hery Tovo Fanilo,Ambatondrazaka,School_22,non admis,passable,A2
95997-MYGU,Rakotomamonjy Andry Hasina Fitiavana,Antsiranana,School_25,admis,passable,D
65427-MQOV,Randrianarivelo Hery Tojo Finaritra Herilala,Fianarantsoa,School_52,admis,assez bien,A2
42704-VLUN,Raharinaivo Soa Miangaly,Mananjary,School_30,non admis,passable,L
23240-HOBG,Raharimanana Mamy Tojo,Antsirabe,School_82,admis,passable,A1
26628-FHFC,Raharimanana Rina Hery Soa Mamy,Morondava,School_19,admis,passable,D
36604-ARMZ,Randria Finaritra Hery Tiana,Mananjary,School_73,non admis,passable,D
52385-EBZN,Rasolofo Mamy Fanilo Miangaly Finaritra,Ambatondrazaka,School_10,admis,passable,OSE
95685-WKAY,Rasolofo Hasina Finaritra Rina Miangaly,Antananarivo,School_83,admis,bien,A2
20461-YLCK,Rakotomamonjy Tiana Rina,Morondava,School_100,admis,assez bien,D
75104-UKJT,Rasolofo Fitiavana Tiana Miangaly,Ambatondrazaka,School_47,admis,passable,A1
49191-EIQJ,Randrianarivelo Soa Miangaly,Toliara,School_44,non admis,assez bien,A2
61316-SGTT,Randrianarivelo Rina Hasina Tiana,Farafangana,School_86,non admis,passable,A1
58332-DAWY,Andrianarivo Soa Hery Mamy Tiana,Farafangana,School_50,admis,très bien,S
34100-MGLH,Rasolofo Andry Haja Tojo,Toliara,School_82,admis,assez bien,A2
45518-SORX,Rasolofo Tovo Herilala Tojo,Ambatondrazaka,School_46,non admis,passable,L
