matricule,name,cisco,studied_at,observation,mention,option
68701-UVAF,Rasolofo Tojo Hery Miangaly,Antsiranana,School_25,non admis,passable,A2
73936-TPSE,Rakotomamonjy Tovo Tiana Herilala Hery,Toliara,School_91,non admis,passable,D
93771-GXMI,Rakotomamonjy Herilala Haja Hery Finaritra,Antsirabe,School_19,admis,assez bien,A1
41312-LGPL,Raharinaivo Mamy Hasina,Toamasina,School_69,admis,passable,C
59277-VWGO,Randria Finaritra Andry Hasina,Antsiranana,School_8,non admis,très bien,A1
29643-OMYN,Rajaonarison Miangaly Tiana Fanilo,Antsirabe,School_18,admis,passable,D
57494-VVLK,Rasolofo Miangaly Hasina Tojo Fitiavana,Mananjary,School_61,non admis,assez bien,A2
48474-SZRN,Raharimanana Hery Andry Hasina,Mananjary,School_38,admis,bien,A1
67605-FCRY,Rakotoarisoa Hasina Fanilo Mamy Tojo,Antsirabe,School_41,admis,passable,C
63532-SUPR,Rajaonarison Hasina Finaritra,Mananjary,School_31,non admis,passable,A2
62465-FTWH,Randria Tiana Mamy,Ambatondrazaka,School_38,non admis,passable,A1
56577-VGOI,Andrianarivo Haja Fitiavana Andry Tiana,Ambatondrazaka,School_55,non admis,passable,A1
22698-OBXI,Randrianarivelo Andry Miangaly Fanilo Soa,Mahajanga,School_64,admis,passable,A1
74366-ZXPF,Raharinaivo Miangaly Finaritra,Toamasina,School_54,admis,passable,A2
77423-ITIK,Rasolofoson Hery Fanilo Tiana,Farafangana,School_86,admis,passable,A2
97931-CVLO,Andrianarivo Tojo Miangaly Tovo Fanilo,Ambatondrazaka,School_27,non admis,passable,D
89182-SQXX,Raharinaivo Rina Mamy,Toamasina,School_10,admis,passable,A2
97403-CTYN,Randria Fanilo Herilala,Antananarivo,School_4,admis,passable,S
33786-SJCM,Randria Hery Soa,Toamasina,School_15,admis,passable,A2
58590-DRPT,Rasolofo Herilala Tiana,Fianarantsoa,School_1,non admis,passable,A2
21698-EGEI,Raharinaivo Hasina Tojo Fanilo Herilala,Toamasina,School_4,non admis,passable,A1
28936-HDLG,Raharinaivo Herilala Tiana,Antsiranana,School_34,non admis,passable,C
36127-ZZOS,Rasolofoson Mamy Hasina Andry,Antsirabe,School_23,admis,passable,A2
17959-UFYJ,Raharinaivo Tiana Fanilo Soa,Farafangana,School_98,admis,passable,A1
59354-EXEI,Randria Mamy Miangaly,Morondava,School_86,admis,passable,A1
82457-YZGP,Andrianarivo Hery Hasina Herilala Mamy,Toamasina,School_27,admis,bien,A2
14764-USYJ,Raharinaivo Andry Herilala,Antananarivo,School_44,admis,bien,A1
92870-VURP,Rasolofo Haja Fitiavana Mamy Hery,Mananjary,School_53,non admis,bien,A1
13213-HNZR,Rakotomamonjy Tovo Fitiavana,Antananarivo,School_59,admis,passable,A1
81784-CARG,Rakotomamonjy Hery Haja Fanilo Hasina,Antsiranana,School_71,admis,passable,A2
13595-AJZW,Rajaonarison Haja Fanilo Tojo Finaritra,Toamasina,School_56,admis,passable,L
65735-VRYJ,Rasolofo Soa Mamy,Antsiranana,School_54,non admis,bien,C
38158-DLYA,Rasolofo Fanilo Andry Tiana,Fianarantsoa,School_56,non admis,passable,A1
98024-BVMY,Rasolofoson Hasina Tojo Hery,Morondava,School_34,non admis,passable,L
75530-BMGN,Randria Rina Miangaly Tiana,Mananjary,School_86,non admis,passable,S
31409-GSWN,Rakotomamonjy Mamy Finaritra,Ambatondrazaka,School_30,admis,passable,A1
86748-QUVW,Randrianarivelo Rina Finaritra,Mahajanga,School_7,admis,passable,S
93393-NRRA,Rasolofoson Tovo Haja Fanilo Soa,Morondava,School_28,non admis,passable,A2
49849-ISRC,Rasolofoson Haja Fanilo Andry,Mahajanga,School_3,non admis,passable,A2
24659-FHLO,Rajaonarison Fanilo Soa Haja,Ambatondrazaka,School_81,non admis,passable,A2
89533-PZZN,Rasolofo Tojo Andry Soa,Farafangana,School_65,non admis,passable,OSE
86209-EDLR,Rasolofo Miangaly Tojo,Antananarivo,School_9,non admis,passable,A1
82161-IEFB,Raharimanana Fanilo Tojo Andry,Toliara,School_20,admis,passable,A1
90834-TEVY,Raharinaivo Tiana Hasina Fitiavana Herilala,Toamasina,School_35,non admis,passable,S
76602-PCHL,Rajaonarison Miangaly Haja Tojo,Fianarantsoa,School_28,non admis,passable,A2
38171-XEEY,Randria Hasina Herilala,Antananarivo,School_17,non admis,bien,C
46950-VNOQ,Rasolofoson Finaritra Fanilo Herilala Hery,Fianarantsoa,School_49,admis,passable,A1
28173-YHGX,Rakotoarisoa Fitiavana Hery Andry,Fianarantsoa,School_84,admis,passable,A2
72289-YRGA,Raharinaivo Haja Hasina Tovo Finaritra,Fianarantsoa,School_1,non admis,passable,A2
66472-DWNM,Raharinaivo Mamy Finaritra Miangaly,Antsirabe,School_55,non admis,passable,A2
67608-VIZS,Rajaonarison Hery Mamy Tovo,Antsiranana,School_88,non admis,passable,D
15741-MUAC,Rakotoarisoa Fanilo Fitiavana Miangaly,Toamasina,School_38,admis,passable,A2
57424-NYZE,Raharinaivo Mamy Tojo,Fianarantsoa,School_50,non admis,bien,A1
71168-DBMZ,Rasolofo Miangaly Soa,Mananjary,School_60,non admis,passable,A1
76190-OQMK,Rasolofoson Herilala Finaritra Andry Tovo,Farafangana,School_42,non admis,passable,A1
94294-OYMT,Rasolofo Haja Hasina Hery Andry,Ambatondrazaka,School_86,admis,passable,L
70373-QHID,Raharimanana Mamy Herilala Hery,Ambatondrazaka,School_13,non admis,passable,S
85412-OIWW,Rasolofo Andry Tovo Tiana Haja,Mananjary,School_74,non admis,passable,L
65319-SEGW,Rasolofoson Rina Haja Fanilo Finaritra,Morondava,School_3,admis,passable,L
59523-LKZV,Rasolofo Haja Finaritra,Ambatondrazaka,School_99,non admis,très bien,A2
83813-AZFB,Raharinaivo Haja Tiana,Ambatondrazaka,School_48,non admis,passable,A1
69516-NGZJ,Raharimanana Herilala Hasina Tiana Fanilo,Morondava,School_56,admis,passable,OSE
79032-QPCY,Rasolofoson Hery Herilala Mamy,Mahajanga,School_28,admis,bien,D
54373-TMRI,Raharinaivo Finaritra Fanilo Tiana,Morondava,School_30,admis,passable,A2
12286-PAUJ,Raharimanana Hasina Miangaly Haja Andry,Antsirabe,School_51,non admis,passable,C
85618-KROV,Rakotoarisoa Tovo Soa Mamy Rina,Farafangana,School_50,non admis,passable,C
19941-SZVM,Andrianarivo Andry Fanilo Soa,Toliara,School_42,non admis,passable,S
24833-VKSG,Raharinaivo Haja Tovo Andry,Toamasina,School_81,admis,passable,A2
72582-ZHRS,Rasolofoson Mamy Miangaly Fitiavana,Antsirabe,School_28,admis,passable,C
92183-LQCU,Rakotoarisoa Tiana Soa Hasina Finaritra,Mahajanga,School_100,admis,bien,A2
78949-HPMS,Randria Tovo Tojo,Fianarantsoa,School_9,non admis,passable,A1
35243-NZRV,Rakotoarisoa Fanilo Mamy,Antsirabe,School_98,admis,très bien,S
72664-BJDJ,Andrianarivo Finaritra Hasina Fitiavana Andry,Farafangana,School_58,non admis,passable,A2
86202-IZMN,Raharinaivo Mamy Rina Andry,Farafangana,School_61,admis,passable,A2
16755-RXBH,Rakotomamonjy Haja Hery Tiana,Toamasina,School_18,non admis,passable,A1
76176-YMSY,Rakotoarisoa Soa Finaritra Hery Andry,Toliara,School_58,admis,passable,A2
47262-PGHY,Raharinaivo Tiana Tovo Mamy,Toamasina,School_82,non admis,passable,OSE
13535-RPEF,Andrianarivo Hasina Tiana Fanilo,Antsiranana,School_30,admis,passable,A2
37460-UFKI,Andrianarivo Rina Finaritra Mamy Fitiavana,Toliara,School_64,non admis,passable,A1
48981-VUGV,Randria Miangaly Soa,Ambatondrazaka,School_47,admis,passable,S
94773-LPKT,Rasolofo Hery Soa Haja Miangaly,Toliara,School_24,non admis,très bien,D
64596-DZPX,Randrianarivelo Fanilo Tovo Tiana,Antsirabe,School_28,non admis,passable,C
97706-HRKB,Rakotoarisoa Soa Fanilo Haja Rina,Fianarantsoa,School_91,non admis,passable,C
30432-XNNS,Raharinaivo Fanilo Hasina Rina Soa,Antsiranana,School_74,admis,passable,D
28732-GRWK,Andrianarivo Haja Tiana Tovo Andry,Farafangana,School_59,admis,passable,A2
50962-VDDM,Randria Miangaly Hery,Mananjary,School_32,non admis,passable,A1
43844-MFSA,Randria Hasina Mamy Miangaly,Antsirabe,School_6,admis,passable,OSE
69330-VIUK,Randria Fitiavana Tiana Hasina Hery,Ambatondrazaka,School_21,admis,passable,A1
82838-ZFLC,Rasolofoson Fanilo Finaritra Soa,Mahajanga,School_35,admis,passable,D
50265-FXBO,Randria Tojo Hasina Hery,Toamasina,School_35,admis,passable,A1
90638-CQIG,Raharinaivo Finaritra Soa Haja Tojo,Ambatondrazaka,School_67,non admis,passable,A2
54543-NZNP,Rasolofoson Mamy Herilala Hery,Morondava,School_22,admis,passable,D
13822-FIMY,Rajaonarison Tojo Hery,Antananarivo,School_19,non admis,assez bien,D
15475-DCXR,Rakotomamonjy Hasina Herilala,Farafangana,School_72,non admis,passable,S
88639-QKVJ,Rakotomamonjy Andry Soa Hery Hasina,Antsiranana,School_8,non admis,bien,A1
49325-GHFR,Rasolofoson Miangaly Tojo,Toliara,School_51,non admis,passable,A1
92768-ENJE,Randrianarivelo Finaritra Hery,Fianarantsoa,School_13,non admis,passable,A1
41551-CDTJ,Rakotoarisoa Herilala Soa Fanilo,Antsirabe,School_1,non admis,passable,A2
75393-WQYK,Rasolofo Rina Miangaly Hasina Tovo,Morondava,School_14,non admis,assez bien,OSE
74670-BMWR,Rakotoarisoa Rina Haja Tojo Andry,Antsirabe,School_39,non admis,passable,A2
43343-KJKJ,Raharimanana Miangaly Fitiavana Hery Herilala,Mahajanga,School_10,non admis,passable,A2
97330-IVWN,Randria Herilala Rina Fitiavana Andry,Farafangana,School_98,non admis,assez bien,S
44042-XXCU,Andrianarivo Soa Haja Tovo,Antsiranana,School_69,non admis,passable,D
70200-HRHM,Andrianarivo Hery Soa Rina Haja,Ambatondrazaka,School_37,admis,passable,OSE
70898-XSWM,Raharinaivo Tovo Tojo Rina,Antsiranana,School_67,non admis,passable,A1
72798-WGUS,Randrianarivelo Haja Fitiavana Mamy Tovo,Antsiranana,School_35,admis,passable,A2
28759-RPSA,Rajaonarison Fanilo Andry,Farafangana,School_68,non admis,passable,A2
91808-WMLZ,Randria Miangaly Fanilo,Fianarantsoa,School_64,admis,passable,A2
81945-KGZN,Rasolofoson Mamy Tiana Tovo,Mananjary,School_92,admis,passable,A1
64212-LDLK,Randrianarivelo Andry Fitiavana,Antananarivo,School_26,admis,passable,OSE
52649-UPMV,Randrianarivelo Fanilo Miangaly Haja,Toliara,School_27,non admis,passable,S
60447-XOSW,Randrianarivelo Haja Soa Mamy Tojo,Antsiranana,School_41,admis,passable,L
13206-QYTJ,Rasolofo Hasina Rina Fitiavana Haja,Toamasina,School_84,admis,passable,A2
29120-XKPK,Raharimanana Tiana Tovo,Farafangana,School_6,admis,assez bien,A1
46584-XUNF,Rasolofoson Miangaly Andry Tojo Hery,Antananarivo,School_79,non admis,passable,A2
77238-WLQY,Raharinaivo Fanilo Herilala Finaritra Miangaly,Morondava,School_72,admis,passable,A1
54415-JMJJ,Rakotoarisoa Miangaly Finaritra Soa Fanilo,Mahajanga,School_90,admis,passable,A2
21553-PYMB,Andrianarivo Herilala Hasina Soa Rina,Farafangana,School_99,admis,passable,A2
44414-QXLF,Rakotoarisoa Tiana Haja Finaritra Tovo,Antsiranana,School_63,admis,passable,A2
98894-QEOP,Raharinaivo Hery Finaritra,Toamasina,School_98,non admis,passable,C
71641-PEFC,Rajaonarison Finaritra Andry,Toamasina,School_67,non admis,assez bien,A2
71512-UJJY,Raharinaivo Tojo Soa,Ambatondrazaka,School_18,admis,passable,C
76475-AMFQ,Raharinaivo Mamy Tiana Soa,Antananarivo,School_71,admis,passable,A2
58715-IZWP,Rasolofo Andry Fitiavana,Morondava,School_68,non admis,passable,A2
88358-TAGG,Rajaonarison Andry Herilala,Morondava,School_74,admis,passable,A2
52389-VGAC,Rasolofo Miangaly Hasina Hery Andry,Mananjary,School_96,non admis,passable,A1
36050-ENBN,Rajaonarison Andry Soa Hery Finaritra,Mahajanga,School_43,admis,très bien,A2
37590-LZGF,Rakotoarisoa Herilala Miangaly,Mahajanga,School_28,non admis,passable,A1
26709-EFZX,Rajaonarison Haja Miangaly,Toliara,School_64,admis,passable,S
25972-WJJL,Andrianarivo Hasina Mamy,Antsiranana,School_77,non admis,passable,D
34880-DOTT,Rajaonarison Tojo Hery Soa,Antananarivo,School_74,admis,assez bien,S
17882-RXQJ,Randrianarivelo Rina Soa Tiana,Toamasina,School_32,non admis,passable,A2
63532-XKAC,Rakotomamonjy Finaritra Tiana Miangaly Fanilo,Antananarivo,School_52,admis,passable,A2
99726-YLPM,Randria Fitiavana Hasina Herilala,Toamasina,School_98,non admis,très bien,A1
38365-JYAJ,Raharimanana Fitiavana Finaritra,Toliara,School_43,non admis,passable,A2
99122-UOJF,Raharimanana Fitiavana Tojo,Ambatondrazaka,School_48,non admis,passable,A2
32067-GVSH,Raharimanana Rina Fitiavana Soa Mamy,Antsiranana,School_90,non admis,passable,D
12678-AIRC,Rasolofoson Fanilo Finaritra Miangaly Hery,Toliara,School_76,admis,passable,A1
99132-UHIX,Rakotoarisoa Herilala Miangaly Haja,Antsiranana,School_14,non admis,passable,L
88791-DLZN,Randria Tiana Andry Hasina Soa,Mananjary,School_34,admis,passable,A2
20953-BPSV,Rasolofo Haja Hery Miangaly Fitiavana,Mananjary,School_54,non admis,passable,OSE
38520-MKPP,Raharimanana Rina Mamy Finaritra,Toamasina,School_26,non admis,passable,S
88520-GJZM,Raharinaivo Fanilo Fitiavana Rina,Fianarantsoa,School_53,admis,passable,A2
72726-PWRZ,Rakotomamonjy Hasina Herilala Andry,Antsirabe,School_2,non admis,passable,A1
60332-MIKJ,Randrianarivelo Mamy Miangaly Fanilo Finaritra,Antananarivo,School_60,non admis,passable,A1
58998-UPVZ,Randrianarivelo Rina Haja,Mananjary,School_28,admis,passable,A2
91378-LDAU,Rakotoarisoa Hasina Tiana Fitiavana,Antsirabe,School_21,non admis,passable,A1
34578-UCML,Andrianarivo Soa Fanilo Tiana,Fianarantsoa,School_74,non admis,passable,A2
69585-IAAH,Andrianarivo Fanilo Tovo Mamy,Mananjary,School_43,admis,passable,A2
72148-NGQF,Rasolofoson Mamy Rina,Morondava,School_33,non admis,passable,A2
91521-KERP,Randria Miangaly Tiana Herilala,Toliara,School_18,non admis,passable,A2
42018-VGUK,Rakotoarisoa Hery Hasina Miangaly Tojo,Mananjary,School_82,non admis,passable,S
76330-PQDK,Rajaonarison Fanilo Mamy,Morondava,School_52,non admis,passable,S
39406-JVLU,Raharinaivo Finaritra Haja,Fianarantsoa,School_94,admis,passable,D
67387-HFHD,Raharimanana Haja Tiana,Ambatondrazaka,School_81,admis,passable,A1
59732-QUFT,Rakotomamonjy Herilala Tovo,Mananjary,School_87,non admis,passable,A1
79613-WXKH,Rasolofo Tojo Tiana Rina Hasina,Mananjary,School_61,non admis,passable,D
20337-GVWF,Rasolofoson Mamy Haja Rina,Toliara,School_95,non admis,passable,D
25529-EBHO,Rasolofo Hasina Tiana Mamy,Antsirabe,School_95,admis,passable,A2
29104-OWOQ,Rasolofoson Rina Fanilo Soa Finaritra,Fianarantsoa,School_42,admis,passable,A1
72059-XVGV,Randrianarivelo Tiana Finaritra Herilala,Mananjary,School_18,non admis,passable,A1
43022-UEVL,Randrianarivelo Fanilo Hasina Tiana,Ambatondrazaka,School_40,non admis,passable,A2
75496-PSZG,Raharimanana Hasina Fitiavana Tovo Miangaly,Antsiranana,School_81,admis,passable,A1
78179-OSYR,Randria Tovo Mamy Hery,Ambatondrazaka,School_18,non admis,passable,A1
41337-YQTD,Raharinaivo Tovo Soa Fitiavana Miangaly,Ambatondrazaka,School_32,non admis,passable,A2
15890-GIVZ,Rasolofo Haja Soa,Ambatondrazaka,School_18,admis,passable,A1
71779-BSYY,Rajaonarison Finaritra Mamy,Morondava,School_11,non admis,passable,A1
27221-QLAA,Rakotomamonjy Fitiavana Finaritra,Toliara,School_57,non admis,passable,A1
89202-UWPW,Rasolofo Andry Herilala Fitiavana Hery,Mananjary,School_81,admis,passable,OSE
74515-NVUS,Randria Hery Tovo Miangaly,Antananarivo,School_44,admis,bien,A1
64766-TWYF,Randria Haja Tovo,Toamasina,School_16,admis,passable,A2
89418-XUWZ,Rakotoarisoa Soa Finaritra,Antsirabe,School_21,non admis,passable,A2
59310-LSWD,Raharimanana Soa Miangaly Tiana Fitiavana,Farafangana,School_67,admis,passable,S
81368-QSGJ,Andrianarivo Finaritra Tojo,Morondava,School_51,non admis,bien,A2
16533-UKBE,Rajaonarison Fitiavana Fanilo Tovo,Mahajanga,School_19,admis,bien,A1
96319-LESA,Rakotoarisoa Herilala Hasina,Antsirabe,School_38,non admis,passable,A2
40233-FZQL,Randria Fitiavana Soa Haja Andry,Mahajanga,School_7,admis,passable,L
44906-YSXZ,Andrianarivo Miangaly Finaritra Tovo,Ambatondrazaka,School_10,admis,passable,A2
42547-PJOJ,Raharinaivo Fanilo Finaritra Tojo,Farafangana,School_85,admis,passable,A1
12928-ACWY,Raharimanana Tovo Hery,Toamasina,School_40,admis,bien,A2
13770-JGTC,Rasolofo Finaritra Hery Fitiavana,Mahajanga,School_34,non admis,passable,A2
58105-WYUA,Andrianarivo Rina Miangaly Fitiavana,Mahajanga,School_22,non admis,passable,OSE
48059-TKCB,Raharinaivo Haja Fanilo Tiana,Antsirabe,School_69,admis,passable,A1
23204-PYDV,Rajaonarison Rina Hery Fanilo Mamy,Toamasina,School_31,non admis,passable,D
45072-TKRP,Rakotoarisoa Herilala Haja Rina,Mananjary,School_73,non admis,passable,A2
13160-YBRU,Andrianarivo Herilala Tojo,Farafangana,School_88,non admis,passable,S
35412-BGHD,Rakotoarisoa Miangaly Tiana,Morondava,School_83,non admis,très bien,A1
43379-NEDW,Randrianarivelo Andry Rina,Toliara,School_56,non admis,passable,C
19935-AZUI,Raharimanana Fanilo Miangaly Haja,Antsirabe,School_84,non admis,passable,C
57376-WJEM,Rasolofoson Hasina Haja,Morondava,School_94,admis,passable,C
50232-KUMI,Rasolofoson Soa Miangaly Fitiavana,Ambatondrazaka,School_94,admis,passable,A1
15437-XFCW,Randrianarivelo Miangaly Hasina Hery Andry,Antsiranana,School_75,non admis,passable,C
52866-YBWK,Rasolofoson Herilala Hery Finaritra,Fianarantsoa,School_44,non admis,passable,S
46318-RXSC,Rasolofo Finaritra Herilala Hery,Toliara,School_78,admis,bien,A2
36219-JLGS,Andrianarivo Hasina Tiana Andry,Antananarivo,School_49,admis,passable,C
54045-SKAF,Rajaonarison Mamy Finaritra,Toamasina,School_47,admis,passable,A1
54221-MQJI,Raharinaivo Hery Mamy Fanilo Tovo,Mananjary,School_100,non admis,passable,A1
59898-WRSB,Rakotomamonjy Andry Soa Haja Tiana,Morondava,School_24,admis,passable,A1
79397-DFWR,Rakotoarisoa Soa Hery,Antananarivo,School_6,admis,passable,A1
69865-MDTA,Rasolofoson Miangaly Finaritra Tovo,Morondava,School_81,admis,passable,A2
50940-HFSR,Randrianarivelo Tovo Fanilo Mamy Hery,Ambatondrazaka,School_18,admis,passable,A2
47795-RRCN,Raharinaivo Haja Fitiavana Andry Tojo,Antsirabe,School_21,non admis,passable,A1
16811-RQPL,Rasolofoson Fitiavana Haja,Fianarantsoa,School_52,admis,passable,C
86153-IURC,Rakotomamonjy Soa Rina Herilala Fanilo,Fianarantsoa,School_95,admis,passable,D
74340-AETW,Rakotomamonjy Andry Tovo Hery,Mananjary,School_66,non admis,passable,A2
24989-BLHZ,Raharinaivo Andry Haja Fitiavana,Mananjary,School_93,non admis,très bien,S
22916-UYZX,Randria Finaritra Hery Soa,Toamasina,School_66,admis,passable,A1
12891-KFNF,Raharinaivo Haja Fitiavana Finaritra Hasina,Morondava,School_17,non admis,passable,A2
43284-IGJM,Raharimanana Finaritra Fanilo Tiana Rina,Fianarantsoa,School_29,non admis,assez bien,A1
27023-BVMT,Randrianarivelo Hasina Fitiavana Tiana,Morondava,School_62,non admis,passable,A2
79664-IEWN,Raharinaivo Tiana Miangaly Finaritra Andry,Ambatondrazaka,School_76,admis,assez bien,A1
98383-SESK,Rakotomamonjy Tojo Hasina,Toamasina,School_58,non admis,passable,A1
54329-XWIG,Rakotoarisoa Rina Andry Fanilo,Toamasina,School_24,admis,passable,C
23052-WMNS,Rasolofo Finaritra Fitiavana Andry,Toamasina,School_86,non admis,passable,OSE
27651-TZVF,Rasolofoson Haja Andry,Antsiranana,School_62,admis,bien,C
60116-BRRV,Rakotoarisoa Andry Mamy,Antsirabe,School_57,admis,passable,L
71160-VFYI,Randria Fanilo Tiana Soa,Antsiranana,School_24,non admis,passable,OSE
68820-UUSB,Randrianarivelo Tojo Hery Tovo Mamy,Morondava,School_67,non admis,passable,A1
59728-ZVBX,Randrianarivelo Fanilo Hasina Rina Haja,Mananjary,School_32,non admis,passable,OSE
44648-ADCB,Rakotoarisoa Finaritra Miangaly Tojo,Mahajanga,School_24,admis,passable,L
16572-FNAD,Rakotoarisoa Soa Fanilo,Antsirabe,School_42,non admis,passable,A1
89972-VKWO,Rakotoarisoa Fanilo Soa,Antsiranana,School_20,non admis,passable,C
52926-PMZE,Rajaonarison Tiana Mamy Andry,Fianarantsoa,School_64,admis,passable,A2
59069-QINX,Rajaonarison Miangaly Tiana Fitiavana,Mananjary,School_2,admis,passable,A2
31328-YVAS,Raharimanana Rina Hery Herilala Tojo,Toamasina,School_29,non admis,passable,C
42750-TZBP,Randrianarivelo Tovo Soa,Farafangana,School_41,admis,passable,A2
91742-HLTX,Rasolofoson Tovo Herilala,Antsiranana,School_88,non admis,passable,S
13727-QYDN,Rakotomamonjy Haja Fanilo Andry Miangaly,Antsiranana,School_36,non admis,passable,A1
87525-AWIL,Rakotoarisoa Miangaly Mamy,Antananarivo,School_47,non admis,passable,A2
38014-VVKA,Raharinaivo Rina Tiana,Ambatondrazaka,School_13,non admis,passable,OSE
53076-BATB,Rajaonarison Fitiavana Mamy Tiana Hasina,Mahajanga,School_38,non admis,passable,A2
92110-JXKP,Raharinaivo Tovo Fanilo Tiana,Farafangana,School_1,non admis,passable,A1
56636-ZMDO,Rasolofoson Andry Miangaly,Ambatondrazaka,School_84,non admis,passable,A2
99981-NOLW,Rakotomamonjy Soa Hasina,Antsiranana,School_64,admis,assez bien,A2
53509-YLBY,Rasolofo Tojo Rina,Mananjary,School_7,non admis,passable,A2
67372-VTMT,Rakotoarisoa Tojo Tovo Tiana,Morondava,School_35,non admis,passable,A1
38115-FDXG,Rasolofo Mamy Hasina Tovo,Mahajanga,School_59,non admis,très bien,C
99891-DVZD,Rasolofo Hasina Tovo,Fianarantsoa,School_93,non admis,passable,C
66542-CGOI,Rakotomamonjy Fanilo Fitiavana,Antsiranana,School_25,non admis,passable,A1
72253-EXOK,Randria Tovo Soa Rina Finaritra,Farafangana,School_27,non admis,passable,A1
60498-RWYQ,Rasolofo Finaritra Fitiavana Tovo Tiana,Mananjary,School_65,admis,passable,A2
45344-RYVW,Rasolofoson Fitiavana Finaritra,Mananjary,School_84,non admis,passable,A2
37504-BRUU,Rakotoarisoa Miangaly Tojo,Antananarivo,School_76,non admis,passable,A2
96548-YTQZ,Rasolofo Finaritra Fanilo,Toamasina,School_59,non admis,passable,A2
79518-WZQA,Rakotoarisoa Miangaly Haja,Mananjary,School_92,admis,passable,A1
62221-KDCF,Rasolofo Haja Fanilo Hasina,Toamasina,School_72,admis,passable,A1
57967-LZJL,Randria Hery Tiana Tovo Fitiavana,Antananarivo,School_63,non admis,passable,A2
82656-DORN,Rajaonarison Mamy Tojo Herilala,Toliara,School_11,non admis,passable,OSE
91428-JJMI,Randrianarivelo Soa Herilala,Antananarivo,School_10,non admis,passable,A1
41976-ROGI,Randrianarivelo Tiana Tovo Miangaly,Farafangana,School_100,admis,passable,D
42377-MUGF,Rasolofoson Hasina Rina Herilala Tovo,Mahajanga,School_79,admis,passable,A1
18807-BGPZ,Randrianarivelo Fitiavana Finaritra,Mahajanga,School_92,admis,passable,OSE
