matricule,name,cisco,studied_at,observation,mention,option
94337-HKXP,Rasolofo Soa Hery Andry Tiana,Morondava,School_29,non admis,passable,A2
12450-ODDD,Rasolofo Andry Tojo,Antananarivo,School_66,admis,passable,L
90269-CNOM,Raharinaivo Hasina Fanilo Finaritra,Antananarivo,School_6,non admis,passable,A1
20476-BUIU,Rasolofoson Fanilo Tiana Soa,Toliara,School_13,non admis,passable,A1
25748-NHAS,Rajaonarison Fitiavana Tojo Hasina Hery,Ambatondrazaka,School_32,admis,passable,A2
85654-IDSZ,Rasolofo Hery Rina,Toamasina,School_66,non admis,passable,A2
18846-CGXW,Randrianarivelo Tojo Fanilo,Ambatondrazaka,School_81,non admis,très bien,C
72348-YFVI,Rasolofoson Hery Herilala,Fianarantsoa,School_38,admis,passable,A2
74054-EBCQ,Andrianarivo Hasina Rina,Ambatondrazaka,School_45,non admis,très bien,A1
57796-WMPE,Andrianarivo Miangaly Fitiavana Haja,Mananjary,School_22,admis,passable,S
54713-IATD,Raharinaivo Herilala Fitiavana,Fianarantsoa,School_61,non admis,passable,A2
24779-MFBI,Rakotomamonjy Andry Soa Tojo Fanilo,Mananjary,School_40,admis,bien,A1
28881-LCJU,Rajaonarison Hasina Tojo Finaritra,Toliara,School_80,non admis,passable,A2
48192-GUHN,Raharimanana Rina Soa Hery Haja,Ambatondrazaka,School_18,non admis,passable,A1
27347-SFHJ,Raharinaivo Tojo Fitiavana Hery Herilala,Ambatondrazaka,School_67,admis,passable,A1
74827-UARD,Raharimanana Tovo Tojo,Mananjary,School_49,admis,bien,A1
54362-MAHP,Rakotoarisoa Rina Finaritra Tiana Hery,Morondava,School_73,non admis,passable,A1
36749-CKWS,Randrianarivelo Herilala Finaritra,Antananarivo,School_9,non admis,très bien,C
79777-VFQC,Rasolofo Hasina Herilala,Ambatondrazaka,School_51,non admis,passable,A1
24137-FHBF,Andrianarivo Hery Finaritra Haja,Mahajanga,School_71,admis,passable,A1
62136-RIFG,Raharinaivo Miangaly Fanilo,Mananjary,School_22,admis,passable,A1
18009-GXQN,Randrianarivelo Finaritra Tiana Andry,Antananarivo,School_48,admis,très bien,A1
84288-KEOQ,Rasolofo Hery Hasina,Mananjary,School_34,admis,passable,A1
57401-PVPP,Rasolofo Rina Tiana,Antsirabe,School_40,non admis,passable,D
28554-UDDP,Rasolofoson Tojo Hery Soa Fanilo,Mananjary,School_36,admis,passable,C
61604-BTYF,Rasolofoson Tiana Herilala Tojo Andry,Antsiranana,School_47,non admis,passable,A1
81360-CFIN,Rasolofoson Herilala Soa,Farafangana,School_47,non admis,passable,L
53162-NDWV,Rajaonarison Soa Fanilo Herilala Hery,Fianarantsoa,School_46,admis,passable,A2
95941-EKCW,Raharinaivo Hery Finaritra Fanilo Soa,Toliara,School_61,non admis,passable,A1
54366-XEXE,Rasolofoson Herilala Fanilo,Ambatondrazaka,School_52,admis,passable,A2
25978-PQZM,Rasolofoson Rina Miangaly Tojo Finaritra,Antsiranana,School_84,non admis,passable,C
86680-WWWS,Rakotomamonjy Rina Fanilo Hasina,Mahajanga,School_66,admis,passable,A2
47806-UNZL,Andrianarivo Tovo Hery Fanilo Soa,Farafangana,School_73,non admis,passable,A2
82625-PAMV,Raharinaivo Finaritra Mamy Haja,Morondava,School_26,admis,passable,A1
88753-IDBK,Randrianarivelo Tojo Fanilo,Fianarantsoa,School_79,admis,passable,A2
83301-WONZ,Raharinaivo Miangaly Tiana Rina Fitiavana,Antsiranana,School_57,non admis,passable,L
36560-CRXI,Raharimanana Hery Tojo,Toliara,School_87,non admis,passable,D
65864-ZKZQ,Rakotoarisoa Finaritra Tojo Hasina Andry,Mahajanga,School_77,admis,passable,A2
14224-IPRM,Rasolofoson Tojo Fitiavana,Farafangana,School_85,admis,passable,D
61838-MGBV,Rajaonarison Fanilo Herilala,Antananarivo,School_95,admis,passable,A1
71730-CIVC,Randrianarivelo Mamy Fitiavana,Mananjary,School_79,non admis,passable,S
39633-OFAQ,Randria Andry Tiana Rina,Mahajanga,School_43,non admis,passable,A1
29348-GNLF,Raharinaivo Herilala Mamy Tiana,Farafangana,School_43,non admis,assez bien,A2
32883-XAQB,Randria Hery Haja Fitiavana Tiana,Ambatondrazaka,School_67,admis,passable,A2
34998-OQXT,Andrianarivo Andry Tovo,Ambatondrazaka,School_24,admis,passable,A1
15340-ZWGG,Randria Rina Hasina Fanilo,Ambatondrazaka,School_11,non admis,passable,A2
20416-UKID,Rajaonarison Fanilo Finaritra Tiana,Fianarantsoa,School_6,admis,passable,A2
50418-PXYR,Rajaonarison Fanilo Haja Hery,Fianarantsoa,School_97,non admis,bien,A1
93027-HUJY,Randria Herilala Tovo Soa Finaritra,Morondava,School_68,admis,passable,A1
98457-HUHU,Randria Tiana Herilala Hasina,Ambatondrazaka,School_13,non admis,passable,A2
75952-VOVN,Rasolofoson Tovo Hery Fitiavana,Mananjary,School_44,admis,passable,S
66899-EONM,Rasolofo Andry Mamy Herilala,Farafangana,School_90,admis,très bien,L
88285-BOPI,Rakotomamonjy Soa Tovo Miangaly,Mananjary,School_57,admis,bien,A1
21207-DUES,Andrianarivo Fitiavana Tiana Hery Haja,Antananarivo,School_94,admis,assez bien,A2
85755-SHGE,Randria Herilala Mamy,Antananarivo,School_61,admis,passable,A2
84150-PRNR,Raharinaivo Fitiavana Fanilo Finaritra,Farafangana,School_21,non admis,passable,A1
46858-QLJP,Andrianarivo Tiana Haja Mamy Soa,Antananarivo,School_30,non admis,passable,A2
22818-DJPQ,Raharinaivo Miangaly Tojo,Toamasina,School_20,non admis,passable,A1
55066-PLTS,Randrianarivelo Mamy Hasina Tovo Rina,Toliara,School_68,admis,passable,A1
79230-EAUD,Randria Hery Andry,Fianarantsoa,School_65,non admis,passable,A1
49611-CXSN,Rasolofoson Fitiavana Tiana Herilala,Farafangana,School_15,admis,passable,A2
55166-GFII,Rasolofo Hery Andry,Farafangana,School_55,admis,bien,OSE
52519-QXGT,Rakotoarisoa Miangaly Fitiavana Finaritra,Antsirabe,School_47,admis,bien,A1
23217-ISTL,Randrianarivelo Haja Hasina Fitiavana,Antananarivo,School_42,admis,passable,A1
44856-HQTA,Andrianarivo Fanilo Fitiavana Herilala Andry,Toliara,School_23,non admis,passable,A2
59592-GGDC,Raharinaivo Mamy Hery,Morondava,School_92,admis,passable,A1
15694-WSVL,Rakotoarisoa Miangaly Hery Andry Mamy,Fianarantsoa,School_99,admis,passable,A2
62131-PZYX,Rakotomamonjy Rina Tojo Tovo Tiana,Antananarivo,School_30,non admis,passable,A2
39290-SXTJ,Randrianarivelo Herilala Fanilo Finaritra Tovo,Antsiranana,School_70,non admis,passable,C
22707-FAQP,Rasolofo Rina Fitiavana Finaritra Tovo,Antsiranana,School_21,non admis,passable,A2
63493-CDGD,Raharinaivo Tojo Finaritra Rina Soa,Antananarivo,School_18,non admis,bien,D
81122-HBZJ,Raharimanana Andry Hery,Mananjary,School_54,non admis,passable,A1
41837-GTLE,Randria Miangaly Soa Haja Fitiavana,Antsirabe,School_56,non admis,passable,D
46304-MREB,Randrianarivelo Andry Herilala Miangaly Tiana,Toamasina,School_43,non admis,passable,A1
74298-UDWN,Rakotoarisoa Miangaly Finaritra Haja Tovo,Morondava,School_100,admis,bien,A1
95772-QHWP,Rasolofo Andry Hasina Tojo,Ambatondrazaka,School_72,admis,passable,A2
67204-IZOE,Raharinaivo Herilala Finaritra Haja,Toamasina,School_42,non admis,passable,D
75646-CTPD,Raharinaivo Haja Mamy Fanilo Rina,Antananarivo,School_81,admis,passable,L
52727-RXYF,Randria Tovo Andry,Antsirabe,School_23,non admis,passable,A1
68670-JSVI,Rasolofoson Fanilo Andry Miangaly,Antsirabe,School_15,non admis,passable,A1
82024-RLDS,Rakotomamonjy Soa Tojo,Antananarivo,School_66,non admis,passable,A2
87618-KZJU,Rakotomamonjy Hasina Herilala Hery,Toamasina,School_9,non admis,passable,S
36702-TSLA,Rasolofoson Tojo Hery Hasina,Farafangana,School_3,non admis,passable,A2
36943-JGHE,Andrianarivo Hery Fanilo Soa,Fianarantsoa,School_36,admis,passable,L
59993-LMPZ,Rajaonarison Tovo Hasina,Farafangana,School_17,admis,passable,OSE
79984-FRBD,Rakotomamonjy Miangaly Hery Herilala Mamy,Mananjary,School_81,non admis,passable,D
27448-KCNE,Rasolofoson Herilala Hasina,Antsiranana,School_71,non admis,passable,OSE
13383-TPVF,Raharimanana Soa Fitiavana,Antsirabe,School_30,non admis,passable,A2
86138-UOFQ,Randria Soa Hery Tovo,Mananjary,School_96,non admis,passable,A2
91182-UEAN,Rasolofoson Finaritra Miangaly Andry Tojo,Fianarantsoa,School_67,non admis,passable,A1
31018-RDNU,Rasolofoson Fanilo Andry Hery,Fianarantsoa,School_63,non admis,passable,A2
81991-CWLN,Rasolofoson Andry Fitiavana Miangaly Soa,Antsirabe,School_80,admis,assez bien,C
17875-ZHZI,Rasolofo Fitiavana Tiana Soa Finaritra,Mahajanga,School_95,non admis,passable,C
61978-SPJW,Rasolofo Fitiavana Soa Hery Finaritra,Mananjary,School_46,admis,passable,A1
95034-UHNH,Rajaonarison Tiana Herilala Andry,Morondava,School_90,admis,passable,OSE
44062-CDHU,Randrianarivelo Andry Tiana,Morondava,School_87,admis,passable,D
72063-TWET,Randria Fitiavana Hery Haja,Morondava,School_27,admis,assez bien,OSE
96723-XHVS,Andrianarivo Rina Herilala,Ambatondrazaka,School_36,non admis,passable,A1
94634-UBRE,Rasolofoson Hasina Rina Soa,Fianarantsoa,School_60,non admis,passable,A1
80947-NRAT,Raharinaivo Finaritra Soa,Toliara,School_60,non admis,passable,A1
12874-UAEC,Randria Mamy Herilala,Antsirabe,School_23,non admis,assez bien,D
55583-IHYW,Andrianarivo Tojo Herilala,Farafangana,School_60,non admis,passable,A1
94234-WMSH,Randria Tovo Herilala Miangaly Fitiavana,Farafangana,School_32,non admis,passable,A1
99506-OXZE,Andrianarivo Hery Haja,Morondava,School_46,admis,passable,L
55518-TSIQ,Raharinaivo Finaritra Hasina,Toamasina,School_32,non admis,passable,A1
70760-OZAN,Rasolofoson Haja Mamy,Morondava,School_42,non admis,passable,L
25898-HMQN,Rakotoarisoa Fanilo Fitiavana,Toliara,School_96,admis,passable,A1
50524-NXXX,Andrianarivo Finaritra Herilala Tovo,Mahajanga,School_49,admis,passable,A2
40769-IEBJ,Rajaonarison Tiana Tojo Hasina Miangaly,Fianarantsoa,School_37,admis,bien,A2
96793-YNQF,Raharimanana Hasina Andry Fitiavana Tovo,Fianarantsoa,School_33,non admis,bien,L
49838-IIUO,Randria Herilala Mamy,Mananjary,School_74,admis,passable,C
56771-XVJH,Andrianarivo Mamy Hery Finaritra,Morondava,School_35,non admis,très bien,A1
45651-GCHL,Rasolofoson Miangaly Andry,Antsiranana,School_87,admis,bien,A1
92573-WHBB,Rasolofo Tovo Herilala Hery,Antananarivo,School_22,non admis,passable,D
64562-OKEC,Randria Herilala Mamy Hasina,Toamasina,School_43,non admis,passable,A1
36049-TCTY,Raharimanana Hasina Haja Andry Soa,Toamasina,School_79,admis,passable,A2
87146-LZAY,Rakotomamonjy Hasina Haja Andry Finaritra,Fianarantsoa,School_32,admis,bien,D
82385-XXZD,Rakotomamonjy Mamy Andry,Antsiranana,School_4,admis,passable,A1
71149-WZLT,Rasolofo Herilala Tojo Tiana Miangaly,Mahajanga,School_9,admis,assez bien,A1
16080-GUNN,Rasolofoson Herilala Hery Tiana Tojo,Mananjary,School_99,admis,passable,C
23486-RDUY,Rasolofo Hasina Miangaly Finaritra,Fianarantsoa,School_73,admis,passable,C
54904-WLXA,Randria Andry Fanilo Tiana Rina,Fianarantsoa,School_97,admis,passable,A2
55346-TVLD,Rajaonarison Haja Herilala Fanilo,Farafangana,School_90,non admis,passable,D
35272-FZVE,Rakotomamonjy Hasina Tiana Finaritra Mamy,Mananjary,School_7,non admis,passable,A1
92072-RBDE,Rasolofo Andry Hery Finaritra,Mananjary,School_22,admis,passable,D
73180-NBJT,Randria Haja Miangaly Tiana,Mananjary,School_95,non admis,passable,D
69459-UWDE,Raharinaivo Soa Fanilo Fitiavana,Antsirabe,School_100,non admis,bien,A1
75483-JCBQ,Raharimanana Rina Tovo Andry,Antsiranana,School_15,non admis,passable,A2
36028-GYYR,Raharinaivo Andry Rina,Mananjary,School_26,non admis,passable,A2
98456-SARU,Rajaonarison Miangaly Hery Tiana Rina,Morondava,School_12,non admis,très bien,A1
43322-UOEN,Rajaonarison Tiana Andry,Antsiranana,School_67,admis,passable,A1
92299-LEVF,Randria Tovo Rina Miangaly Fanilo,Toamasina,School_41,non admis,très bien,A2
46416-GUTX,Andrianarivo Andry Fitiavana Hasina Tovo,Antananarivo,School_97,admis,passable,A1
71176-VTZU,Randrianarivelo Soa Rina Tojo,Antsirabe,School_94,admis,passable,D
59100-GAQT,Raharinaivo Andry Miangaly Fitiavana,Fianarantsoa,School_37,non admis,passable,A1
74375-HCLI,Randria Soa Fanilo Herilala,Morondava,School_2,non admis,très bien,A1
98590-GOMW,Raharimanana Tovo Hery Herilala,Fianarantsoa,School_87,non admis,assez bien,A2
53553-GZBQ,Rakotoarisoa Tojo Herilala,Antananarivo,School_23,admis,passable,L
25380-ZYYQ,Andrianarivo Miangaly Soa Hasina,Toamasina,School_94,non admis,passable,A2
90682-AZFH,Andrianarivo Rina Tiana Herilala Fitiavana,Antananarivo,School_50,non admis,passable,A1
38240-VOLF,Andrianarivo Haja Mamy Tovo,Farafangana,School_90,non admis,passable,D
36113-JTMX,Randria Mamy Fanilo,Antananarivo,School_72,non admis,passable,A2
40348-CHPC,Rasolofo Tojo Herilala Fanilo Finaritra,Fianarantsoa,School_60,non admis,passable,A1
90711-WSZP,Rasolofoson Miangaly Tovo,Antananarivo,School_53,non admis,passable,A2
95155-IKVG,Rakotoarisoa Soa Miangaly,Fianarantsoa,School_98,admis,passable,A1
79436-RVHJ,Raharinaivo Hasina Hery Andry Finaritra,Fianarantsoa,School_11,non admis,passable,A1
84570-TGNZ,Rasolofo Haja Soa,Ambatondrazaka,School_16,non admis,passable,A2
32837-XBAT,Rasolofo Haja Rina Tovo,Toamasina,School_29,admis,passable,S
66465-FPTQ,Rakotomamonjy Rina Tiana Hery Tojo,Toamasina,School_89,non admis,passable,A2
62107-TCSF,Andrianarivo Mamy Fitiavana Tiana,Fianarantsoa,School_37,admis,passable,S
91855-YCFM,Rakotomamonjy Miangaly Tojo Tiana Haja,Mananjary,School_34,non admis,passable,A1
70735-FELV,Andrianarivo Hery Finaritra,Antananarivo,School_74,admis,bien,S
12999-QYHG,Randria Mamy Hery Herilala Finaritra,Antsiranana,School_65,non admis,bien,A1
27069-BDXG,Randria Andry Hasina Soa,Toamasina,School_27,admis,passable,A2
90143-IGPO,Rakotomamonjy Herilala Tiana Fitiavana Fanilo,Antsirabe,School_61,non admis,passable,A1
17977-UHPG,Rajaonarison Hery Tojo,Toamasina,School_85,non admis,passable,A1
49113-KZQR,Rajaonarison Andry Soa,Antsiranana,School_49,non admis,passable,C
45302-QJKN,Andrianarivo Soa Tojo Fitiavana Tovo,Fianarantsoa,School_30,non admis,passable,C
91322-TOKH,Rakotomamonjy Soa Rina Haja,Mananjary,School_45,non admis,assez bien,A1
69564-TCOA,Andrianarivo Herilala Haja Fitiavana,Antsiranana,School_34,admis,passable,C
93196-AWRW,Rakotomamonjy Hery Tojo Herilala,Ambatondrazaka,School_99,admis,bien,D
72670-FTJZ,Rasolofo Mamy Andry,Toamasina,School_58,non admis,assez bien,C
19718-PBBP,Raharinaivo Hasina Herilala,Farafangana,School_68,non admis,passable,S
25856-DIYV,Rajaonarison Tiana Miangaly,Antsirabe,School_93,admis,passable,A1
69568-WGRJ,Rajaonarison Herilala Tiana Rina,Fianarantsoa,School_92,admis,assez bien,D
42025-VMMO,Rakotomamonjy Tiana Haja Herilala Hery,Antsiranana,School_45,non admis,passable,D
21427-KQVT,Randrianarivelo Herilala Tojo Hasina Mamy,Mahajanga,School_20,non admis,passable,A1
61121-RJSP,Rajaonarison Herilala Hery,Fianarantsoa,School_100,non admis,passable,S
57551-VXTK,Raharimanana Tojo Rina Finaritra,Ambatondrazaka,School_92,non admis,bien,A2
40792-TWFC,Rajaonarison Tovo Miangaly Andry Tojo,Toamasina,School_68,non admis,assez bien,C
43649-NLZV,Rasolofo Tovo Haja,Antsiranana,School_2,admis,passable,A1
71421-WSYJ,Rakotoarisoa Fitiavana Tovo,Fianarantsoa,School_78,admis,passable,A2
51730-GTNJ,Rakotoarisoa Soa Hery,Ambatondrazaka,School_29,non admis,passable,A1
59944-KUES,Rasolofoson Miangaly Herilala,Toamasina,School_55,non admis,passable,A2
80825-TDUS,Andrianarivo Tovo Hasina Rina,Farafangana,School_66,non admis,passable,C
24520-GOXV,Rakotoarisoa Soa Herilala,Ambatondrazaka,School_56,non admis,passable,A2
71777-VRTN,Rajaonarison Hasina Andry Soa,Ambatondrazaka,School_60,non admis,passable,OSE
44574-VDQD,Rasolofo Tiana Hasina Finaritra,Farafangana,School_33,non admis,passable,A1
92434-PDHA,Rakotomamonjy Herilala Andry Mamy Fanilo,Toamasina,School_56,non admis,passable,L
49240-PKEJ,Andrianarivo Tojo Fitiavana,Morondava,School_11,admis,passable,A2
28820-IQJE,Rakotomamonjy Rina Soa,Antsiranana,School_10,non admis,passable,A1
25723-PSPE,Rasolofo Mamy Fanilo Haja,Antsiranana,School_71,admis,passable,A2
65137-EPDT,Rakotomamonjy Herilala Miangaly Haja Hery,Ambatondrazaka,School_44,non admis,assez bien,A2
59593-YGFI,Randrianarivelo Tiana Tojo Herilala Hasina,Mananjary,School_77,non admis,passable,A1
28302-RUDY,Rasolofo Hasina Andry,Morondava,School_64,non admis,passable,A2
68973-MJCM,Rasolofoson Miangaly Fanilo,Antananarivo,School_10,non admis,bien,A2
87479-EIIR,Raharinaivo Haja Rina,Farafangana,School_44,admis,bien,A1
47233-MQZS,Randria Tiana Fitiavana Soa,Mahajanga,School_23,admis,passable,L
69373-YOBK,Randrianarivelo Tovo Soa,Fianarantsoa,School_32,non admis,passable,A2
40762-XSUX,Rakotoarisoa Finaritra Fitiavana,Mahajanga,School_32,non admis,passable,A1
47998-WFOL,Rasolofo Soa Finaritra,Toamasina,School_39,admis,passable,A2
42888-XCTN,Rasolofo Fitiavana Haja,Antsirabe,School_83,non admis,passable,S
76196-ALNM,Rakotoarisoa Fanilo Miangaly Soa Herilala,Ambatondrazaka,School_43,non admis,passable,A1
94980-RFRH,Rajaonarison Haja Soa Herilala Rina,Fianarantsoa,School_71,admis,passable,A2
11766-CJLS,Randria Miangaly Fanilo Tiana,Fianarantsoa,School_36,non admis,très bien,A1
41434-IKCM,Rasolofo Fanilo Haja Hasina,Morondava,School_89,non admis,passable,C
54176-YYOC,Rajaonarison Finaritra Rina Hasina Mamy,Fianarantsoa,School_91,non admis,passable,A1
89829-UMVU,Rasolofo Fanilo Herilala,Mananjary,School_2,non admis,passable,A2
76989-XXCB,Rakotoarisoa Hery Finaritra Fitiavana Haja,Antsiranana,School_55,non admis,passable,A2
22780-WBJU,Andrianarivo Finaritra Hasina Herilala,Mananjary,School_35,admis,passable,C
27539-XCTH,Rasolofo Tojo Miangaly Hery,Toamasina,School_89,non admis,bien,S
75409-WPCU,Rasolofoson Hery Finaritra Rina Hasina,Mananjary,School_98,non admis,passable,C
79056-QPDP,Andrianarivo Herilala Tovo Tojo,Fianarantsoa,School_31,admis,passable,OSE
31542-QASO,Randrianarivelo Andry Mamy Hasina Herilala,Toliara,School_27,non admis,passable,A2
43597-WHLT,Raharinaivo Tovo Herilala Tojo,Ambatondrazaka,School_40,non admis,passable,A1
95721-OEZJ,Rasolofoson Rina Finaritra Herilala,Mananjary,School_58,admis,passable,C
90878-OOHH,Rajaonarison Tojo Finaritra,Toamasina,School_40,non admis,passable,OSE
23910-CBWP,Randrianarivelo Mamy Fanilo Tovo Hasina,Fianarantsoa,School_27,admis,passable,A1
71245-KLZP,Rasolofoson Tojo Andry,Mananjary,School_12,non admis,très bien,A2
18676-HJEZ,Randrianarivelo Fanilo Fitiavana Miangaly Hery,Ambatondrazaka,School_43,non admis,passable,A1
59353-WKCC,Randrianarivelo Hasina Finaritra,Morondava,School_33,non admis,passable,A2
59811-UPNN,Rakotoarisoa Tovo Fanilo Soa Rina,Mananjary,School_84,admis,passable,OSE
95028-ZZBO,Andrianarivo Mamy Finaritra,Morondava,School_53,admis,passable,A2
31115-GBZS,Randrianarivelo Mamy Hery Andry Hasina,Ambatondrazaka,School_72,non admis,passable,A2
50183-YHNF,Rakotoarisoa Fanilo Tovo Haja,Mananjary,School_2,non admis,passable,C
57233-MCSH,Rakotomamonjy Andry Tovo,Antsirabe,School_9,admis,passable,C
99674-QBBK,Randria Fitiavana Hery,Toamasina,School_83,non admis,passable,A1
85518-THCF,Raharimanana Herilala Fanilo Miangaly Tojo,Toliara,School_38,admis,passable,A1
94146-AABE,Andrianarivo Rina Soa,Ambatondrazaka,School_69,non admis,passable,A2
64643-JVXR,Rakotoarisoa Finaritra Herilala Haja,Ambatondrazaka,School_15,admis,passable,S
13086-MWKC,Rakotoarisoa Haja Tojo Andry Fanilo,Antananarivo,School_45,non admis,passable,A1
32026-XRDY,Rakotomamonjy Andry Tovo Finaritra,Mananjary,School_31,non admis,passable,A1
10136-MOFR,Raharinaivo Miangaly Finaritra,Morondava,School_75,non admis,passable,A2
86339-LCHL,Rakotoarisoa Tojo Rina,Antsirabe,School_87,admis,passable,A1
41519-RVIA,Rakotoarisoa Hery Haja Hasina,Ambatondrazaka,School_54,non admis,passable,S
16154-LFEJ,Raharinaivo Fitiavana Tiana Soa,Toamasina,School_91,non admis,très bien,C
44760-MOYG,Rakotomamonjy Haja Finaritra Tojo Hery,Antananarivo,School_26,admis,passable,A2
96392-UWCA,Randrianarivelo Tiana Hasina Herilala,Ambatondrazaka,School_92,non admis,passable,D
32107-JANZ,Rasolofoson Mamy Rina,Farafangana,School_10,non admis,assez bien,A2
71017-EWWO,Randria Tovo Miangaly Tojo Hery,Farafangana,School_95,admis,passable,C
75137-RSTY,Randria Fitiavana Tiana,Morondava,School_91,non admis,passable,A2
73645-KSXP,Rasolofo Hery Hasina,Mahajanga,School_3,admis,passable,C
29724-NJCU,Rakotomamonjy Miangaly Hasina Tojo,Mahajanga,School_73,admis,passable,A2
54414-EIRX,Randrianarivelo Hasina Mamy Miangaly Fitiavana,Antsirabe,School_18,admis,passable,A1
